time,Oklahoma City,pts.away,score,pts.home,Dallas
1:23.0,C. Anthony makes 2-pt shot from 1 ft,2,100-98,,
1:23.0,,,100-98,,Dallas full timeout
1:08.0,Personal foul by R. Felton (drawn by D. Powell),,100-98,,
1:08.0,,,100-98,,D. Powell misses free throw 1 of 2
1:08.0,,,100-98,,Offensive rebound by Team
1:08.0,,,100-98,,Y. Ferrell enters the game for J. Barea
1:08.0,,,100-98,,D. Powell misses free throw 2 of 2
1:05.0,Defensive rebound by C. Anthony,,100-98,,
0:56.0,R. Westbrook misses 2-pt shot from 5 ft,,100-98,,
0:54.0,,,100-98,,Defensive rebound by D. Smith
0:49.0,,,100-98,,D. Smith misses 3-pt shot from 25 ft
0:44.0,Defensive rebound by R. Felton,,100-98,,
0:25.0,R. Westbrook misses 3-pt shot from 26 ft,,100-98,,
0:22.0,,,100-98,,Defensive rebound by D. Powell
0:22.0,,,100-98,,Dallas full timeout
0:22.0,,,100-98,,J. Barea enters the game for Y. Ferrell
0:00.0,,,100-98,,W. Matthews misses 2-pt shot from 4 ft
0:00.0,,,100-98,,Offensive rebound by D. Powell
0:00.0,,,100-100,2,D. Powell makes 2-pt shot from 2 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: D. Powell vs. S. Adams (C. Anthony gains possession),,,,Jump ball: D. Powell vs. S. Adams (C. Anthony gains possession)
4:52.0,Turnover by R. Westbrook (out of bounds lost ball),,100-100,,
4:40.0,,,100-100,,Shooting foul by C. Anthony (drawn by D. Smith)
4:40.0,,,100-100,,D. Smith misses free throw 1 of 2
4:40.0,,,100-100,,Offensive rebound by Team
4:40.0,,,100-101,1,D. Smith makes free throw 2 of 2
4:29.0,,,100-101,,Personal foul by Y. Ferrell (drawn by P. George)
4:23.0,P. George misses 2-pt shot from 17 ft,,100-101,,
4:20.0,Offensive rebound by S. Adams,,100-101,,
4:19.0,S. Adams makes 2-pt shot from 2 ft,2,102-101,,
3:58.0,,,102-101,,Y. Ferrell misses 3-pt shot from 23 ft
3:53.0,Defensive rebound by R. Westbrook,,102-101,,
3:44.0,Turnover by C. Anthony (lost ball; steal by D. Powell),,102-101,,
3:37.0,,,102-101,,Shooting foul by R. Felton (drawn by D. Smith)
3:37.0,,,102-102,1,D. Smith makes free throw 1 of 2
3:37.0,,,102-102,,J. Barea enters the game for Y. Ferrell
3:37.0,,,102-103,1,D. Smith makes free throw 2 of 2
3:23.0,Shooting foul by W. Matthews (drawn by P. George),,102-103,,
3:23.0,P. George makes free throw 1 of 2,1,103-103,,
3:23.0,P. George makes free throw 2 of 2,1,104-103,,
3:11.0,,,104-105,2,D. Smith makes 2-pt shot from 15 ft
2:56.0,R. Westbrook makes 2-pt shot from 2 ft,2,106-105,,
2:37.0,,,106-108,3,D. Smith makes 3-pt shot from 25 ft
2:20.0,Offensive charge foul by P. George (drawn by D. Powell),,106-108,,
2:20.0,Turnover by P. George (offensive foul),,106-108,,
1:55.0,,,106-108,,J. Barea misses 3-pt shot from 26 ft
1:55.0,,,106-108,,Offensive rebound by Team
1:55.0,,,106-108,,Turnover by Team (shot clock)
1:45.0,R. Westbrook makes 2-pt shot from 20 ft,2,108-108,,
1:21.0,,,108-110,2,H. Barnes makes 2-pt shot from 12 ft (assist by J. Barea)
1:21.0,Oklahoma City full timeout,,108-110,,
1:07.0,P. George misses 3-pt shot from 24 ft,,108-110,,
1:04.0,,,108-110,,Defensive rebound by D. Powell
0:53.0,,,108-110,,W. Matthews misses 3-pt shot from 25 ft
0:52.0,Defensive rebound by Team,,108-110,,
0:38.0,R. Westbrook makes 2-pt shot from 2 ft,2,110-110,,
0:38.0,Shooting foul by D. Powell (drawn by R. Westbrook),,110-110,,
0:38.0,R. Westbrook makes free throw 1 of 1,1,111-110,,
0:38.0,,,111-110,,Dallas full timeout
0:32.0,,,111-110,,Offensive foul by H. Barnes (drawn by P. George)
0:32.0,,,111-110,,Turnover by H. Barnes (offensive foul)
0:17.0,Offensive charge foul by R. Westbrook (drawn by D. Smith),,111-110,,
0:17.0,Turnover by R. Westbrook (offensive foul),,111-110,,
0:06.0,Personal take foul by R. Westbrook (drawn by D. Smith),,111-110,,
0:06.0,,,111-110,,Dallas full timeout
0:06.0,Oklahoma City full timeout,,111-110,,
0:00.0,,,111-110,,D. Smith misses 2-pt shot from 15 ft
0:00.0,,,111-110,,Offensive rebound by Team
