time,Boston,pts.away,score,pts.home,Orlando
4:34.0,Shooting foul by J. Simmons (drawn by J. Tatum),,82-68,,
4:34.0,J. Tatum misses free throw 1 of 2,,82-68,,
4:34.0,Offensive rebound by Team,,82-68,,
4:34.0,A. Nader enters the game for T. Rozier,,82-68,,
4:34.0,J. Tatum makes free throw 2 of 2,1,83-68,,
4:17.0,,,83-68,,Turnover by D. Augustin (bad pass; steal by A. Nader)
4:15.0,Shooting foul by B. Biyombo (drawn by A. Nader),,83-68,,
4:15.0,A. Nader makes free throw 1 of 2,1,84-68,,
4:15.0,G. Monroe enters the game for A. Horford,,84-68,,
4:15.0,A. Nader makes free throw 2 of 2,1,85-68,,
4:14.0,,,85-68,,Orlando full timeout
4:14.0,,,85-68,,N. Vucevic enters the game for B. Biyombo
3:52.0,,,85-68,,Shooting foul by J. Tatum (drawn by M. Hezonja)
3:52.0,,,85-69,1,M. Hezonja makes free throw 1 of 2
3:52.0,,,85-70,1,M. Hezonja makes free throw 2 of 2
3:35.0,Turnover by J. Tatum (bad pass; steal by M. Hezonja),,85-70,,
3:30.0,,,85-72,2,M. Hezonja makes 2-pt shot from 1 ft
3:09.0,Turnover by G. Monroe (lost ball; steal by D. Augustin),,85-72,,
3:05.0,,,85-72,,M. Hezonja misses 2-pt shot from 6 ft (block by A. Nader)
2:58.0,Jump ball: M. Hezonja vs. A. Nader (J. Tatum gains possession),,,,Jump ball: M. Hezonja vs. A. Nader (J. Tatum gains possession)
2:58.0,Defensive rebound by Team,,85-72,,
2:49.0,A. Nader makes 2-pt shot from 1 ft,2,87-72,,
2:30.0,,,87-74,2,S. Mack makes 2-pt shot from 3 ft (assist by N. Vucevic)
2:13.0,Turnover by G. Monroe (lost ball; steal by D. Augustin),,87-74,,
2:09.0,Personal foul by S. Ojeleye (drawn by S. Mack),,87-74,,
2:09.0,,,87-75,1,S. Mack makes free throw 1 of 2
2:09.0,,,87-75,,J. Isaac enters the game for M. Hezonja
2:09.0,G. Yabusele enters the game for J. Tatum,,87-75,,
2:09.0,T. Rozier enters the game for G. Monroe,,87-75,,
2:09.0,,,87-76,1,S. Mack makes free throw 2 of 2
1:50.0,Shooting foul by J. Simmons (drawn by A. Nader),,87-76,,
1:50.0,A. Nader makes free throw 1 of 2,1,88-76,,
1:50.0,A. Nader makes free throw 2 of 2,1,89-76,,
1:50.0,,,89-76,,M. Hezonja enters the game for J. Isaac
1:39.0,,,89-76,,Turnover by S. Mack (bad pass; steal by S. Larkin)
1:36.0,Turnover by T. Rozier (bad pass),,89-76,,
1:22.0,,,89-79,3,J. Simmons makes 3-pt shot from 25 ft (assist by N. Vucevic)
1:05.0,Turnover by A. Nader (bad pass; steal by M. Hezonja),,89-79,,
0:55.0,,,89-81,2,M. Hezonja makes 2-pt shot from 1 ft
0:53.0,,,89-81,,Personal take foul by S. Mack (drawn by S. Ojeleye)
0:53.0,S. Ojeleye makes free throw 1 of 2,1,90-81,,
0:53.0,S. Ojeleye misses free throw 2 of 2,,90-81,,
0:50.0,,,90-81,,Defensive rebound by S. Mack
0:41.0,,,90-83,2,S. Mack makes 2-pt shot from 3 ft
0:39.0,,,90-83,,Personal take foul by J. Simmons (drawn by A. Nader)
0:39.0,,,90-83,,J. Isaac enters the game for J. Simmons
0:39.0,A. Nader makes free throw 1 of 2,1,91-83,,
0:39.0,A. Nader makes free throw 2 of 2,1,92-83,,
0:32.0,,,92-83,,N. Vucevic misses 3-pt shot from 26 ft
0:28.0,Defensive rebound by A. Nader,,92-83,,
0:06.0,Turnover by Team (shot clock),,92-83,,
