time,Dallas,pts.away,score,pts.home,Denver
1:50.0,Defensive rebound by S. Mejri,,86-89,,
1:33.0,W. Matthews makes 3-pt shot from 26 ft,3,89-89,,
1:21.0,,,89-89,,J. Murray misses 2-pt shot from 18 ft
1:17.0,Defensive rebound by S. Mejri,,89-89,,
1:17.0,Turnover by S. Mejri (out of bounds lost ball),,89-89,,
1:12.0,,,89-91,2,N. Jokic makes 2-pt shot from 19 ft (assist by J. Murray)
0:56.0,H. Barnes misses 3-pt shot from 26 ft,,89-91,,
0:52.0,,,89-91,,Defensive rebound by J. Murray
0:42.0,Violation by Y. Ferrell (kicked ball),,89-91,,
0:42.0,,,89-91,,T. Lyles enters the game for M. Plumlee
0:35.0,,,89-91,,N. Jokic misses 3-pt shot from 25 ft
0:31.0,,,89-91,,Offensive rebound by J. Murray
0:12.0,,,89-91,,Offensive charge foul by N. Jokic (drawn by S. Mejri)
0:12.0,,,89-91,,Turnover by N. Jokic (offensive foul)
0:12.0,Dallas full timeout,,89-91,,
0:12.0,,,89-91,,M. Plumlee enters the game for N. Jokic
0:12.0,,,89-91,,T. Craig enters the game for T. Lyles
0:12.0,D. Smith enters the game for M. Kleber,,89-91,,
0:04.0,D. Smith misses 2-pt shot from 2 ft (block by W. Barton),,89-91,,
0:03.0,Offensive rebound by Team,,89-91,,
0:03.0,Dallas full timeout,,89-91,,
0:03.0,D. Nowitzki enters the game for S. Mejri,,89-91,,
0:02.0,W. Matthews misses 3-pt shot from 27 ft,,89-91,,
0:02.0,,,89-91,,Defensive rebound by M. Plumlee
