time,Minnesota,pts.away,score,pts.home,LA Clippers
4:53.0,A. Wiggins misses 3-pt shot from 26 ft,,106-106,,
4:50.0,Offensive rebound by N. Bjelica,,106-106,,
4:50.0,N. Bjelica misses 2-pt shot at rim,,106-106,,
4:50.0,,,106-106,,Defensive rebound by L. Williams
4:50.0,,,106-108,2,M. Harrell makes 2-pt shot from 1 ft (assist by L. Williams)
4:50.0,,,106-108,,Technical foul by B. Griffin
4:50.0,J. Teague makes technical free throw,1,107-108,,
4:30.0,N. Bjelica makes 2-pt shot from 1 ft (assist by J. Teague),2,109-108,,
4:16.0,,,109-108,,T. Wallace misses 2-pt shot from 7 ft (block by K. Towns)
4:16.0,Defensive rebound by K. Towns,,109-108,,
4:16.0,,,109-108,,Personal foul by T. Wallace (drawn by K. Towns)
4:16.0,K. Towns makes free throw 1 of 2,1,110-108,,
4:16.0,,,110-108,,M. Teodosic enters the game for T. Wallace
4:16.0,K. Towns makes free throw 2 of 2,1,111-108,,
4:04.0,,,111-111,3,M. Teodosic makes 3-pt shot from 25 ft (assist by B. Griffin)
3:46.0,A. Wiggins makes 2-pt shot from 8 ft,2,113-111,,
3:40.0,,,113-111,,W. Johnson misses 2-pt shot from 21 ft
3:34.0,Defensive rebound by A. Wiggins,,113-111,,
3:25.0,A. Wiggins misses 2-pt shot from 17 ft,,113-111,,
3:23.0,,,113-111,,Defensive rebound by B. Griffin
3:23.0,Personal foul by N. Bjelica (drawn by B. Griffin),,113-111,,
3:23.0,,,113-111,,B. Griffin misses free throw 1 of 2
3:23.0,,,113-111,,Offensive rebound by Team
3:23.0,,,113-111,,T. Wallace enters the game for L. Williams
3:23.0,,,113-111,,S. Thornwell enters the game for M. Teodosic
3:23.0,,,113-112,1,B. Griffin makes free throw 2 of 2
3:05.0,K. Towns misses 2-pt shot from 18 ft,,113-112,,
2:59.0,Offensive rebound by T. Gibson,,113-112,,
2:45.0,N. Bjelica makes 3-pt shot from 25 ft (assist by A. Wiggins),3,116-112,,
2:44.0,,,116-112,,LA Clippers full timeout
2:44.0,,,116-112,,M. Teodosic enters the game for T. Wallace
2:44.0,,,116-112,,L. Williams enters the game for S. Thornwell
2:44.0,J. Teague makes technical free throw,1,117-112,,
2:29.0,,,117-112,,M. Teodosic misses 3-pt shot from 25 ft
2:25.0,Defensive rebound by A. Wiggins,,117-112,,
2:05.0,J. Teague misses 2-pt shot from 1 ft,,117-112,,
2:02.0,Offensive rebound by A. Wiggins,,117-112,,
1:48.0,A. Wiggins misses 2-pt shot from 21 ft,,117-112,,
1:44.0,,,117-112,,Defensive rebound by B. Griffin
1:41.0,,,117-112,,L. Williams misses 3-pt shot from 33 ft
1:39.0,Defensive rebound by Team,,117-112,,
1:17.0,J. Teague makes 2-pt shot from 20 ft,2,119-112,,
1:17.0,,,119-112,,LA Clippers full timeout
1:13.0,,,119-112,,Shooting foul by K. Towns (drawn by B. Griffin)
1:13.0,,,119-113,1,B. Griffin makes free throw 1 of 2
1:13.0,,,119-114,1,B. Griffin makes free throw 2 of 2
0:56.0,J. Teague makes 2-pt shot from 5 ft,2,121-114,,
0:52.0,Personal foul by J. Teague (drawn by M. Harrell),,121-114,,
0:52.0,,,121-115,1,M. Harrell makes free throw 1 of 2
0:52.0,,,121-115,,S. Thornwell enters the game for M. Teodosic
0:52.0,,,121-115,,T. Wallace enters the game for L. Williams
0:52.0,,,121-116,1,M. Harrell makes free throw 2 of 2
0:36.0,Offensive charge foul by N. Bjelica (drawn by M. Harrell),,121-116,,
0:36.0,Turnover by N. Bjelica (offensive foul),,121-116,,
0:36.0,,,121-116,,LA Clippers full timeout
0:36.0,,,121-116,,L. Williams enters the game for S. Thornwell
0:36.0,,,121-116,,M. Teodosic enters the game for T. Wallace
0:30.0,,,121-118,2,W. Johnson makes 2-pt shot from 1 ft (assist by B. Griffin)
0:27.0,Turnover by K. Towns (bad pass),,121-118,,
0:23.0,,,121-118,,L. Williams misses 3-pt shot from 26 ft
0:17.0,,,121-118,,Offensive rebound by B. Griffin
0:17.0,,,121-118,,B. Griffin misses 2-pt shot at rim
0:17.0,,,121-118,,Offensive rebound by B. Griffin
0:14.0,,,121-118,,Turnover by B. Griffin (turnover)
0:14.0,Minnesota full timeout,,121-118,,
0:14.0,,,121-118,,T. Wallace enters the game for M. Teodosic
0:14.0,T. Jones enters the game for T. Gibson,,121-118,,
0:13.0,,,121-118,,Personal take foul by L. Williams (drawn by K. Towns)
0:13.0,K. Towns makes free throw 1 of 2,1,122-118,,
0:13.0,,,122-118,,M. Teodosic enters the game for M. Harrell
0:13.0,T. Gibson enters the game for T. Jones,,122-118,,
0:13.0,K. Towns misses free throw 2 of 2,,122-118,,
0:09.0,,,122-118,,Defensive rebound by B. Griffin
0:09.0,,,122-118,,Turnover by B. Griffin (bad pass)
0:09.0,T. Jones enters the game for T. Gibson,,122-118,,
0:07.0,,,122-118,,Personal take foul by L. Williams (drawn by K. Towns)
0:07.0,A. Wiggins makes technical free throw,1,123-118,,
0:07.0,K. Towns makes free throw 1 of 2,1,124-118,,
0:07.0,T. Gibson enters the game for T. Jones,,124-118,,
0:07.0,K. Towns makes free throw 2 of 2,1,125-118,,
0:07.0,J. Teague makes technical free throw,1,126-118,,
0:07.0,A. Brooks enters the game for A. Wiggins,,126-118,,
