time,San Antonio,pts.away,score,pts.home,Golden State
3:33.0,P. Mills makes 2-pt shot from 1 ft,2,94-105,,
3:07.0,,,94-108,3,K. Thompson makes 3-pt shot from 23 ft (assist by K. Looney)
2:58.0,Shooting foul by K. Looney (drawn by P. Mills),,94-108,,
2:58.0,P. Mills makes free throw 1 of 3,1,95-108,,
2:58.0,P. Mills makes free throw 2 of 3,1,96-108,,
2:58.0,P. Mills makes free throw 3 of 3,1,97-108,,
2:48.0,,,97-110,2,A. Iguodala makes 2-pt shot at rim (assist by D. Green)
2:34.0,P. Mills misses 3-pt shot from 24 ft,,97-110,,
2:33.0,,,97-110,,Defensive rebound by Team
2:33.0,Loose ball foul by M. Ginobili (drawn by A. Iguodala),,97-110,,
2:33.0,K. Anderson enters the game for P. Mills,,97-110,,
2:33.0,D. Murray enters the game for L. Aldridge,,97-110,,
2:33.0,B. Forbes enters the game for M. Ginobili,,97-110,,
2:33.0,D. White enters the game for R. Gay,,97-110,,
2:17.0,,,97-113,3,A. Iguodala makes 3-pt shot from 27 ft (assist by K. Durant)
1:56.0,B. Forbes misses 2-pt shot from 3 ft (block by K. Looney),,97-113,,
1:54.0,,,97-113,,Defensive rebound by A. Iguodala
1:49.0,,,97-113,,Golden State full timeout
1:49.0,,,97-113,,J. Bell enters the game for A. Iguodala
1:49.0,,,97-113,,Q. Cook enters the game for K. Thompson
1:49.0,,,97-113,,N. Young enters the game for D. Green
1:49.0,,,97-113,,S. Livingston enters the game for K. Durant
1:36.0,,,97-116,3,Q. Cook makes 3-pt shot from 27 ft (assist by J. Bell)
1:24.0,B. Forbes misses 3-pt shot from 26 ft,,97-116,,
1:18.0,,,97-116,,Defensive rebound by Q. Cook
1:09.0,,,97-116,,N. Young misses 3-pt shot from 26 ft
1:07.0,Defensive rebound by Team,,97-116,,
1:07.0,,,97-116,,D. Jones enters the game for S. Livingston
1:01.0,Shooting foul by D. Jones (drawn by D. Bertans),,97-116,,
1:01.0,D. Bertans misses free throw 1 of 2,,97-116,,
1:01.0,Offensive rebound by Team,,97-116,,
1:01.0,D. Bertans makes free throw 2 of 2,1,98-116,,
0:51.0,,,98-116,,Offensive foul by D. Jones (drawn by D. Bertans)
0:51.0,,,98-116,,Turnover by D. Jones (offensive foul)
0:42.0,D. Murray makes 2-pt shot from 1 ft,2,100-116,,
0:31.0,,,100-116,,K. Looney misses 2-pt shot from 16 ft
0:27.0,Defensive rebound by D. Bertans,,100-116,,
0:22.0,Shooting foul by J. Bell (drawn by K. Anderson),,100-116,,
0:22.0,K. Anderson misses free throw 1 of 2,,100-116,,
0:22.0,Offensive rebound by Team,,100-116,,
0:22.0,K. Anderson makes free throw 2 of 2,1,101-116,,
