time,Chicago,pts.away,score,pts.home,Atlanta
7:23.0,,,90-69,1,K. Bazemore makes free throw 1 of 3
7:23.0,,,90-70,1,K. Bazemore makes free throw 2 of 3
7:23.0,,,90-70,,K. Bazemore misses free throw 3 of 3
7:21.0,,,90-70,,Offensive rebound by D. Dedmon
7:21.0,,,90-70,,D. Dedmon misses 2-pt shot from 1 ft
7:21.0,Defensive rebound by B. Portis,,90-70,,
7:21.0,,,90-70,,Personal foul by D. Dedmon (drawn by B. Portis)
7:08.0,N. Mirotic misses 3-pt shot from 24 ft,,90-70,,
7:04.0,,,90-70,,Defensive rebound by D. Dedmon
6:55.0,,,90-70,,Turnover by D. Schroder (bad pass; steal by R. Arcidiacono)
6:45.0,,,90-70,,Personal foul by D. Dedmon (drawn by J. Holiday)
6:45.0,L. Markkanen enters the game for B. Portis,,90-70,,
6:34.0,R. Arcidiacono makes 3-pt shot from 24 ft (assist by J. Holiday),3,93-70,,
6:17.0,,,93-70,,K. Bazemore misses 3-pt shot from 24 ft
6:17.0,,,93-70,,Offensive rebound by M. Muscala
6:17.0,,,93-70,,Shooting foul by D. Nwaba (drawn by M. Muscala)
6:17.0,,,93-71,1,M. Muscala makes free throw 1 of 2
6:17.0,,,93-71,,J. Collins enters the game for D. Dedmon
6:17.0,,,93-71,,T. Dorsey enters the game for K. Bazemore
6:17.0,,,93-72,1,M. Muscala makes free throw 2 of 2
6:01.0,J. Holiday misses 2-pt shot from 7 ft (block by J. Collins),,93-72,,
5:58.0,,,93-72,,Defensive rebound by M. Belinelli
5:55.0,,,93-75,3,D. Schroder makes 3-pt shot from 24 ft (assist by M. Belinelli)
5:37.0,L. Markkanen makes 2-pt shot from 2 ft (assist by N. Mirotic),2,95-75,,
5:26.0,,,95-75,,Turnover by M. Belinelli (bad pass)
5:17.0,N. Mirotic makes 2-pt shot from 1 ft,2,97-75,,
5:05.0,,,97-75,,M. Muscala misses 3-pt shot from 25 ft
5:01.0,Defensive rebound by L. Markkanen,,97-75,,
4:55.0,N. Mirotic makes 3-pt shot from 26 ft (assist by R. Arcidiacono),3,100-75,,
4:52.0,,,100-75,,Atlanta full timeout
4:52.0,,,100-75,,J. Magette enters the game for M. Belinelli
4:52.0,,,100-75,,L. Babbitt enters the game for D. Schroder
4:40.0,,,100-78,3,L. Babbitt makes 3-pt shot from 26 ft (assist by T. Dorsey)
4:22.0,D. Nwaba makes 2-pt shot from 5 ft,2,102-78,,
4:06.0,,,102-81,3,M. Muscala makes 3-pt shot from 23 ft (assist by J. Collins)
3:47.0,Turnover by N. Mirotic (turnover),,102-81,,
3:35.0,,,102-84,3,J. Magette makes 3-pt shot from 24 ft (assist by T. Dorsey)
3:21.0,L. Markkanen makes 2-pt shot from 2 ft (assist by J. Holiday),2,104-84,,
3:07.0,,,104-87,3,T. Dorsey makes 3-pt shot from 25 ft (assist by J. Magette)
2:49.0,J. Holiday makes 3-pt shot from 24 ft (assist by R. Arcidiacono),3,107-87,,
2:28.0,,,107-87,,T. Dorsey misses 3-pt shot from 24 ft
2:25.0,Defensive rebound by N. Mirotic,,107-87,,
2:21.0,N. Mirotic misses 3-pt shot from 26 ft,,107-87,,
2:15.0,,,107-87,,Defensive rebound by L. Babbitt
2:09.0,Personal take foul by J. Holiday (drawn by J. Magette),,107-87,,
2:09.0,,,107-88,1,J. Magette makes free throw 1 of 2
2:09.0,B. Portis enters the game for L. Markkanen,,107-88,,
2:09.0,Q. Pondexter enters the game for N. Mirotic,,107-88,,
2:09.0,,,107-89,1,J. Magette makes free throw 2 of 2
1:59.0,J. Holiday misses 2-pt shot from 20 ft,,107-89,,
1:55.0,,,107-89,,Defensive rebound by M. Muscala
1:34.0,,,107-91,2,T. Dorsey makes 2-pt shot at rim (assist by J. Collins)
1:34.0,,,107-91,,Shooting foul by R. Arcidiacono (drawn by T. Dorsey)
1:34.0,,,107-91,,T. Dorsey misses free throw 1 of 1
1:30.0,Defensive rebound by Q. Pondexter,,107-91,,
1:16.0,J. Holiday makes 3-pt shot from 26 ft (assist by B. Portis),3,110-91,,
1:02.0,,,110-94,3,L. Babbitt makes 3-pt shot from 23 ft (assist by M. Muscala)
0:48.0,J. Holiday misses 2-pt shot from 21 ft,,110-94,,
0:45.0,,,110-94,,Defensive rebound by J. Collins
0:33.0,,,110-97,3,J. Magette makes 3-pt shot from 24 ft (assist by M. Muscala)
0:07.0,J. Holiday makes 3-pt shot from 24 ft,3,113-97,,
0:00.0,,,113-97,,J. Collins misses 3-pt shot from 29 ft
0:00.0,,,113-97,,Offensive rebound by Team
