time,Washington,pts.away,score,pts.home,Atlanta
7:20.0,K. Oubre enters the game for J. Meeks,,81-89,,
7:15.0,,,81-89,,Defensive rebound by K. Bazemore
6:59.0,,,81-89,,D. Schroder misses 3-pt shot from 25 ft
6:56.0,Defensive rebound by M. Morris,,81-89,,
6:48.0,B. Beal misses 2-pt shot from 14 ft (block by T. Waller-Prince),,81-89,,
6:46.0,Offensive rebound by B. Beal,,81-89,,
6:44.0,B. Beal makes 2-pt shot from 9 ft,2,83-89,,
6:22.0,,,83-89,,M. Plumlee misses 2-pt shot at rim
6:20.0,Defensive rebound by O. Porter,,83-89,,
6:17.0,M. Morris makes 2-pt shot from 1 ft (assist by J. Wall),2,85-89,,
6:17.0,,,85-89,,Atlanta full timeout
6:08.0,,,85-91,2,D. Schroder makes 2-pt shot at rim (assist by M. Plumlee)
6:01.0,Turnover by M. Morris (bad pass; steal by D. Schroder),,85-91,,
6:00.0,,,85-91,,K. Bazemore misses 3-pt shot from 25 ft
6:00.0,,,85-91,,Offensive rebound by E. Ilyasova
6:00.0,,,85-91,,Shooting foul by J. Wall (drawn by E. Ilyasova)
6:00.0,,,85-92,1,E. Ilyasova makes free throw 1 of 2
6:00.0,,,85-93,1,E. Ilyasova makes free throw 2 of 2
5:50.0,Shooting foul by M. Plumlee (drawn by B. Beal),,85-93,,
5:50.0,B. Beal makes free throw 1 of 2,1,86-93,,
5:50.0,B. Beal makes free throw 2 of 2,1,87-93,,
5:41.0,,,87-93,,Turnover by M. Plumlee (bad pass)
5:29.0,O. Porter misses 3-pt shot from 25 ft,,87-93,,
5:26.0,,,87-93,,Defensive rebound by K. Bazemore
5:11.0,,,87-96,3,E. Ilyasova makes 3-pt shot from 24 ft (assist by M. Plumlee)
4:57.0,M. Morris makes 3-pt shot from 25 ft (assist by J. Wall),3,90-96,,
4:42.0,,,90-96,,Shooting foul by M. Morris (drawn by E. Ilyasova)
4:42.0,,,90-97,1,E. Ilyasova makes free throw 1 of 2
4:42.0,,,90-97,,E. Ilyasova misses free throw 2 of 2
4:39.0,Defensive rebound by M. Morris,,90-97,,
4:33.0,B. Beal misses 3-pt shot from 24 ft,,90-97,,
4:31.0,,,90-97,,Defensive rebound by T. Waller-Prince
4:17.0,,,90-97,,Shooting foul by B. Beal (drawn by D. Schroder)
4:17.0,,,90-98,1,D. Schroder makes free throw 1 of 2
4:17.0,,,90-98,,M. Delaney enters the game for K. Bazemore
4:17.0,,,90-99,1,D. Schroder makes free throw 2 of 2
4:06.0,J. Wall misses 2-pt shot from 2 ft,,90-99,,
4:06.0,,,90-99,,Defensive rebound by Team
3:51.0,,,90-99,,D. Schroder misses 2-pt shot from 1 ft
3:51.0,,,90-99,,Offensive rebound by M. Plumlee
3:51.0,,,90-101,2,M. Plumlee makes 2-pt shot at rim
3:51.0,Washington full timeout,,90-101,,
3:43.0,,,90-101,,Personal foul by M. Delaney (drawn by M. Morris)
3:43.0,M. Morris makes free throw 1 of 2,1,91-101,,
3:43.0,M. Morris makes free throw 2 of 2,1,92-101,,
3:32.0,,,92-103,2,D. Schroder makes 2-pt shot from 1 ft (assist by M. Delaney)
3:14.0,B. Beal misses 2-pt shot from 11 ft,,92-103,,
3:10.0,,,92-103,,Defensive rebound by E. Ilyasova
3:10.0,Personal take foul by O. Porter (drawn by M. Plumlee),,92-103,,
3:10.0,,,92-104,1,M. Plumlee makes free throw 1 of 2
3:10.0,,,92-104,,M. Plumlee misses free throw 2 of 2
3:06.0,,,92-104,,Offensive rebound by T. Waller-Prince
3:05.0,Personal take foul by O. Porter (drawn by M. Plumlee),,92-104,,
3:05.0,,,92-105,1,M. Plumlee makes free throw 1 of 2
3:05.0,,,92-106,1,M. Plumlee makes free throw 2 of 2
2:59.0,,,92-106,,Personal foul by M. Plumlee (drawn by M. Morris)
2:59.0,M. Morris misses free throw 1 of 2,,92-106,,
2:59.0,Offensive rebound by Team,,92-106,,
2:59.0,,,92-106,,K. Bazemore enters the game for M. Plumlee
2:59.0,M. Morris makes free throw 2 of 2,1,93-106,,
2:36.0,,,93-109,3,E. Ilyasova makes 3-pt shot from 23 ft (assist by D. Schroder)
2:18.0,B. Beal misses 3-pt shot from 25 ft,,93-109,,
2:15.0,,,93-109,,Defensive rebound by K. Bazemore
1:57.0,,,93-109,,M. Delaney misses 3-pt shot from 25 ft
1:56.0,,,93-109,,Offensive rebound by E. Ilyasova
1:56.0,,,93-111,2,E. Ilyasova makes 2-pt shot at rim
1:56.0,Washington full timeout,,93-111,,
1:56.0,,,93-111,,J. Collins enters the game for E. Ilyasova
1:56.0,,,93-111,,I. Taylor enters the game for D. Schroder
1:56.0,,,93-111,,T. Cavanaugh enters the game for K. Bazemore
1:56.0,J. Meeks enters the game for J. Wall,,93-111,,
1:56.0,M. Scott enters the game for B. Beal,,93-111,,
1:56.0,T. Satoransky enters the game for M. Morris,,93-111,,
1:56.0,C. McCullough enters the game for O. Porter,,93-111,,
1:41.0,C. McCullough misses 2-pt shot from 19 ft,,93-111,,
1:39.0,,,93-111,,Defensive rebound by J. Collins
1:27.0,,,93-111,,T. Cavanaugh misses 3-pt shot from 25 ft
1:22.0,Defensive rebound by K. Oubre,,93-111,,
1:19.0,K. Oubre makes 3-pt shot from 24 ft,3,96-111,,
1:03.0,,,96-113,2,T. Waller-Prince makes 2-pt shot from 1 ft (assist by I. Taylor)
0:49.0,J. Meeks makes 3-pt shot from 26 ft (assist by K. Oubre),3,99-113,,
0:28.0,,,99-113,,J. Collins misses 2-pt shot from 14 ft (block by C. McCullough)
0:23.0,Defensive rebound by J. Meeks,,99-113,,
0:23.0,Turnover by J. Meeks (bad pass; steal by T. Waller-Prince),,99-113,,
0:00.0,,,99-113,,Turnover by Team (shot clock)
