time,Miami,pts.away,score,pts.home,Atlanta
5:21.0,,,99-74,,T. Dorsey enters the game for D. Lee
5:21.0,U. Haslem enters the game for W. Ellington,,99-74,,
5:21.0,D. Walton enters the game for J. Winslow,,99-74,,
5:21.0,D. Jones misses free throw 2 of 2,,99-74,,
5:19.0,,,99-74,,Defensive rebound by T. Cavanaugh
5:02.0,,,99-74,,T. Dorsey misses 3-pt shot from 25 ft
4:58.0,Defensive rebound by U. Haslem,,99-74,,
4:45.0,D. Walton misses 2-pt shot from 18 ft,,99-74,,
4:40.0,,,99-74,,Defensive rebound by T. Cavanaugh
4:31.0,,,99-74,,T. Cavanaugh misses 3-pt shot from 27 ft
4:29.0,Defensive rebound by Team,,99-74,,
4:18.0,J. Mickey makes 2-pt shot from 4 ft,2,101-74,,
4:18.0,Shooting foul by M. Plumlee (drawn by J. Mickey),,101-74,,
4:18.0,J. Mickey makes free throw 1 of 1,1,102-74,,
4:03.0,,,102-74,,Turnover by A. White (lost ball; steal by D. Walton)
3:56.0,J. Mickey misses 2-pt shot from 3 ft,,102-74,,
3:49.0,Offensive rebound by D. Jones,,102-74,,
3:49.0,D. Jones makes 2-pt shot at rim,2,104-74,,
3:34.0,,,104-74,,T. Cavanaugh misses 2-pt shot from 1 ft
3:29.0,,,104-74,,Offensive rebound by M. Plumlee
3:29.0,,,104-74,,M. Plumlee misses 2-pt shot at rim
3:28.0,Defensive rebound by L. Babbitt,,104-74,,
3:23.0,L. Babbitt misses 3-pt shot from 26 ft,,104-74,,
3:20.0,Offensive rebound by D. Jones,,104-74,,
3:20.0,Shooting foul by A. White (drawn by D. Jones),,104-74,,
3:20.0,D. Jones makes free throw 1 of 2,1,105-74,,
3:20.0,D. Jones makes free throw 2 of 2,1,106-74,,
3:08.0,,,106-74,,T. Dorsey misses 2-pt shot from 2 ft
3:05.0,Defensive rebound by L. Babbitt,,106-74,,
3:00.0,J. Mickey misses 3-pt shot from 25 ft,,106-74,,
2:58.0,,,106-74,,Defensive rebound by A. White
2:36.0,,,106-74,,Turnover by J. Evans (bad pass)
2:36.0,Miami full timeout,,106-74,,
2:22.0,J. Mickey makes 3-pt shot from 23 ft (assist by D. Jones),3,109-74,,
2:11.0,,,109-76,2,T. Cavanaugh makes 2-pt shot from 1 ft (assist by T. Dorsey)
1:57.0,Offensive foul by J. Mickey (drawn by A. White),,109-76,,
1:57.0,Turnover by J. Mickey (offensive foul),,109-76,,
1:48.0,,,109-76,,Shooting foul by U. Haslem (drawn by M. Plumlee)
1:48.0,,,109-77,1,M. Plumlee makes free throw 1 of 2
1:48.0,,,109-78,1,M. Plumlee makes free throw 2 of 2
1:37.0,U. Haslem misses 3-pt shot from 25 ft,,109-78,,
1:35.0,,,109-78,,Defensive rebound by T. Dorsey
1:28.0,,,109-80,2,T. Dorsey makes 2-pt shot from 5 ft
1:28.0,,,109-80,,Shooting foul by D. Walton (drawn by T. Dorsey)
1:28.0,,,109-80,,T. Dorsey misses free throw 1 of 1
1:28.0,Defensive rebound by J. Mickey,,109-80,,
1:12.0,D. Jones makes 2-pt shot from 8 ft,2,111-80,,
1:03.0,,,111-80,,T. Cavanaugh misses 3-pt shot from 22 ft
1:02.0,,,111-80,,Offensive rebound by J. Evans
1:02.0,,,111-82,2,J. Evans makes 2-pt shot at rim
0:44.0,D. Jones makes 3-pt shot from 25 ft (assist by D. Walton),3,114-82,,
0:34.0,,,114-84,2,T. Dorsey makes 2-pt shot from 18 ft
0:17.0,Shooting foul by J. Evans (drawn by U. Haslem),,114-84,,
0:17.0,U. Haslem misses free throw 1 of 2,,114-84,,
0:17.0,Offensive rebound by Team,,114-84,,
0:17.0,U. Haslem makes free throw 2 of 2,1,115-84,,
0:10.0,,,115-86,2,T. Dorsey makes 2-pt shot from 14 ft
