time,Milwaukee,pts.away,score,pts.home,Orlando
4:14.0,,,99-111,3,D. Augustin makes 3-pt shot from 26 ft
4:00.0,Turnover by K. Middleton (bad pass; steal by N. Vucevic),,99-111,,
3:48.0,,,99-111,,Shooting foul by K. Middleton (drawn by N. Vucevic)
3:48.0,,,99-112,1,N. Vucevic makes free throw 1 of 2
3:48.0,,,99-113,1,N. Vucevic makes free throw 2 of 2
3:40.0,E. Bledsoe misses 2-pt shot from 3 ft,,99-113,,
3:34.0,Offensive rebound by E. Bledsoe,,99-113,,
3:34.0,E. Bledsoe makes 2-pt shot at rim,2,101-113,,
3:30.0,,,101-113,,Turnover by D. Augustin (out of bounds lost ball)
3:30.0,J. Parker enters the game for J. Henson,,101-113,,
3:20.0,K. Middleton makes 3-pt shot from 23 ft (assist by J. Terry),3,104-113,,
2:59.0,,,104-113,,J. Simmons misses 2-pt shot from 1 ft
2:59.0,Defensive rebound by Team,,104-113,,
2:52.0,G. Antetokounmpo misses 2-pt shot from 6 ft,,104-113,,
2:49.0,,,104-113,,Defensive rebound by D. Augustin
2:35.0,Personal foul by G. Antetokounmpo (drawn by J. Simmons),,104-113,,
2:29.0,,,104-116,3,D. Augustin makes 3-pt shot from 28 ft (assist by S. Mack)
2:27.0,Milwaukee full timeout,,104-116,,
2:13.0,G. Antetokounmpo misses 2-pt shot from 12 ft,,104-116,,
2:12.0,Offensive rebound by J. Parker,,104-116,,
2:11.0,,,104-116,,Personal foul by K. Birch (drawn by J. Parker)
2:09.0,,,104-116,,Personal foul by S. Mack (drawn by J. Terry)
2:01.0,G. Antetokounmpo misses 2-pt shot from 10 ft,,104-116,,
1:58.0,,,104-116,,Defensive rebound by K. Birch
1:35.0,,,104-116,,J. Simmons misses 3-pt shot from 28 ft
1:32.0,,,104-116,,Offensive rebound by N. Vucevic
1:32.0,,,104-118,2,N. Vucevic makes 2-pt shot at rim
1:29.0,K. Middleton makes 2-pt shot from 7 ft (assist by J. Parker),2,106-118,,
1:17.0,Personal foul by E. Bledsoe (drawn by D. Augustin),,106-118,,
1:09.0,,,106-118,,Turnover by J. Simmons (lost ball; steal by E. Bledsoe)
1:07.0,G. Antetokounmpo makes 2-pt shot at rim,2,108-118,,
1:07.0,Shooting foul by N. Vucevic (drawn by G. Antetokounmpo),,108-118,,
1:07.0,G. Antetokounmpo makes free throw 1 of 1,1,109-118,,
0:54.0,,,109-118,,Turnover by N. Vucevic (bad pass; steal by G. Antetokounmpo)
0:50.0,K. Middleton misses 3-pt shot from 25 ft,,109-118,,
0:45.0,,,109-118,,Defensive rebound by K. Birch
0:39.0,Personal foul by K. Middleton (drawn by D. Augustin),,109-118,,
0:39.0,,,109-119,1,D. Augustin makes free throw 1 of 2
0:39.0,,,109-120,1,D. Augustin makes free throw 2 of 2
0:34.0,E. Bledsoe makes 3-pt shot from 26 ft,3,112-120,,
0:33.0,Personal take foul by J. Parker (drawn by J. Simmons),,112-120,,
0:33.0,,,112-121,1,J. Simmons makes free throw 1 of 2
0:33.0,,,112-122,1,J. Simmons makes free throw 2 of 2
0:26.0,G. Antetokounmpo makes 3-pt shot from 27 ft (assist by E. Bledsoe),3,115-122,,
0:24.0,Personal take foul by G. Antetokounmpo (drawn by J. Simmons),,115-122,,
0:24.0,,,115-123,1,J. Simmons makes free throw 1 of 2
0:24.0,,,115-124,1,J. Simmons makes free throw 2 of 2
0:17.0,J. Parker makes 2-pt shot from 3 ft (assist by E. Bledsoe),2,117-124,,
0:16.0,,,117-126,2,K. Birch makes 2-pt shot from 1 ft (assist by N. Vucevic)
0:13.0,G. Antetokounmpo misses 3-pt shot from 26 ft,,117-126,,
0:13.0,,,117-126,,Defensive rebound by K. Birch
