time,LA Clippers,pts.away,score,pts.home,Minnesota
0:45.0,A. Rivers misses 3-pt shot from 25 ft,,103-108,,
0:45.0,,,103-108,,Defensive rebound by T. Gibson
0:33.0,,,103-108,,Shooting foul by D. Jordan (drawn by J. Butler)
0:33.0,,,103-109,1,J. Butler makes free throw 1 of 2
0:33.0,,,103-110,1,J. Butler makes free throw 2 of 2
0:33.0,LA Clippers full timeout,,103-110,,
0:31.0,L. Williams makes 3-pt shot from 25 ft (assist by J. Wilson),3,106-110,,
0:30.0,,,106-110,,J. Crawford enters the game for T. Gibson
0:30.0,S. Thornwell enters the game for L. Williams,,106-110,,
0:30.0,C. Williams enters the game for J. Wilson,,106-110,,
0:30.0,,,106-110,,Minnesota full timeout
0:28.0,Personal take foul by S. Thornwell (drawn by J. Butler),,106-110,,
0:28.0,L. Williams enters the game for S. Thornwell,,106-110,,
0:28.0,,,106-111,1,J. Butler makes free throw 1 of 2
0:28.0,,,106-111,,T. Gibson enters the game for J. Crawford
0:28.0,J. Wilson enters the game for D. Jordan,,106-111,,
0:28.0,J. Evans enters the game for C. Williams,,106-111,,
0:28.0,,,106-112,1,J. Butler makes free throw 2 of 2
0:23.0,W. Johnson misses 3-pt shot from 24 ft,,106-112,,
0:20.0,,,106-112,,Defensive rebound by A. Wiggins
