time,Boston,pts.away,score,pts.home,New York
1:06.0,,,91-99,2,M. Beasley makes 2-pt shot from 12 ft
0:59.0,K. Irving misses 3-pt shot from 26 ft,,91-99,,
0:55.0,,,91-99,,Defensive rebound by M. Beasley
0:41.0,,,91-99,,Turnover by R. Baker (lost ball; steal by M. Smart)
0:40.0,,,91-99,,Personal foul by R. Baker (drawn by M. Smart)
0:40.0,K. Allen enters the game for A. Horford,,91-99,,
0:40.0,M. Smart makes free throw 1 of 2,1,92-99,,
0:40.0,M. Smart makes free throw 2 of 2,1,93-99,,
0:40.0,,,93-99,,New York full timeout
0:40.0,,,93-99,,C. Lee enters the game for K. O'Quinn
0:37.0,,,93-99,,Turnover by D. McDermott (out of bounds lost ball)
0:37.0,Boston full timeout,,93-99,,
0:37.0,A. Horford enters the game for K. Allen,,93-99,,
0:30.0,K. Irving misses 3-pt shot from 25 ft,,93-99,,
0:27.0,,,93-99,,Defensive rebound by M. Beasley
0:27.0,Personal take foul by M. Smart (drawn by M. Beasley),,93-99,,
0:27.0,,,93-99,,M. Beasley misses free throw 1 of 2
0:27.0,,,93-99,,Offensive rebound by Team
0:27.0,,,93-100,1,M. Beasley makes free throw 2 of 2
0:19.0,A. Horford misses 3-pt shot from 24 ft,,93-100,,
0:15.0,Offensive rebound by J. Tatum,,93-100,,
0:14.0,Turnover by J. Tatum (lost ball; steal by C. Lee),,93-100,,
0:14.0,Personal foul by M. Smart (drawn by C. Lee),,93-100,,
0:14.0,K. Allen enters the game for K. Irving,,93-100,,
0:14.0,G. Yabusele enters the game for A. Horford,,93-100,,
0:14.0,,,93-101,1,C. Lee makes free throw 1 of 2
0:14.0,,,93-102,1,C. Lee makes free throw 2 of 2
0:10.0,M. Smart misses 3-pt shot from 26 ft,,93-102,,
0:07.0,,,93-102,,Defensive rebound by M. Beasley
