time,Charlotte,pts.away,score,pts.home,Toronto
5:25.0,Technical foul by J. Lamb,,83-87,,
5:25.0,,,83-88,1,D. DeRozan makes technical free throw
5:19.0,,,83-88,,J. Valanciunas misses 2-pt shot from 5 ft
5:17.0,,,83-88,,Offensive rebound by K. Lowry
5:14.0,,,83-88,,Turnover by F. VanVleet (lost ball; steal by J. Lamb)
5:11.0,J. Lamb makes 2-pt shot from 1 ft,2,85-88,,
5:11.0,Shooting foul by S. Ibaka (drawn by J. Lamb),,85-88,,
5:11.0,J. Lamb makes free throw 1 of 1,1,86-88,,
5:01.0,Personal foul by C. Zeller (drawn by D. DeRozan),,86-88,,
4:54.0,,,86-88,,D. DeRozan misses 2-pt shot from 10 ft
4:52.0,Defensive rebound by N. Batum,,86-88,,
4:44.0,J. Lamb misses 2-pt shot from 6 ft,,86-88,,
4:40.0,,,86-88,,Defensive rebound by F. VanVleet
4:18.0,,,86-91,3,K. Lowry makes 3-pt shot from 26 ft
4:05.0,K. Walker misses 2-pt shot from 14 ft,,86-91,,
4:02.0,,,86-91,,Defensive rebound by K. Lowry
3:48.0,,,86-91,,D. DeRozan misses 3-pt shot from 23 ft
3:46.0,Defensive rebound by K. Walker,,86-91,,
3:46.0,,,86-91,,Personal foul by K. Lowry (drawn by K. Walker)
3:46.0,K. Walker makes free throw 1 of 2,1,87-91,,
3:46.0,,,87-91,,Toronto full timeout
3:46.0,K. Walker misses free throw 2 of 2,,87-91,,
3:44.0,,,87-91,,Defensive rebound by J. Valanciunas
3:21.0,,,87-94,3,D. DeRozan makes 3-pt shot from 23 ft
3:02.0,K. Walker misses 3-pt shot from 25 ft,,87-94,,
2:59.0,,,87-94,,Defensive rebound by S. Ibaka
2:47.0,,,87-94,,S. Ibaka misses 2-pt shot from 7 ft
2:44.0,Defensive rebound by K. Walker,,87-94,,
2:29.0,N. Batum misses 2-pt shot from 12 ft,,87-94,,
2:27.0,,,87-94,,Defensive rebound by J. Valanciunas
2:10.0,,,87-94,,K. Lowry misses 3-pt shot from 25 ft
2:07.0,,,87-94,,Offensive rebound by J. Valanciunas
1:56.0,,,87-96,2,D. DeRozan makes 2-pt shot from 1 ft
1:56.0,,,87-96,,Shooting foul by C. Zeller (drawn by D. DeRozan)
1:56.0,,,87-97,1,D. DeRozan makes free throw 1 of 1
1:45.0,K. Walker makes 2-pt shot at rim,2,89-97,,
1:45.0,Shooting foul by S. Ibaka (drawn by K. Walker),,89-97,,
1:45.0,K. Walker makes free throw 1 of 1,1,90-97,,
1:23.0,,,90-97,,D. DeRozan misses 3-pt shot from 24 ft
1:20.0,,,90-97,,Offensive rebound by S. Ibaka
1:11.0,,,90-97,,J. Valanciunas misses 3-pt shot from 24 ft
1:11.0,,,90-97,,Offensive rebound by Team
0:49.0,,,90-97,,Turnover by J. Valanciunas (step out of bounds)
0:44.0,Shooting foul by S. Ibaka (drawn by K. Walker),,90-97,,
0:44.0,K. Walker makes free throw 1 of 2,1,91-97,,
0:44.0,M. Kidd-Gilchrist enters the game for J. Lamb,,91-97,,
0:44.0,K. Walker makes free throw 2 of 2,1,92-97,,
0:35.0,Personal take foul by N. Batum (drawn by F. VanVleet),,92-97,,
0:35.0,,,92-98,1,F. VanVleet makes free throw 1 of 2
0:35.0,J. Lamb enters the game for M. Kidd-Gilchrist,,92-98,,
0:35.0,,,92-99,1,F. VanVleet makes free throw 2 of 2
0:27.0,K. Walker makes 3-pt shot from 27 ft (assist by N. Batum),3,95-99,,
0:25.0,Personal take foul by J. Lamb (drawn by D. DeRozan),,95-99,,
0:25.0,,,95-100,1,D. DeRozan makes free throw 1 of 2
0:25.0,,,95-100,,P. Siakam enters the game for J. Valanciunas
0:25.0,,,95-100,,D. DeRozan misses free throw 2 of 2
0:23.0,Defensive rebound by N. Batum,,95-100,,
0:17.0,Shooting foul by S. Ibaka (drawn by K. Walker),,95-100,,
0:17.0,K. Walker misses free throw 1 of 2,,95-100,,
0:17.0,Offensive rebound by Team,,95-100,,
0:17.0,,,95-100,,J. Valanciunas enters the game for P. Siakam
0:17.0,M. Kidd-Gilchrist enters the game for J. Lamb,,95-100,,
0:17.0,K. Walker makes free throw 2 of 2,1,96-100,,
0:11.0,Personal take foul by K. Walker (drawn by F. VanVleet),,96-100,,
0:11.0,,,96-101,1,F. VanVleet makes free throw 1 of 2
0:11.0,,,96-101,,P. Siakam enters the game for J. Valanciunas
0:11.0,,,96-101,,F. VanVleet misses free throw 2 of 2
0:10.0,Defensive rebound by N. Batum,,96-101,,
0:10.0,Charlotte full timeout,,96-101,,
0:10.0,J. Lamb enters the game for M. Kidd-Gilchrist,,96-101,,
0:06.0,,,96-101,,Personal foul by F. VanVleet (drawn by J. Lamb)
0:06.0,J. Lamb makes free throw 1 of 2,1,97-101,,
0:06.0,,,97-101,,J. Valanciunas enters the game for P. Siakam
0:06.0,J. Lamb makes free throw 2 of 2,1,98-101,,
0:06.0,,,98-101,,Toronto full timeout
0:06.0,,,98-101,,C. Miles enters the game for S. Ibaka
0:06.0,M. Kidd-Gilchrist enters the game for J. Lamb,,98-101,,
0:06.0,M. Williams enters the game for F. Kaminsky,,98-101,,
0:04.0,Personal foul by C. Zeller (drawn by K. Lowry),,98-101,,
0:04.0,,,98-101,,S. Ibaka enters the game for C. Miles
0:04.0,F. Kaminsky enters the game for C. Zeller,,98-101,,
0:04.0,,,98-102,1,K. Lowry makes free throw 1 of 2
0:04.0,,,98-103,1,K. Lowry makes free throw 2 of 2
0:04.0,Charlotte full timeout,,98-103,,
0:04.0,,,98-103,,P. Siakam enters the game for J. Valanciunas
0:04.0,J. Lamb enters the game for M. Kidd-Gilchrist,,98-103,,
0:02.0,K. Walker misses 3-pt shot from 26 ft,,98-103,,
0:02.0,,,98-103,,Defensive rebound by K. Lowry
