time,New Orleans,pts.away,score,pts.home,Utah
1:17.0,,,103-107,,Shooting foul by E. Moore (drawn by D. Mitchell)
1:17.0,,,103-107,,D. Mitchell misses free throw 1 of 1
1:15.0,Defensive rebound by D. Cousins,,103-107,,
0:56.0,D. Miller misses 3-pt shot from 26 ft,,103-107,,
0:54.0,,,103-107,,Defensive rebound by A. Burks
0:52.0,Personal foul by J. Holiday (drawn by A. Burks),,103-107,,
0:52.0,Technical foul by Team,,103-107,,
0:52.0,,,103-108,1,D. Mitchell makes technical free throw
0:52.0,,,103-109,1,A. Burks makes free throw 1 of 2
0:52.0,,,103-110,1,A. Burks makes free throw 2 of 2
0:52.0,New Orleans full timeout,,103-110,,
0:52.0,,,103-110,,T. Sefolosha enters the game for J. Jerebko
0:52.0,I. Clark enters the game for R. Rondo,,103-110,,
0:47.0,,,103-110,,Personal foul by A. Burks (drawn by D. Cousins)
0:35.0,Turnover by E. Moore (bad pass; steal by J. Ingles),,103-110,,
0:32.0,,,103-112,2,A. Burks makes 2-pt shot at rim (assist by J. Ingles)
0:26.0,E. Moore makes 3-pt shot from 25 ft (assist by D. Miller),3,106-112,,
0:21.0,Personal foul by I. Clark (drawn by D. Mitchell),,106-112,,
0:21.0,,,106-113,1,D. Mitchell makes free throw 1 of 2
0:21.0,,,106-114,1,D. Mitchell makes free throw 2 of 2
0:21.0,New Orleans full timeout,,106-114,,
0:10.0,D. Cousins misses 2-pt shot from 1 ft,,106-114,,
0:08.0,Offensive rebound by D. Cousins,,106-114,,
0:05.0,D. Cousins makes 2-pt shot from 1 ft,2,108-114,,
