time,Denver,pts.away,score,pts.home,LA Clippers
5:47.0,,,94-94,2,B. Griffin makes 2-pt shot from 1 ft (assist by L. Williams)
5:46.0,Denver full timeout,,94-94,,
5:46.0,G. Harris enters the game for E. Mudiay,,94-94,,
5:46.0,N. Jokic enters the game for T. Lyles,,94-94,,
5:46.0,W. Chandler enters the game for R. Jefferson,,94-94,,
5:27.0,N. Jokic misses 3-pt shot from 25 ft,,94-94,,
5:18.0,Offensive rebound by M. Plumlee,,94-94,,
5:18.0,M. Plumlee misses 2-pt shot at rim,,94-94,,
5:18.0,,,94-94,,Defensive rebound by M. Teodosic
4:59.0,,,94-94,,W. Johnson misses 3-pt shot from 23 ft
4:50.0,,,94-94,,Offensive rebound by B. Griffin
4:50.0,,,94-94,,B. Griffin misses 2-pt shot at rim
4:50.0,,,94-94,,Offensive rebound by W. Johnson
4:50.0,,,94-94,,Shooting foul by N. Jokic (drawn by M. Teodosic)
4:50.0,,,94-95,1,M. Teodosic makes free throw 1 of 2
4:50.0,,,94-96,1,M. Teodosic makes free throw 2 of 2
4:30.0,W. Barton makes 2-pt shot from 5 ft,2,96-96,,
4:25.0,,,96-99,3,M. Teodosic makes 3-pt shot from 25 ft
4:12.0,Turnover by M. Plumlee (traveling),,96-99,,
4:12.0,,,96-99,,LA Clippers full timeout
4:00.0,,,96-99,,L. Williams misses 3-pt shot from 25 ft
3:55.0,Defensive rebound by W. Chandler,,96-99,,
3:44.0,N. Jokic makes 2-pt shot from 14 ft (assist by W. Chandler),2,98-99,,
3:29.0,,,98-99,,M. Teodosic misses 3-pt shot from 25 ft
3:25.0,Defensive rebound by M. Plumlee,,98-99,,
3:14.0,N. Jokic misses 3-pt shot from 24 ft,,98-99,,
3:13.0,,,98-99,,Defensive rebound by B. Griffin
3:13.0,,,98-99,,LA Clippers full timeout
3:09.0,Personal take foul by N. Jokic (drawn by M. Harrell),,98-99,,
3:09.0,,,98-99,,M. Harrell misses free throw 1 of 2
3:09.0,,,98-99,,Offensive rebound by Team
3:09.0,,,98-99,,M. Harrell misses free throw 2 of 2
3:05.0,Defensive rebound by W. Chandler,,98-99,,
3:00.0,Turnover by Team (turnover),,98-99,,
3:00.0,Personal take foul by G. Harris (drawn by M. Harrell),,98-99,,
3:00.0,,,98-100,1,M. Harrell makes free throw 1 of 2
3:00.0,,,98-100,,M. Harrell misses free throw 2 of 2
2:57.0,Defensive rebound by N. Jokic,,98-100,,
2:36.0,N. Jokic misses 2-pt shot from 8 ft,,98-100,,
2:32.0,Offensive rebound by W. Chandler,,98-100,,
2:32.0,W. Chandler misses 2-pt shot at rim,,98-100,,
2:32.0,,,98-100,,Defensive rebound by W. Johnson
2:32.0,Personal take foul by G. Harris (drawn by M. Harrell),,98-100,,
2:32.0,,,98-101,1,M. Harrell makes free throw 1 of 2
2:32.0,,,98-102,1,M. Harrell makes free throw 2 of 2
2:25.0,,,98-102,,Personal foul by B. Griffin (drawn by N. Jokic)
2:17.0,M. Plumlee misses 2-pt shot from 1 ft (block by M. Harrell),,98-102,,
2:14.0,,,98-102,,Defensive rebound by W. Johnson
1:58.0,,,98-105,3,W. Johnson makes 3-pt shot from 23 ft
1:58.0,Denver full timeout,,98-105,,
1:58.0,T. Lyles enters the game for M. Plumlee,,98-105,,
1:49.0,Turnover by W. Chandler (bad pass; steal by M. Teodosic),,98-105,,
1:33.0,,,98-105,,Turnover by L. Williams (bad pass; steal by W. Barton)
1:28.0,W. Barton misses 3-pt shot from 25 ft,,98-105,,
1:24.0,,,98-105,,Defensive rebound by W. Johnson
1:06.0,,,98-105,,Turnover by B. Griffin (bad pass; steal by N. Jokic)
1:03.0,G. Harris makes 2-pt shot at rim,2,100-105,,
0:57.0,Personal foul by G. Harris (drawn by L. Williams),,100-105,,
0:57.0,,,100-106,1,L. Williams makes free throw 1 of 2
0:57.0,,,100-106,,T. Wallace enters the game for M. Teodosic
0:57.0,,,100-106,,L. Williams misses free throw 2 of 2
0:56.0,Defensive rebound by N. Jokic,,100-106,,
0:42.0,Shooting foul by B. Griffin (drawn by G. Harris),,100-106,,
0:42.0,G. Harris makes free throw 1 of 2,1,101-106,,
0:42.0,,,101-106,,M. Teodosic enters the game for M. Harrell
0:42.0,G. Harris makes free throw 2 of 2,1,102-106,,
0:21.0,,,102-106,,W. Johnson misses 3-pt shot from 22 ft
0:17.0,Defensive rebound by W. Chandler,,102-106,,
0:16.0,,,102-106,,Personal take foul by M. Teodosic (drawn by W. Barton)
0:16.0,W. Barton makes free throw 1 of 2,1,103-106,,
0:16.0,,,103-106,,M. Harrell enters the game for M. Teodosic
0:16.0,W. Barton makes free throw 2 of 2,1,104-106,,
0:16.0,,,104-106,,LA Clippers full timeout
0:16.0,,,104-106,,M. Teodosic enters the game for M. Harrell
0:16.0,M. Beasley enters the game for T. Lyles,,104-106,,
0:16.0,M. Plumlee enters the game for N. Jokic,,104-106,,
0:15.0,Personal take foul by W. Chandler (drawn by B. Griffin),,104-106,,
0:15.0,,,104-106,,B. Griffin misses free throw 1 of 2
0:15.0,,,104-106,,Offensive rebound by Team
0:15.0,,,104-106,,M. Harrell enters the game for L. Williams
0:15.0,,,104-106,,S. Thornwell enters the game for M. Teodosic
0:15.0,N. Jokic enters the game for M. Beasley,,104-106,,
0:15.0,,,104-106,,B. Griffin misses free throw 2 of 2
0:14.0,Defensive rebound by W. Barton,,104-106,,
0:14.0,Denver full timeout,,104-106,,
0:14.0,T. Lyles enters the game for M. Plumlee,,104-106,,
0:02.0,Turnover by W. Barton (bad pass; steal by S. Thornwell),,104-106,,
0:02.0,Personal take foul by W. Chandler (drawn by S. Thornwell),,104-106,,
0:02.0,,,104-106,,S. Thornwell misses free throw 1 of 2
0:02.0,,,104-106,,Offensive rebound by Team
0:02.0,,,104-107,1,S. Thornwell makes free throw 2 of 2
0:02.0,Turnover by W. Chandler (bad pass),,104-107,,
0:02.0,,,104-107,,L. Williams enters the game for S. Thornwell
0:02.0,,,104-107,,M. Teodosic enters the game for M. Harrell
0:02.0,,,104-107,,J. Evans enters the game for T. Wallace
0:01.0,Personal take foul by N. Jokic (drawn by W. Johnson),,104-107,,
0:01.0,,,104-108,1,W. Johnson makes free throw 1 of 2
0:01.0,,,104-109,1,W. Johnson makes free throw 2 of 2
0:00.0,W. Barton misses 3-pt shot from 25 ft,,104-109,,
0:00.0,Offensive rebound by Team,,104-109,,
