time,Golden State,pts.away,score,pts.home,Sacramento
5:54.0,K. Thompson misses 3-pt shot from 24 ft,,104-85,,
5:54.0,,,104-85,,Defensive rebound by Team
5:54.0,Loose ball foul by D. West (drawn by B. Caboclo),,104-85,,
5:54.0,Q. Cook enters the game for S. Livingston,,104-85,,
5:45.0,Personal foul by Q. Cook (drawn by F. Mason),,104-85,,
5:45.0,,,104-85,,F. Mason misses free throw 1 of 2
5:45.0,,,104-85,,Offensive rebound by Team
5:45.0,,,104-85,,F. Mason misses free throw 2 of 2
5:41.0,Defensive rebound by K. Looney,,104-85,,
5:20.0,K. Thompson makes 3-pt shot from 22 ft (assist by Q. Cook),3,107-85,,
4:54.0,,,107-87,2,J. Cooley makes 2-pt shot from 7 ft (assist by B. Hield)
4:39.0,Turnover by K. Looney (bad pass),,107-87,,
4:39.0,Loose ball foul by D. West (drawn by B. Caboclo),,107-87,,
4:39.0,,,107-88,1,B. Caboclo makes free throw 1 of 2
4:39.0,D. Jones enters the game for D. West,,107-88,,
4:39.0,,,107-89,1,B. Caboclo makes free throw 2 of 2
4:24.0,Turnover by K. Thompson (bad pass; steal by B. Hield),,107-89,,
4:20.0,,,107-91,2,B. Hield makes 2-pt shot from 1 ft (assist by F. Mason)
4:11.0,Golden State full timeout,,107-91,,
4:11.0,,,107-91,,J. Sampson enters the game for F. Mason
4:11.0,S. Livingston enters the game for K. Thompson,,107-91,,
3:57.0,N. Young misses 3-pt shot from 24 ft,,107-91,,
3:51.0,Offensive rebound by D. Jones,,107-91,,
3:37.0,D. Jones makes 2-pt shot from 9 ft,2,109-91,,
3:19.0,,,109-94,3,B. Hield makes 3-pt shot from 25 ft (assist by S. Labissiere)
3:02.0,Q. Cook makes 3-pt shot from 22 ft (assist by S. Livingston),3,112-94,,
2:46.0,,,112-94,,B. Caboclo misses 2-pt shot from 6 ft
2:43.0,Defensive rebound by S. Livingston,,112-94,,
2:34.0,Q. Cook misses 3-pt shot from 24 ft,,112-94,,
2:30.0,,,112-94,,Defensive rebound by J. Cooley
2:13.0,,,112-94,,S. Labissiere misses 3-pt shot from 25 ft
2:10.0,Defensive rebound by D. Jones,,112-94,,
2:06.0,Golden State full timeout,,112-94,,
2:06.0,,,112-94,,F. Mason enters the game for J. Cooley
2:06.0,J. Bell enters the game for S. Livingston,,112-94,,
1:48.0,D. Jones misses 2-pt shot from 5 ft (block by B. Caboclo),,112-94,,
1:48.0,Offensive rebound by Team,,112-94,,
1:48.0,Turnover by Team (shot clock),,112-94,,
1:26.0,,,112-94,,J. Sampson misses 2-pt shot from 3 ft
1:23.0,Defensive rebound by J. Bell,,112-94,,
1:03.0,N. Young misses 3-pt shot from 26 ft,,112-94,,
1:00.0,,,112-94,,Defensive rebound by F. Mason
0:39.0,,,112-94,,Shooting foul by K. Looney (drawn by B. Hield)
0:39.0,,,112-95,1,B. Hield makes free throw 1 of 2
0:39.0,,,112-96,1,B. Hield makes free throw 2 of 2
0:30.0,,,112-96,,Personal foul by S. Labissiere (drawn by D. Jones)
0:23.0,N. Young misses 2-pt shot from 22 ft,,112-96,,
0:19.0,,,112-96,,Defensive rebound by B. Hield
