time,Philadelphia,pts.away,score,pts.home,Milwaukee
2:57.0,,,87-100,,G. Antetokounmpo misses 2-pt shot from 9 ft
2:55.0,,,87-100,,Offensive rebound by J. Henson
2:39.0,,,87-102,2,J. Henson makes 2-pt shot from 1 ft (assist by K. Middleton)
2:39.0,Philadelphia full timeout,,87-102,,
2:39.0,R. Holmes enters the game for D. Saric,,87-102,,
2:39.0,L. Drew enters the game for B. Simmons,,87-102,,
2:39.0,J. Anderson enters the game for R. Covington,,87-102,,
2:22.0,L. Drew misses 2-pt shot from 5 ft,,87-102,,
2:16.0,Offensive rebound by R. Holmes,,87-102,,
2:16.0,R. Holmes makes 2-pt shot at rim,2,89-102,,
2:04.0,,,89-105,3,M. Dellavedova makes 3-pt shot from 26 ft (assist by G. Antetokounmpo)
1:52.0,J. Young makes 2-pt shot from 7 ft (assist by L. Drew),2,91-105,,
1:37.0,,,91-105,,K. Middleton misses 3-pt shot from 23 ft
1:34.0,Defensive rebound by J. Anderson,,91-105,,
1:27.0,J. Anderson makes 2-pt shot from 15 ft (assist by T. Luwawu-Cabarrot),2,93-105,,
1:02.0,,,93-105,,G. Antetokounmpo misses 2-pt shot from 9 ft
0:59.0,Defensive rebound by T. Luwawu-Cabarrot,,93-105,,
0:47.0,L. Drew misses 3-pt shot from 27 ft,,93-105,,
0:44.0,,,93-105,,Defensive rebound by G. Antetokounmpo
0:28.0,,,93-105,,J. Henson misses 2-pt shot from 14 ft
0:27.0,,,93-105,,Offensive rebound by G. Antetokounmpo
0:27.0,,,93-105,,G. Antetokounmpo misses 2-pt shot from 8 ft
0:27.0,,,93-105,,Offensive rebound by G. Antetokounmpo
0:27.0,,,93-105,,Shooting foul by T. Luwawu-Cabarrot (drawn by G. Antetokounmpo)
0:27.0,,,93-106,1,G. Antetokounmpo makes free throw 1 of 2
0:27.0,,,93-106,,M. Plumlee enters the game for M. Dellavedova
0:27.0,,,93-106,,S. Brown enters the game for T. Snell
0:27.0,,,93-106,,S. Kilpatrick enters the game for K. Middleton
0:27.0,,,93-106,,J. Terry enters the game for J. Henson
0:27.0,,,93-107,1,G. Antetokounmpo makes free throw 2 of 2
0:26.0,,,93-107,,Personal take foul by G. Antetokounmpo (drawn by L. Drew)
0:26.0,,,93-107,,R. Vaughn enters the game for G. Antetokounmpo
0:23.0,L. Drew makes 2-pt shot from 1 ft,2,95-107,,
