time,New York,pts.away,score,pts.home,Brooklyn
5:22.0,,,95-91,1,R. Hollis-Jefferson makes free throw 1 of 2
5:22.0,,,95-92,1,R. Hollis-Jefferson makes free throw 2 of 2
5:04.0,F. Ntilikina misses 2-pt shot from 12 ft,,95-92,,
5:01.0,,,95-92,,Defensive rebound by T. Zeller
4:58.0,Personal foul by R. Baker (drawn by R. Hollis-Jefferson),,95-92,,
4:46.0,,,95-92,,Turnover by T. Zeller (lost ball; steal by R. Baker)
4:40.0,C. Lee makes 2-pt shot from 1 ft (assist by F. Ntilikina),2,97-92,,
4:26.0,,,97-92,,Turnover by C. LeVert (lost ball; steal by R. Baker)
4:21.0,C. Lee makes 3-pt shot from 25 ft,3,100-92,,
4:20.0,,,100-92,,Brooklyn full timeout
4:20.0,,,100-92,,S. Dinwiddie enters the game for C. LeVert
4:09.0,,,100-94,2,S. Dinwiddie makes 2-pt shot at rim
4:09.0,,,100-94,,Shooting foul by E. Kanter (drawn by S. Dinwiddie)
4:09.0,,,100-95,1,S. Dinwiddie makes free throw 1 of 1
3:48.0,C. Lee misses 2-pt shot from 13 ft,,100-95,,
3:46.0,,,100-95,,Defensive rebound by R. Hollis-Jefferson
3:36.0,,,100-95,,S. Dinwiddie misses 3-pt shot from 25 ft
3:29.0,,,100-95,,Offensive rebound by D. Carroll
3:29.0,,,100-97,2,D. Carroll makes 2-pt shot at rim
3:09.0,F. Ntilikina makes 3-pt shot from 25 ft (assist by E. Kanter),3,103-97,,
2:50.0,,,103-97,,Turnover by D. Carroll (bad pass; steal by E. Kanter)
2:36.0,L. Thomas misses 2-pt shot from 15 ft,,103-97,,
2:31.0,,,103-97,,Defensive rebound by R. Hollis-Jefferson
2:15.0,,,103-97,,C. LeVert enters the game for T. Zeller
2:15.0,K. O'Quinn enters the game for E. Kanter,,103-97,,
2:10.0,,,103-97,,S. Dinwiddie misses 3-pt shot from 22 ft
2:08.0,,,103-97,,Offensive rebound by Team
1:48.0,,,103-97,,C. LeVert misses 3-pt shot from 25 ft
1:41.0,,,103-97,,Offensive rebound by R. Hollis-Jefferson
1:41.0,,,103-97,,R. Hollis-Jefferson misses 2-pt shot at rim
1:41.0,,,103-97,,Offensive rebound by R. Hollis-Jefferson
1:39.0,,,103-97,,R. Hollis-Jefferson misses 2-pt shot at rim
1:39.0,,,103-97,,Offensive rebound by C. LeVert
1:36.0,,,103-97,,C. LeVert misses 2-pt shot from 1 ft (block by R. Baker)
1:36.0,Defensive rebound by Team,,103-97,,
1:32.0,Jump ball: R. Hollis-Jefferson vs. L. Thomas (D. Carroll gains possession),,,,Jump ball: R. Hollis-Jefferson vs. L. Thomas (D. Carroll gains possession)
1:32.0,,,103-97,,Offensive rebound by Team
1:28.0,,,103-97,,D. Carroll misses 2-pt shot from 19 ft
1:26.0,Defensive rebound by F. Ntilikina,,103-97,,
1:07.0,L. Thomas makes 3-pt shot from 26 ft (assist by K. O'Quinn),3,106-97,,
1:06.0,,,106-97,,Brooklyn full timeout
0:59.0,,,106-97,,A. Crabbe misses 3-pt shot from 25 ft
0:56.0,Defensive rebound by C. Lee,,106-97,,
0:54.0,Turnover by C. Lee (lost ball; steal by R. Hollis-Jefferson),,106-97,,
0:52.0,,,106-100,3,S. Dinwiddie makes 3-pt shot from 28 ft (assist by R. Hollis-Jefferson)
0:41.0,,,106-100,,Personal foul by D. Carroll (drawn by F. Ntilikina)
0:41.0,D. McDermott enters the game for K. O'Quinn,,106-100,,
0:39.0,,,106-100,,Personal foul by A. Crabbe (drawn by C. Lee)
0:39.0,C. Lee makes free throw 1 of 2,1,107-100,,
0:39.0,C. Lee makes free throw 2 of 2,1,108-100,,
0:33.0,,,108-100,,S. Dinwiddie misses 3-pt shot from 27 ft
0:32.0,,,108-100,,Offensive rebound by Team
0:32.0,Loose ball foul by L. Thomas (drawn by R. Hollis-Jefferson),,108-100,,
0:32.0,,,108-100,,R. Hollis-Jefferson misses free throw 1 of 2
0:32.0,,,108-100,,Offensive rebound by Team
0:32.0,K. O'Quinn enters the game for R. Baker,,108-100,,
0:32.0,,,108-101,1,R. Hollis-Jefferson makes free throw 2 of 2
0:31.0,,,108-101,,Personal foul by C. LeVert (drawn by K. O'Quinn)
0:31.0,K. O'Quinn makes free throw 1 of 2,1,109-101,,
0:31.0,K. O'Quinn misses free throw 2 of 2,,109-101,,
0:29.0,,,109-101,,Defensive rebound by D. Carroll
0:20.0,,,109-101,,R. Hollis-Jefferson misses 3-pt shot from 24 ft
0:16.0,Defensive rebound by C. Lee,,109-101,,
0:16.0,,,109-101,,Personal foul by R. Hollis-Jefferson (drawn by C. Lee)
0:16.0,C. Lee makes free throw 1 of 2,1,110-101,,
0:16.0,C. Lee makes free throw 2 of 2,1,111-101,,
0:08.0,,,111-104,3,C. LeVert makes 3-pt shot from 24 ft (assist by R. Hollis-Jefferson)
0:04.0,Turnover by F. Ntilikina (bad pass; steal by C. LeVert),,111-104,,
0:04.0,,,111-104,,Turnover by C. LeVert (bad pass)
