time,LA Lakers,pts.away,score,pts.home,Utah
2:51.0,,,77-86,,D. Mitchell misses 3-pt shot from 24 ft
2:45.0,,,77-86,,Offensive rebound by R. Rubio
2:30.0,Personal foul by J. Randle (drawn by R. Gobert),,77-86,,
2:30.0,K. Kuzma enters the game for J. Randle,,77-86,,
2:29.0,,,77-86,,R. Rubio misses 2-pt shot from 2 ft
2:29.0,,,77-86,,Offensive rebound by R. Gobert
2:28.0,,,77-86,,Turnover by D. Favors (bad pass; steal by K. Caldwell-Pope)
2:27.0,Shooting foul by D. Mitchell (drawn by K. Caldwell-Pope),,77-86,,
2:27.0,K. Caldwell-Pope misses free throw 1 of 2,,77-86,,
2:27.0,Offensive rebound by Team,,77-86,,
2:27.0,K. Caldwell-Pope misses free throw 2 of 2,,77-86,,
2:27.0,Offensive rebound by Team,,77-86,,
2:27.0,,,77-86,,Loose ball foul by J. Ingles (drawn by L. Nance)
2:27.0,L. Nance makes free throw 1 of 2,1,78-86,,
2:27.0,L. Nance makes free throw 2 of 2,1,79-86,,
2:12.0,,,79-88,2,D. Mitchell makes 2-pt shot from 2 ft
2:02.0,Turnover by L. Ball (bad pass),,79-88,,
1:48.0,,,79-91,3,D. Mitchell makes 3-pt shot from 23 ft (assist by R. Rubio)
1:47.0,LA Lakers full timeout,,79-91,,
1:37.0,L. Ball misses 3-pt shot from 22 ft,,79-91,,
1:35.0,Offensive rebound by L. Nance,,79-91,,
1:31.0,K. Kuzma makes 2-pt shot from 6 ft (assist by L. Nance),2,81-91,,
1:17.0,,,81-91,,Offensive foul by R. Gobert (drawn by L. Ball)
1:17.0,,,81-91,,Turnover by R. Gobert (offensive foul)
1:07.0,Turnover by B. Ingram (bad pass),,81-91,,
0:47.0,,,81-93,2,J. Ingles makes 2-pt shot from 1 ft
0:47.0,LA Lakers full timeout,,81-93,,
0:47.0,Offensive foul by L. Nance (drawn by R. Rubio),,81-93,,
0:47.0,Turnover by L. Nance (offensive foul),,81-93,,
0:47.0,,,81-93,,Utah full timeout
0:23.0,,,81-96,3,R. Rubio makes 3-pt shot from 24 ft
0:12.0,Turnover by L. Ball (lost ball; steal by R. Rubio),,81-96,,
