time,Indiana,pts.away,score,pts.home,Chicago
1:34.0,Turnover by D. Wilkins (bad pass; steal by K. Dunn),,100-81,,
1:34.0,,,100-83,2,K. Dunn makes 2-pt shot from 1 ft
1:20.0,T. Leaf makes 2-pt shot from 1 ft (assist by J. Young),2,102-83,,
1:07.0,,,102-85,2,K. Felder makes 2-pt shot from 11 ft
0:54.0,Shooting foul by K. Felder (drawn by J. Young),,102-85,,
0:54.0,J. Young misses free throw 1 of 2,,102-85,,
0:54.0,Offensive rebound by Team,,102-85,,
0:54.0,J. Young makes free throw 2 of 2,1,103-85,,
0:43.0,,,103-87,2,C. Felicio makes 2-pt shot from 1 ft (assist by K. Felder)
0:23.0,D. Wilkins misses 2-pt shot from 17 ft,,103-87,,
0:20.0,Offensive rebound by D. Wilkins,,103-87,,
0:19.0,D. Wilkins makes 2-pt shot from 3 ft,2,105-87,,
0:12.0,,,105-87,,K. Felder misses 3-pt shot from 26 ft
0:08.0,,,105-87,,Offensive rebound by K. Dunn
0:07.0,,,105-87,,K. Dunn misses 2-pt shot from 16 ft
0:04.0,Defensive rebound by I. Anigbogu,,105-87,,
