time,San Antonio,pts.away,score,pts.home,Utah
1:44.0,,,85-98,,T. Sefolosha misses 3-pt shot from 25 ft
1:44.0,,,85-98,,Offensive rebound by Team
1:44.0,,,85-98,,Turnover by Team (shot clock)
1:44.0,B. Paul enters the game for K. Anderson,,85-98,,
1:44.0,B. Forbes enters the game for P. Mills,,85-98,,
1:41.0,D. Murray makes 2-pt shot from 1 ft,2,87-98,,
1:24.0,,,87-98,,R. Hood misses 2-pt shot from 8 ft
1:20.0,Defensive rebound by R. Gay,,87-98,,
1:12.0,R. Gay misses 3-pt shot from 25 ft,,87-98,,
1:08.0,,,87-98,,Defensive rebound by R. Rubio
0:51.0,,,87-100,2,T. Sefolosha makes 2-pt shot from 2 ft (assist by R. Rubio)
0:45.0,D. Murray misses 2-pt shot from 2 ft (block by R. Hood),,87-100,,
0:45.0,,,87-100,,Defensive rebound by Team
0:35.0,Jump ball: D. Favors vs. D. Bertans (R. Rubio gains possession),,,,Jump ball: D. Favors vs. D. Bertans (R. Rubio gains possession)
0:29.0,,,87-100,,R. Hood misses 2-pt shot from 14 ft
0:23.0,Defensive rebound by D. Murray,,87-100,,
0:20.0,D. Murray makes 2-pt shot from 2 ft,2,89-100,,
