time,Utah,pts.away,score,pts.home,Dallas
1:43.0,,,115-106,1,M. Kleber makes free throw 1 of 2
1:43.0,J. Crowder enters the game for J. Jerebko,,115-106,,
1:43.0,,,115-107,1,M. Kleber makes free throw 2 of 2
1:30.0,Offensive foul by R. Rubio (drawn by K. Collinsworth),,115-107,,
1:30.0,Turnover by R. Rubio (offensive foul),,115-107,,
1:30.0,J. Ingles enters the game for D. Exum,,115-107,,
1:17.0,,,115-109,2,A. Harrison makes 2-pt shot from 16 ft (assist by D. McDermott)
1:02.0,D. Mitchell makes 2-pt shot from 1 ft,2,117-109,,
1:02.0,Shooting foul by J. Jones (drawn by D. Mitchell),,117-109,,
1:02.0,D. Mitchell misses free throw 1 of 1,,117-109,,
1:02.0,,,117-109,,Defensive rebound by Team
0:52.0,Personal foul by R. Rubio (drawn by K. Collinsworth),,117-109,,
0:52.0,,,117-110,1,K. Collinsworth makes free throw 1 of 2
0:52.0,,,117-110,,K. Collinsworth misses free throw 2 of 2
0:50.0,Defensive rebound by R. Rubio,,117-110,,
0:35.0,D. Mitchell makes 2-pt shot at rim,2,119-110,,
0:27.0,,,119-110,,M. Kleber misses 3-pt shot from 24 ft
0:24.0,,,119-110,,Offensive rebound by K. Collinsworth
0:22.0,Shooting block foul by R. Gobert (drawn by M. Kleber),,119-110,,
0:22.0,,,119-111,1,M. Kleber makes free throw 1 of 2
0:22.0,,,119-112,1,M. Kleber makes free throw 2 of 2
