time,Utah,pts.away,score,pts.home,Phoenix
4:05.0,E. Udoh makes 2-pt shot from 9 ft,2,122-85,,
3:43.0,,,122-88,3,J. Gray makes 3-pt shot from 24 ft (assist by A. Peters)
3:26.0,Turnover by A. Burks (bad pass; steal by D. Reed),,122-88,,
3:19.0,,,122-88,,D. Reed misses 2-pt shot from 1 ft
3:17.0,Defensive rebound by R. Neto,,122-88,,
3:11.0,R. Neto makes 2-pt shot at rim,2,124-88,,
2:54.0,,,124-88,,J. Gray misses 2-pt shot from 20 ft
2:51.0,Defensive rebound by E. Udoh,,124-88,,
2:34.0,E. Udoh makes 2-pt shot at rim (assist by J. Jerebko),2,126-88,,
2:34.0,Shooting foul by J. Gray (drawn by E. Udoh),,126-88,,
2:34.0,Utah full timeout,,126-88,,
2:34.0,E. Udoh makes free throw 1 of 1,1,127-88,,
2:12.0,,,127-88,,J. Jackson misses 3-pt shot from 27 ft
2:08.0,Defensive rebound by R. O'Neale,,127-88,,
2:01.0,R. O'Neale makes 2-pt shot from 1 ft,2,129-88,,
1:52.0,,,129-91,3,D. Reed makes 3-pt shot from 24 ft (assist by J. Gray)
1:41.0,Turnover by J. Jerebko (bad pass),,129-91,,
1:19.0,,,129-91,,J. Jackson misses 3-pt shot from 26 ft
1:15.0,Defensive rebound by R. Neto,,129-91,,
1:14.0,Shooting foul by J. Jackson (drawn by J. Jerebko),,129-91,,
1:14.0,J. Jerebko misses free throw 1 of 2,,129-91,,
1:14.0,Offensive rebound by Team,,129-91,,
1:14.0,J. Jerebko misses free throw 2 of 2,,129-91,,
1:12.0,,,129-91,,Defensive rebound by A. Peters
0:54.0,,,129-91,,Shooting foul by A. Burks (drawn by J. Jackson)
0:54.0,,,129-92,1,J. Jackson makes free throw 1 of 2
0:54.0,,,129-93,1,J. Jackson makes free throw 2 of 2
0:42.0,R. Neto misses 3-pt shot from 23 ft,,129-93,,
0:40.0,,,129-93,,Defensive rebound by A. Peters
0:34.0,,,129-95,2,D. House makes 2-pt shot at rim
0:15.0,R. Neto misses 2-pt shot from 4 ft (block by J. Gray),,129-95,,
0:14.0,,,129-95,,Defensive rebound by J. Gray
0:14.0,Personal foul by R. Neto (drawn by J. Gray),,129-95,,
0:14.0,,,129-96,1,J. Gray makes free throw 1 of 2
0:14.0,,,129-97,1,J. Gray makes free throw 2 of 2
