time,Sacramento,pts.away,score,pts.home,San Antonio
3:27.0,,,83-86,,Defensive rebound by L. Aldridge
3:06.0,,,83-88,2,R. Gay makes 2-pt shot from 11 ft (assist by M. Ginobili)
3:06.0,,,83-88,,Shooting foul by B. Bogdanovic (drawn by R. Gay)
3:06.0,,,83-89,1,R. Gay makes free throw 1 of 1
2:42.0,W. Cauley-Stein misses 2-pt shot from 6 ft (block by R. Gay),,83-89,,
2:39.0,,,83-89,,Defensive rebound by R. Gay
2:27.0,,,83-92,3,P. Mills makes 3-pt shot from 24 ft (assist by M. Ginobili)
2:25.0,Sacramento full timeout,,83-92,,
2:25.0,J. Jackson enters the game for J. Sampson,,83-92,,
2:18.0,D. Fox makes 2-pt shot from 8 ft,2,85-92,,
2:18.0,Shooting foul by P. Mills (drawn by D. Fox),,85-92,,
2:18.0,D. Fox misses free throw 1 of 1,,85-92,,
2:18.0,,,85-92,,Defensive rebound by L. Aldridge
2:03.0,,,85-94,2,M. Ginobili makes 2-pt shot from 1 ft (assist by R. Gay)
1:48.0,W. Cauley-Stein misses 2-pt shot from 7 ft,,85-94,,
1:46.0,,,85-94,,Defensive rebound by R. Gay
1:24.0,,,85-94,,M. Ginobili misses 3-pt shot from 26 ft
1:22.0,Defensive rebound by J. Jackson,,85-94,,
1:18.0,D. Fox misses 3-pt shot from 25 ft,,85-94,,
1:15.0,,,85-94,,Defensive rebound by R. Gay
0:56.0,,,85-94,,Shooting foul by B. Hield (drawn by B. Forbes)
0:56.0,,,85-95,1,B. Forbes makes free throw 1 of 2
0:56.0,,,85-95,,J. Lauvergne enters the game for L. Aldridge
0:56.0,,,85-95,,B. Paul enters the game for M. Ginobili
0:56.0,,,85-95,,D. Bertans enters the game for R. Gay
0:56.0,J. Cooley enters the game for W. Cauley-Stein,,85-95,,
0:56.0,B. Caboclo enters the game for D. Fox,,85-95,,
0:56.0,,,85-96,1,B. Forbes makes free throw 2 of 2
0:41.0,B. Hield misses 2-pt shot from 11 ft,,85-96,,
0:38.0,,,85-96,,Defensive rebound by J. Lauvergne
0:21.0,,,85-98,2,P. Mills makes 2-pt shot from 21 ft
