time,Philadelphia,pts.away,score,pts.home,Miami
5:58.0,D. Saric makes 3-pt shot from 23 ft (assist by B. Simmons),3,81-88,,
5:58.0,,,81-88,,Miami full timeout
5:58.0,,,81-88,,G. Dragic enters the game for D. Wade
5:44.0,,,81-88,,Shooting foul by J. Redick (drawn by H. Whiteside)
5:44.0,,,81-88,,H. Whiteside misses free throw 1 of 2
5:44.0,,,81-88,,Offensive rebound by Team
5:44.0,J. Embiid enters the game for A. Johnson,,81-88,,
5:44.0,,,81-89,1,H. Whiteside makes free throw 2 of 2
5:34.0,D. Saric misses 3-pt shot from 26 ft,,81-89,,
5:31.0,,,81-89,,Defensive rebound by H. Whiteside
5:10.0,,,81-89,,J. Winslow misses 3-pt shot from 24 ft
5:06.0,Defensive rebound by J. Embiid,,81-89,,
4:57.0,R. Covington misses 3-pt shot from 22 ft,,81-89,,
4:54.0,,,81-89,,Defensive rebound by W. Ellington
4:49.0,,,81-92,3,J. Winslow makes 3-pt shot from 22 ft (assist by W. Ellington)
4:48.0,Philadelphia full timeout,,81-92,,
4:48.0,M. Belinelli enters the game for R. Covington,,81-92,,
4:34.0,J. Embiid makes 3-pt shot from 27 ft (assist by J. Redick),3,84-92,,
4:14.0,,,84-94,2,H. Whiteside makes 2-pt shot at rim (assist by J. Winslow)
4:00.0,,,84-94,,Personal foul by K. Olynyk (drawn by J. Embiid)
4:00.0,J. Embiid misses free throw 1 of 2,,84-94,,
4:00.0,Offensive rebound by Team,,84-94,,
4:00.0,J. Embiid makes free throw 2 of 2,1,85-94,,
3:41.0,,,85-97,3,W. Ellington makes 3-pt shot from 25 ft (assist by G. Dragic)
3:28.0,D. Saric makes 3-pt shot from 25 ft (assist by J. Embiid),3,88-97,,
3:06.0,,,88-99,2,G. Dragic makes 2-pt shot from 4 ft
3:06.0,Philadelphia full timeout,,88-99,,
3:06.0,,,88-99,,D. Wade enters the game for K. Olynyk
2:58.0,B. Simmons makes 2-pt shot from 1 ft (assist by D. Saric),2,90-99,,
2:44.0,,,90-101,2,D. Wade makes 2-pt shot from 1 ft
2:27.0,J. Embiid misses 2-pt shot from 5 ft (block by H. Whiteside),,90-101,,
2:23.0,,,90-101,,Defensive rebound by J. Winslow
2:10.0,,,90-101,,G. Dragic misses 2-pt shot from 14 ft
2:07.0,Defensive rebound by D. Saric,,90-101,,
2:03.0,M. Belinelli misses 3-pt shot from 25 ft,,90-101,,
2:01.0,Offensive rebound by Team,,90-101,,
2:01.0,,,90-101,,Technical foul by H. Whiteside (drawn by J. Redick)
2:01.0,J. Redick makes free throw 1 of 1,1,91-101,,
1:59.0,J. Embiid misses 3-pt shot from 26 ft,,91-101,,
1:54.0,Offensive rebound by J. Redick,,91-101,,
1:54.0,J. Redick makes 2-pt shot from 17 ft,2,93-101,,
1:32.0,,,93-101,,D. Wade misses 2-pt shot from 18 ft
1:29.0,Defensive rebound by J. Redick,,93-101,,
1:24.0,M. Belinelli makes 3-pt shot from 25 ft (assist by J. Embiid),3,96-101,,
1:24.0,,,96-101,,Miami full timeout
1:06.0,,,96-101,,Shooting foul by B. Simmons (drawn by H. Whiteside)
1:06.0,,,96-102,1,H. Whiteside makes free throw 1 of 2
1:06.0,,,96-102,,J. Richardson enters the game for W. Ellington
1:06.0,,,96-103,1,H. Whiteside makes free throw 2 of 2
0:58.0,J. Embiid misses 3-pt shot from 25 ft,,96-103,,
0:56.0,Offensive rebound by D. Saric,,96-103,,
0:52.0,Turnover by D. Saric (bad pass; steal by J. Winslow),,96-103,,
0:50.0,,,96-105,2,D. Wade makes 2-pt shot from 1 ft (assist by J. Richardson)
0:50.0,Philadelphia full timeout,,96-105,,
0:42.0,J. Embiid makes 3-pt shot from 25 ft (assist by D. Saric),2,99-105,,
0:29.0,Personal foul by M. Belinelli (drawn by H. Whiteside),,99-105,,
0:29.0,,,99-105,,H. Whiteside misses free throw 1 of 2
0:29.0,,,99-105,,Offensive rebound by Team
0:29.0,,,99-106,1,H. Whiteside makes free throw 2 of 2
0:25.0,Turnover by B. Simmons (bad pass),,99-106,,
0:07.0,,,99-108,2,H. Whiteside makes 2-pt shot from 1 ft (assist by D. Wade)
