time,Oklahoma City,pts.away,score,pts.home,New Orleans
7:20.0,,,92-83,,A. Davis misses 2-pt shot from 2 ft
7:18.0,Defensive rebound by S. Adams,,92-83,,
7:13.0,Offensive charge foul by R. Westbrook (drawn by J. Holiday),,92-83,,
7:13.0,Turnover by R. Westbrook (offensive foul),,92-83,,
6:51.0,,,92-85,2,J. Holiday makes 2-pt shot from 5 ft (assist by D. Miller)
6:31.0,R. Westbrook makes 2-pt shot from 15 ft,2,94-85,,
6:18.0,,,94-85,,D. Miller misses 2-pt shot from 15 ft
6:14.0,Defensive rebound by R. Westbrook,,94-85,,
6:07.0,Oklahoma City full timeout,,94-85,,
6:07.0,,,94-85,,R. Rondo enters the game for I. Clark
6:07.0,C. Brewer enters the game for R. Felton,,94-85,,
6:07.0,P. George enters the game for A. Abrines,,94-85,,
6:04.0,Turnover by P. George (bad pass; steal by J. Holiday),,94-85,,
5:59.0,,,94-85,,E. Moore misses 2-pt shot from 5 ft
5:56.0,Defensive rebound by C. Brewer,,94-85,,
5:42.0,R. Westbrook makes 2-pt shot from 20 ft,2,96-85,,
5:27.0,,,96-88,3,J. Holiday makes 3-pt shot from 25 ft (assist by A. Davis)
5:03.0,C. Anthony misses 2-pt shot from 10 ft,,96-88,,
5:02.0,Offensive rebound by C. Anthony,,96-88,,
5:02.0,Shooting foul by A. Davis (drawn by C. Anthony),,96-88,,
5:02.0,C. Anthony misses free throw 1 of 2,,96-88,,
5:02.0,Offensive rebound by Team,,96-88,,
5:02.0,C. Anthony misses free throw 2 of 2,,96-88,,
5:02.0,Offensive rebound by Team,,96-88,,
4:55.0,C. Brewer makes 2-pt shot from 16 ft (assist by R. Westbrook),2,98-88,,
4:42.0,,,98-90,2,R. Rondo makes 2-pt shot from 1 ft
4:22.0,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook),2,100-90,,
4:06.0,,,100-90,,E. Moore misses 2-pt shot from 1 ft
4:05.0,Defensive rebound by R. Westbrook,,100-90,,
3:54.0,C. Anthony misses 3-pt shot from 25 ft,,100-90,,
3:49.0,,,100-90,,Defensive rebound by R. Rondo
3:42.0,,,100-90,,J. Holiday misses 3-pt shot from 25 ft
3:39.0,Defensive rebound by S. Adams,,100-90,,
3:23.0,C. Anthony makes 2-pt shot from 13 ft,2,102-90,,
3:22.0,,,102-90,,New Orleans full timeout
3:11.0,,,102-92,2,E. Moore makes 2-pt shot at rim (assist by R. Rondo)
2:57.0,C. Brewer misses 2-pt shot from 2 ft (block by A. Davis),,102-92,,
2:57.0,Offensive rebound by C. Brewer,,102-92,,
2:55.0,P. George misses 2-pt shot from 15 ft,,102-92,,
2:51.0,,,102-92,,Defensive rebound by E. Moore
2:45.0,Personal foul by C. Anthony (drawn by A. Davis),,102-92,,
2:45.0,,,102-93,1,A. Davis makes free throw 1 of 2
2:45.0,,,102-94,1,A. Davis makes free throw 2 of 2
2:34.0,R. Westbrook makes 2-pt shot from 16 ft,2,104-94,,
2:23.0,,,104-96,2,E. Moore makes 2-pt shot from 4 ft (assist by J. Holiday)
2:03.0,R. Westbrook misses 2-pt shot from 23 ft,,104-96,,
2:00.0,,,104-96,,Defensive rebound by J. Holiday
1:57.0,,,104-99,3,D. Miller makes 3-pt shot from 25 ft (assist by R. Rondo)
1:57.0,Oklahoma City full timeout,,104-99,,
1:44.0,R. Westbrook makes 2-pt shot from 1 ft,2,106-99,,
1:36.0,,,106-99,,Shooting foul by S. Adams (drawn by A. Davis)
1:36.0,,,106-100,1,A. Davis makes free throw 1 of 2
1:36.0,,,106-100,,I. Clark enters the game for R. Rondo
1:36.0,,,106-101,1,A. Davis makes free throw 2 of 2
1:18.0,P. George makes 3-pt shot from 23 ft (assist by R. Westbrook),3,109-101,,
1:07.0,,,109-103,2,A. Davis makes 2-pt shot from 2 ft (assist by D. Miller)
1:07.0,,,109-103,,Shooting foul by R. Westbrook (drawn by A. Davis)
1:07.0,,,109-104,1,A. Davis makes free throw 1 of 1
0:48.0,R. Westbrook misses 2-pt shot from 18 ft,,109-104,,
0:45.0,,,109-104,,Defensive rebound by I. Clark
0:39.0,,,109-104,,E. Moore misses 3-pt shot from 25 ft
0:35.0,Defensive rebound by R. Westbrook,,109-104,,
0:15.0,C. Anthony misses 2-pt shot from 17 ft,,109-104,,
0:08.0,Offensive rebound by S. Adams,,109-104,,
0:08.0,S. Adams misses 2-pt shot at rim,,109-104,,
0:05.0,Turnover by C. Brewer (bad pass; steal by J. Holiday),,109-104,,
0:05.0,Offensive rebound by C. Brewer,,109-104,,
0:02.0,,,109-104,,D. Miller misses 3-pt shot from 25 ft
0:02.0,Defensive rebound by C. Anthony,,109-104,,
