time,Brooklyn,pts.away,score,pts.home,Chicago
4:01.0,M. Doyle misses 3-pt shot from 24 ft,,114-91,,
4:01.0,,,114-91,,Defensive rebound by Team
3:53.0,,,114-91,,D. Nwaba misses 2-pt shot from 1 ft (block by T. Mozgov)
3:50.0,Defensive rebound by M. Doyle,,114-91,,
3:46.0,Shooting foul by R. Arcidiacono (drawn by T. Mozgov),,114-91,,
3:46.0,T. Mozgov misses free throw 1 of 2,,114-91,,
3:46.0,Offensive rebound by Team,,114-91,,
3:46.0,T. Mozgov makes free throw 2 of 2,1,115-91,,
3:34.0,,,115-91,,J. Holiday misses 2-pt shot from 16 ft
3:31.0,Defensive rebound by M. Doyle,,115-91,,
3:23.0,M. Doyle misses 2-pt shot from 7 ft,,115-91,,
3:19.0,,,115-91,,Defensive rebound by C. Felicio
3:09.0,,,115-91,,J. Grant misses 3-pt shot from 26 ft
3:08.0,Defensive rebound by Team,,115-91,,
2:51.0,S. Dinwiddie makes 2-pt shot from 1 ft,2,117-91,,
2:36.0,Personal foul by M. Doyle (drawn by J. Holiday),,117-91,,
2:36.0,,,117-91,,J. Holiday misses free throw 1 of 2
2:36.0,,,117-91,,Offensive rebound by Team
2:36.0,,,117-92,1,J. Holiday makes free throw 2 of 2
2:24.0,N. Stauskas makes 3-pt shot from 26 ft (assist by S. Dinwiddie),3,120-92,,
2:08.0,,,120-92,,J. Holiday misses 3-pt shot from 25 ft
2:08.0,Defensive rebound by T. Mozgov,,120-92,,
2:01.0,T. Mozgov makes 2-pt shot at rim (assist by S. Dinwiddie),2,122-92,,
1:52.0,,,122-92,,D. Nwaba misses 2-pt shot from 7 ft
1:50.0,Defensive rebound by T. Mozgov,,122-92,,
1:40.0,N. Stauskas misses 2-pt shot from 1 ft,,122-92,,
1:37.0,Offensive rebound by T. Mozgov,,122-92,,
1:33.0,M. Doyle misses 2-pt shot from 1 ft,,122-92,,
1:32.0,,,122-92,,Defensive rebound by C. Felicio
1:19.0,,,122-92,,D. Nwaba misses 3-pt shot from 24 ft
1:15.0,Defensive rebound by S. Dinwiddie,,122-92,,
1:14.0,Q. Acy makes 2-pt shot from 1 ft (assist by S. Dinwiddie),2,124-92,,
1:06.0,Personal foul by M. Doyle (drawn by J. Holiday),,124-92,,
1:06.0,,,124-93,1,J. Holiday makes free throw 1 of 2
1:06.0,,,124-94,1,J. Holiday makes free throw 2 of 2
0:50.0,Q. Acy misses 3-pt shot from 23 ft,,124-94,,
0:48.0,,,124-94,,Defensive rebound by D. Nwaba
0:45.0,,,124-96,2,D. Nwaba makes 2-pt shot at rim (assist by J. Holiday)
0:28.0,S. Dinwiddie misses 3-pt shot from 27 ft,,124-96,,
0:25.0,,,124-96,,Defensive rebound by C. Felicio
0:16.0,,,124-96,,J. Grant misses 3-pt shot from 25 ft
0:13.0,Defensive rebound by T. Mozgov,,124-96,,
