time,Toronto,pts.away,score,pts.home,Cleveland
0:07.0,D. DeRozan makes free throw 1 of 2,1,129-131,,
0:07.0,P. Siakam enters the game for J. Valanciunas,,129-131,,
0:07.0,D. DeRozan misses free throw 2 of 2,,129-131,,
0:04.0,,,129-131,,Defensive rebound by L. James
0:03.0,Personal foul by P. Siakam (drawn by L. James),,129-131,,
0:03.0,,,129-131,,L. James misses free throw 1 of 2
0:03.0,,,129-131,,Offensive rebound by Team
0:03.0,J. Valanciunas enters the game for P. Siakam,,129-131,,
0:03.0,,,129-132,1,L. James makes free throw 2 of 2
0:00.0,D. DeRozan misses 3-pt shot from 37 ft,,129-132,,
0:00.0,Offensive rebound by Team,,129-132,,
