time,New Orleans,pts.away,score,pts.home,Atlanta
3:04.0,Offensive rebound by D. Cousins,,89-85,,
2:53.0,D. Cousins misses 2-pt shot from 1 ft (block by J. Collins),,89-85,,
2:49.0,,,89-85,,Defensive rebound by E. Ilyasova
2:46.0,,,89-85,,K. Bazemore misses 3-pt shot from 22 ft
2:42.0,,,89-85,,Offensive rebound by E. Ilyasova
2:33.0,,,89-85,,D. Schroder misses 2-pt shot from 2 ft
2:28.0,Defensive rebound by J. Holiday,,89-85,,
2:19.0,,,89-85,,Shooting block foul by D. Schroder (drawn by A. Davis)
2:19.0,A. Davis misses free throw 1 of 2,,89-85,,
2:19.0,Offensive rebound by Team,,89-85,,
2:19.0,A. Davis makes free throw 2 of 2,1,90-85,,
2:09.0,,,90-87,2,K. Bazemore makes 2-pt shot from 1 ft (assist by D. Schroder)
1:52.0,A. Davis misses 2-pt shot from 19 ft,,90-87,,
1:50.0,,,90-87,,Defensive rebound by J. Collins
1:41.0,,,90-89,2,K. Bazemore makes 2-pt shot at rim (assist by D. Schroder)
1:21.0,,,90-89,,Personal foul by E. Ilyasova (drawn by D. Cousins)
1:21.0,D. Cousins makes free throw 1 of 2,1,91-89,,
1:21.0,D. Cousins makes free throw 2 of 2,1,92-89,,
1:11.0,,,92-92,3,E. Ilyasova makes 3-pt shot from 25 ft (assist by D. Schroder)
0:58.0,New Orleans full timeout,,92-92,,
0:52.0,J. Holiday misses 2-pt shot from 20 ft,,92-92,,
0:49.0,,,92-92,,Defensive rebound by D. Schroder
0:36.0,,,92-92,,D. Schroder misses 2-pt shot from 2 ft
0:30.0,,,92-92,,Offensive rebound by J. Collins
0:30.0,,,92-92,,J. Collins misses 2-pt shot at rim
0:30.0,Defensive rebound by A. Davis,,92-92,,
0:13.0,Shooting foul by J. Collins (drawn by D. Cousins),,92-92,,
0:13.0,D. Cousins makes free throw 1 of 2,1,93-92,,
0:13.0,D. Cousins misses free throw 2 of 2,,93-92,,
0:13.0,,,93-92,,Defensive rebound by D. Schroder
0:13.0,,,93-92,,Atlanta full timeout
0:13.0,,,93-92,,M. Belinelli enters the game for J. Collins
0:13.0,D. Cunningham enters the game for D. Cousins,,93-92,,
0:11.0,Personal take foul by J. Holiday (drawn by D. Schroder),,93-92,,
0:03.0,,,93-94,2,K. Bazemore makes 2-pt shot from 17 ft (assist by D. Schroder)
0:02.0,New Orleans full timeout,,93-94,,
0:02.0,,,93-94,,J. Collins enters the game for M. Belinelli
0:02.0,D. Cousins enters the game for D. Cunningham,,93-94,,
0:01.0,R. Rondo enters the game for D. Miller,,93-94,,
0:00.0,D. Cousins misses 2-pt shot from 4 ft,,93-94,,
0:00.0,Offensive rebound by Team,,93-94,,
