time,Washington,pts.away,score,pts.home,Toronto
1:29.0,O. Porter makes 3-pt shot from 26 ft (assist by M. Gortat),3,90-95,,
1:15.0,,,90-98,3,F. VanVleet makes 3-pt shot from 25 ft (assist by D. DeRozan)
1:15.0,Washington full timeout,,90-98,,
1:00.0,B. Beal misses 2-pt shot from 23 ft,,90-98,,
0:58.0,,,90-98,,Defensive rebound by F. VanVleet
0:54.0,,,90-100,2,D. DeRozan makes 2-pt shot at rim (assist by K. Lowry)
0:41.0,Turnover by B. Beal (lost ball; steal by K. Lowry),,90-100,,
0:38.0,Personal foul by O. Porter (drawn by D. DeRozan),,90-100,,
0:38.0,M. Scott enters the game for B. Beal,,90-100,,
0:38.0,K. Oubre enters the game for O. Porter,,90-100,,
0:38.0,J. Meeks enters the game for M. Morris,,90-100,,
0:23.0,,,90-100,,K. Lowry misses 3-pt shot from 24 ft
0:20.0,Defensive rebound by T. Frazier,,90-100,,
0:13.0,Shooting foul by S. Ibaka (drawn by K. Oubre),,90-100,,
0:13.0,K. Oubre makes free throw 1 of 2,1,91-100,,
0:13.0,K. Oubre misses free throw 2 of 2,,91-100,,
0:11.0,,,91-100,,Defensive rebound by P. Siakam
