time,Philadelphia,pts.away,score,pts.home,Miami
8:33.0,,,105-97,,Personal foul by D. Wade (drawn by E. Ilyasova)
8:33.0,,,105-97,,K. Olynyk enters the game for H. Whiteside
8:31.0,Turnover by R. Covington (bad pass; steal by J. Richardson),,105-97,,
8:12.0,,,105-99,2,J. Johnson makes 2-pt shot from 12 ft (assist by K. Olynyk)
8:12.0,Philadelphia full timeout,,105-99,,
7:58.0,B. Simmons makes 2-pt shot from 3 ft (assist by M. Belinelli),2,107-99,,
7:43.0,,,107-99,,D. Wade misses 2-pt shot from 17 ft
7:42.0,Defensive rebound by D. Saric,,107-99,,
7:30.0,Turnover by E. Ilyasova (step out of bounds),,107-99,,
7:30.0,J. Embiid enters the game for E. Ilyasova,,107-99,,
7:13.0,,,107-99,,G. Dragic misses 3-pt shot from 24 ft
7:12.0,Defensive rebound by J. Embiid,,107-99,,
7:02.0,B. Simmons misses 2-pt shot from 1 ft,,107-99,,
7:01.0,,,107-99,,Defensive rebound by J. Johnson
6:51.0,,,107-102,3,J. Richardson makes 3-pt shot from 25 ft (assist by G. Dragic)
6:34.0,,,107-102,,Personal foul by K. Olynyk (drawn by J. Embiid)
6:34.0,,,107-102,,J. Winslow enters the game for D. Wade
6:31.0,D. Saric makes 3-pt shot from 25 ft (assist by R. Covington),3,110-102,,
6:08.0,,,110-102,,Turnover by J. Richardson (lost ball; steal by M. Belinelli)
6:04.0,D. Saric makes 2-pt shot from 1 ft (assist by R. Covington),2,112-102,,
5:40.0,,,112-105,3,J. Richardson makes 3-pt shot from 25 ft (assist by J. Winslow)
5:32.0,Philadelphia full timeout,,112-105,,
5:27.0,R. Covington misses 2-pt shot from 2 ft (block by J. Winslow),,112-105,,
5:26.0,Offensive rebound by Team,,112-105,,
5:19.0,J. Embiid makes 2-pt shot from 15 ft,2,114-105,,
5:00.0,,,114-105,,J. Richardson misses 3-pt shot from 25 ft
4:59.0,Defensive rebound by B. Simmons,,114-105,,
4:39.0,J. Embiid makes 3-pt shot from 23 ft (assist by D. Saric),3,117-105,,
4:25.0,,,117-105,,J. Johnson misses 2-pt shot from 1 ft (block by J. Embiid)
4:24.0,,,117-105,,Offensive rebound by J. Richardson
4:12.0,,,117-105,,J. Richardson misses 2-pt shot from 1 ft
4:11.0,,,117-105,,Offensive rebound by Team
4:11.0,Loose ball foul by J. Embiid (drawn by J. Richardson),,117-105,,
4:11.0,,,117-105,,D. Wade enters the game for J. Richardson
3:56.0,,,117-105,,J. Johnson misses 2-pt shot from 12 ft
3:55.0,Defensive rebound by M. Belinelli,,117-105,,
3:34.0,D. Saric misses 3-pt shot from 26 ft,,117-105,,
3:32.0,Offensive rebound by Team,,117-105,,
3:32.0,,,117-105,,Loose ball foul by J. Winslow (drawn by J. Embiid)
3:32.0,J. Embiid makes free throw 1 of 2,1,118-105,,
3:32.0,J. Embiid makes free throw 2 of 2,1,119-105,,
3:24.0,,,119-108,3,K. Olynyk makes 3-pt shot from 25 ft (assist by J. Johnson)
3:02.0,,,119-108,,Personal foul by D. Wade (drawn by M. Belinelli)
3:02.0,M. Belinelli makes free throw 1 of 2,1,120-108,,
3:02.0,M. Belinelli makes free throw 2 of 2,1,121-108,,
2:49.0,,,121-108,,D. Wade misses 2-pt shot from 3 ft
2:46.0,Defensive rebound by D. Saric,,121-108,,
2:31.0,B. Simmons makes 2-pt shot from 1 ft (assist by M. Belinelli),2,123-108,,
2:20.0,,,123-108,,Miami full timeout
2:12.0,,,123-108,,G. Dragic misses 3-pt shot from 23 ft
2:11.0,Defensive rebound by J. Embiid,,123-108,,
1:59.0,,,123-108,,Personal foul by K. Olynyk (drawn by D. Saric)
1:59.0,D. Saric makes free throw 1 of 2,1,124-108,,
1:59.0,,,124-108,,R. McGruder enters the game for G. Dragic
1:59.0,,,124-108,,W. Ellington enters the game for D. Wade
1:59.0,D. Saric misses free throw 2 of 2,,124-108,,
1:59.0,T. McConnell enters the game for J. Embiid,,124-108,,
1:55.0,,,124-108,,Defensive rebound by J. Winslow
1:43.0,,,124-108,,Turnover by J. Winslow (lost ball; steal by R. Covington)
1:30.0,R. Covington makes 3-pt shot from 23 ft (assist by M. Belinelli),3,127-108,,
1:21.0,,,127-108,,W. Ellington misses 3-pt shot from 25 ft
1:20.0,Defensive rebound by M. Belinelli,,127-108,,
0:57.0,B. Simmons misses 2-pt shot from 11 ft,,127-108,,
0:56.0,Offensive rebound by Team,,127-108,,
0:56.0,Turnover by Team (shot clock),,127-108,,
0:56.0,,,127-108,,L. Babbitt enters the game for J. Johnson
0:44.0,,,127-108,,R. McGruder misses 2-pt shot from 2 ft (block by R. Covington)
0:43.0,Defensive rebound by B. Simmons,,127-108,,
0:23.0,D. Saric misses 3-pt shot from 24 ft (block by K. Olynyk),,127-108,,
0:22.0,,,127-108,,Defensive rebound by R. McGruder
0:08.0,,,127-108,,L. Babbitt misses 2-pt shot from 19 ft
0:04.0,Defensive rebound by B. Simmons,,127-108,,
0:04.0,D. Saric misses 2-pt shot from 2 ft (block by K. Olynyk),,127-108,,
0:03.0,Offensive rebound by Team,,127-108,,
0:01.0,,,127-108,,Personal foul by W. Ellington (drawn by R. Covington)
0:01.0,R. Covington makes free throw 1 of 2,1,128-108,,
0:01.0,R. Covington misses free throw 2 of 2,,128-108,,
0:01.0,,,128-108,,Defensive rebound by J. Winslow
