time,Philadelphia,pts.away,score,pts.home,Boston
2:15.0,J. Embiid misses 3-pt shot from 25 ft,,97-103,,
2:12.0,,,97-103,,Defensive rebound by T. Rozier
1:57.0,Personal foul by R. Covington (drawn by M. Smart),,97-103,,
1:57.0,,,97-103,,M. Smart misses free throw 1 of 2
1:57.0,,,97-103,,Offensive rebound by Team
1:57.0,,,97-104,1,M. Smart makes free throw 2 of 2
1:44.0,B. Simmons misses 2-pt shot from 3 ft,,97-104,,
1:43.0,,,97-104,,Defensive rebound by Team
1:20.0,,,97-104,,M. Smart misses 3-pt shot from 27 ft
1:16.0,Defensive rebound by B. Simmons,,97-104,,
1:11.0,R. Covington makes 2-pt shot at rim (assist by B. Simmons),2,99-104,,
0:59.0,,,99-104,,Boston full timeout
0:49.0,,,99-104,,J. Tatum misses 2-pt shot from 17 ft (block by B. Simmons)
0:49.0,,,99-104,,Offensive rebound by Team
0:48.0,,,99-104,,J. Tatum misses 2-pt shot from 17 ft
0:45.0,Defensive rebound by R. Covington,,99-104,,
0:34.0,J. Embiid misses 3-pt shot from 25 ft,,99-104,,
0:33.0,Offensive rebound by D. Saric,,99-104,,
0:31.0,D. Saric makes 2-pt shot at rim,2,101-104,,
0:08.0,,,101-106,2,A. Horford makes 2-pt shot from 2 ft (assist by T. Rozier)
0:08.0,Philadelphia full timeout,,101-106,,
0:07.0,,,101-106,,Personal take foul by M. Smart (drawn by J. Embiid)
0:05.0,D. Saric makes 2-pt shot at rim (assist by B. Simmons),2,103-106,,
0:05.0,,,103-106,,Boston full timeout
0:05.0,T. McConnell enters the game for J. Embiid,,103-106,,
0:03.0,Personal take foul by R. Covington (drawn by J. Tatum),,103-106,,
0:03.0,,,103-107,1,J. Tatum makes free throw 1 of 2
0:03.0,J. Embiid enters the game for T. McConnell,,103-107,,
0:03.0,,,103-108,1,J. Tatum makes free throw 2 of 2
0:02.0,Turnover by B. Simmons (bad pass; steal by A. Horford),,103-108,,
