time,Golden State,pts.away,score,pts.home,Dallas
7:25.0,Defensive rebound by K. Durant,,111-89,,
7:15.0,S. Livingston makes 2-pt shot from 11 ft,2,113-89,,
7:06.0,,,113-89,,J. Barea misses 3-pt shot from 25 ft
7:06.0,Defensive rebound by Team,,113-89,,
7:05.0,,,113-89,,D. Powell enters the game for Y. Ferrell
7:05.0,,,113-89,,D. Smith enters the game for D. Nowitzki
7:05.0,P. McCaw enters the game for A. Iguodala,,113-89,,
6:54.0,D. West misses 2-pt shot from 19 ft,,113-89,,
6:54.0,,,113-89,,Defensive rebound by H. Barnes
6:40.0,,,113-89,,H. Barnes misses 2-pt shot from 17 ft
6:40.0,Defensive rebound by P. McCaw,,113-89,,
6:25.0,S. Livingston makes 2-pt shot from 12 ft,2,115-89,,
6:17.0,,,115-89,,Dallas full timeout
6:17.0,,,115-89,,Y. Ferrell enters the game for J. Barea
6:17.0,,,115-89,,M. Kleber enters the game for W. Matthews
6:17.0,O. Casspi enters the game for K. Thompson,,115-89,,
6:17.0,N. Young enters the game for K. Durant,,115-89,,
5:57.0,,,115-89,,D. Smith misses 2-pt shot from 20 ft
5:56.0,,,115-89,,Offensive rebound by Team
5:56.0,Violation by S. Livingston (kicked ball),,115-89,,
5:50.0,,,115-89,,Y. Ferrell misses 2-pt shot from 16 ft
5:43.0,Defensive rebound by N. Young,,115-89,,
5:31.0,D. West makes 2-pt shot from 18 ft (assist by S. Livingston),2,117-89,,
5:14.0,,,117-89,,D. Powell misses 2-pt shot from 2 ft (block by D. West)
5:14.0,,,117-89,,Offensive rebound by Team
5:14.0,,,117-89,,J. Withey enters the game for D. Smith
5:14.0,,,117-89,,G. Clavell enters the game for H. Barnes
5:14.0,J. Bell enters the game for D. West,,117-89,,
5:06.0,,,117-89,,Turnover by J. Withey (bad pass)
5:06.0,J. McGee enters the game for S. Livingston,,117-89,,
4:51.0,J. McGee makes 2-pt shot from 1 ft (assist by J. Bell),2,119-89,,
4:51.0,,,119-89,,Violation by J. Withey (def goaltending)
4:39.0,,,119-89,,G. Clavell misses 3-pt shot from 24 ft
4:36.0,Defensive rebound by J. Bell,,119-89,,
4:31.0,Offensive foul by J. Bell (drawn by G. Clavell),,119-89,,
4:31.0,Turnover by J. Bell (offensive foul),,119-89,,
4:22.0,,,119-89,,J. Withey misses 3-pt shot from 24 ft
4:20.0,Defensive rebound by Team,,119-89,,
4:05.0,P. McCaw misses 2-pt shot from 2 ft,,119-89,,
4:03.0,,,119-89,,Defensive rebound by D. Powell
3:55.0,,,119-92,3,D. Powell makes 3-pt shot from 24 ft (assist by G. Clavell)
3:54.0,Golden State full timeout,,119-92,,
3:41.0,N. Young misses 3-pt shot from 23 ft,,119-92,,
3:41.0,Offensive rebound by Team,,119-92,,
3:41.0,,,119-92,,Loose ball foul by Y. Ferrell (drawn by J. Bell)
3:36.0,J. McGee misses 2-pt shot from 17 ft,,119-92,,
3:33.0,,,119-92,,Defensive rebound by M. Kleber
3:11.0,,,119-92,,Shooting foul by P. McCaw (drawn by Y. Ferrell)
3:11.0,,,119-93,1,Y. Ferrell makes free throw 1 of 2
3:11.0,,,119-94,1,Y. Ferrell makes free throw 2 of 2
2:53.0,Turnover by P. McCaw (bad pass; steal by M. Kleber),,119-94,,
2:46.0,,,119-94,,D. Powell misses 3-pt shot from 24 ft (block by J. Bell)
2:46.0,Defensive rebound by J. McGee,,119-94,,
2:43.0,J. Bell makes 2-pt shot from 2 ft (assist by J. McGee),2,121-94,,
2:43.0,Shooting foul by G. Clavell (drawn by J. Bell),,121-94,,
2:43.0,J. Bell misses free throw 1 of 1,,121-94,,
2:42.0,,,121-94,,Defensive rebound by J. Withey
2:42.0,,,121-94,,Dallas full timeout
2:24.0,,,121-96,2,M. Kleber makes 2-pt shot from 4 ft
2:04.0,N. Young misses 2-pt shot from 14 ft,,121-96,,
2:04.0,,,121-96,,Defensive rebound by M. Kleber
1:46.0,,,121-99,3,Y. Ferrell makes 3-pt shot from 24 ft
1:24.0,N. Young makes 3-pt shot from 23 ft (assist by J. Bell),3,124-99,,
1:24.0,Shooting foul by G. Clavell (drawn by N. Young),,124-99,,
1:24.0,N. Young makes free throw 1 of 1,1,125-99,,
1:14.0,,,125-99,,G. Clavell misses 3-pt shot from 22 ft
1:11.0,Defensive rebound by J. McGee,,125-99,,
1:04.0,Shooting foul by J. Withey (drawn by J. McGee),,125-99,,
1:04.0,J. McGee makes free throw 1 of 2,1,126-99,,
1:04.0,J. McGee makes free throw 2 of 2,1,127-99,,
0:56.0,,,127-99,,D. Powell misses 2-pt shot from 4 ft
0:54.0,Defensive rebound by J. Bell,,127-99,,
0:45.0,N. Young makes 3-pt shot from 26 ft,3,130-99,,
0:37.0,,,130-102,3,J. Withey makes 3-pt shot from 25 ft (assist by Y. Ferrell)
0:21.0,N. Young makes 3-pt shot from 25 ft,3,133-102,,
0:09.0,,,133-102,,Shooting foul by J. McGee (drawn by J. Withey)
0:09.0,,,133-103,1,J. Withey makes free throw 1 of 2
0:09.0,,,133-103,,J. Withey misses free throw 2 of 2
0:07.0,Defensive rebound by J. Bell,,133-103,,
