time,Orlando,pts.away,score,pts.home,Philadelphia
2:59.0,Defensive rebound by N. Vucevic,,97-108,,
2:44.0,N. Vucevic misses 2-pt shot from 11 ft,,97-108,,
2:42.0,,,97-108,,Defensive rebound by M. Belinelli
2:21.0,,,97-108,,T. McConnell misses 2-pt shot from 22 ft
2:19.0,Defensive rebound by M. Hezonja,,97-108,,
2:15.0,Shooting foul by M. Belinelli (drawn by M. Hezonja),,97-108,,
2:15.0,M. Hezonja makes free throw 1 of 2,1,98-108,,
2:15.0,M. Hezonja makes free throw 2 of 2,1,99-108,,
2:06.0,,,99-110,2,M. Belinelli makes 2-pt shot from 21 ft (assist by R. Holmes)
1:47.0,A. Gordon makes 2-pt shot at rim,2,101-110,,
1:26.0,,,101-110,,Turnover by T. McConnell (bad pass; steal by N. Vucevic)
1:21.0,M. Hezonja misses 3-pt shot from 24 ft,,101-110,,
1:16.0,,,101-110,,Defensive rebound by T. McConnell
1:02.0,,,101-112,2,T. Luwawu-Cabarrot makes 2-pt shot from 2 ft (assist by T. McConnell)
1:02.0,Orlando full timeout,,101-112,,
0:52.0,J. Simmons misses 2-pt shot from 2 ft,,101-112,,
0:50.0,Offensive rebound by J. Simmons,,101-112,,
0:50.0,J. Simmons makes 2-pt shot from 1 ft,2,103-112,,
0:49.0,Personal foul by A. Gordon (drawn by T. McConnell),,103-112,,
0:45.0,Personal take foul by A. Gordon (drawn by T. Luwawu-Cabarrot),,103-112,,
0:45.0,,,103-113,1,T. Luwawu-Cabarrot makes free throw 1 of 2
0:45.0,,,103-114,1,T. Luwawu-Cabarrot makes free throw 2 of 2
0:38.0,A. Gordon misses 3-pt shot from 25 ft,,103-114,,
0:33.0,,,103-114,,Defensive rebound by T. McConnell
0:33.0,Personal take foul by M. Hezonja (drawn by T. McConnell),,103-114,,
0:33.0,,,103-115,1,T. McConnell makes free throw 1 of 2
0:33.0,W. Iwundu enters the game for N. Vucevic,,103-115,,
0:33.0,K. Birch enters the game for E. Fournier,,103-115,,
0:33.0,R. Vaughn enters the game for J. Simmons,,103-115,,
0:33.0,,,103-116,1,T. McConnell makes free throw 2 of 2
0:14.0,A. Gordon makes 2-pt shot from 2 ft,2,105-116,,
