time,Boston,pts.away,score,pts.home,Cleveland
5:11.0,,,89-86,,D. Rose enters the game for I. Shumpert
5:11.0,A. Horford enters the game for A. Baynes,,89-86,,
4:58.0,,,89-86,,Turnover by K. Love (out of bounds lost ball)
4:58.0,M. Smart enters the game for T. Rozier,,89-86,,
4:41.0,A. Horford misses 2-pt shot from 5 ft (block by D. Wade),,89-86,,
4:41.0,,,89-86,,Defensive rebound by K. Love
4:32.0,,,89-88,2,L. James makes 2-pt shot from 1 ft
4:12.0,J. Brown makes 3-pt shot from 23 ft (assist by K. Irving),3,92-88,,
3:47.0,,,92-91,3,L. James makes 3-pt shot from 28 ft (assist by J. Crowder)
3:29.0,J. Brown misses 3-pt shot from 23 ft,,92-91,,
3:29.0,,,92-91,,Defensive rebound by L. James
3:21.0,,,92-91,,L. James misses 3-pt shot from 26 ft
3:21.0,Defensive rebound by J. Tatum,,92-91,,
3:12.0,J. Tatum makes 2-pt shot from 1 ft (assist by K. Irving),2,94-91,,
2:58.0,,,94-91,,Shooting foul by K. Irving (drawn by D. Rose)
2:58.0,Boston full timeout,,94-91,,
2:58.0,,,94-92,1,D. Rose makes free throw 1 of 2
2:58.0,,,94-93,1,D. Rose makes free throw 2 of 2
2:41.0,J. Brown makes 2-pt shot from 17 ft,2,96-93,,
2:24.0,,,96-95,2,L. James makes 2-pt shot from 1 ft (assist by D. Wade)
2:03.0,J. Tatum makes 2-pt shot at rim (assist by K. Irving),2,98-95,,
1:43.0,,,98-95,,D. Rose misses 2-pt shot from 7 ft
1:43.0,,,98-95,,Offensive rebound by K. Love
1:43.0,Personal foul by J. Brown (drawn by K. Love),,98-95,,
1:43.0,,,98-96,1,K. Love makes free throw 1 of 2
1:43.0,,,98-97,1,K. Love makes free throw 2 of 2
1:31.0,J. Brown misses 3-pt shot from 23 ft,,98-97,,
1:27.0,,,98-97,,Defensive rebound by J. Crowder
1:19.0,,,98-99,2,L. James makes 2-pt shot from 2 ft
1:04.0,Turnover by J. Tatum (bad pass),,98-99,,
1:04.0,,,98-99,,Cleveland full timeout
0:46.0,,,98-102,3,K. Love makes 3-pt shot from 22 ft (assist by L. James)
0:46.0,Boston full timeout,,98-102,,
0:46.0,,,98-102,,I. Shumpert enters the game for K. Love
0:46.0,,,98-102,,T. Thompson enters the game for D. Wade
0:46.0,,,98-102,,Personal foul by I. Shumpert (drawn by M. Smart)
0:46.0,K. Irving makes free throw 1 of 2,1,99-102,,
0:33.0,K. Irving misses 2-pt shot from 8 ft,,99-102,,
0:31.0,,,99-102,,Defensive rebound by L. James
0:09.0,,,99-102,,L. James misses 3-pt shot from 26 ft
0:06.0,Defensive rebound by J. Tatum,,99-102,,
0:02.0,J. Brown misses 3-pt shot from 25 ft,,99-102,,
0:02.0,Offensive rebound by K. Irving,,99-102,,
0:00.0,K. Irving misses 3-pt shot from 26 ft,,99-102,,
0:00.0,Offensive rebound by Team,,99-102,,
