time,Sacramento,pts.away,score,pts.home,Memphis
5:39.0,J. Jackson enters the game for B. Bogdanovic,,75-92,,
5:39.0,D. Fox enters the game for V. Carter,,75-92,,
5:28.0,W. Cauley-Stein makes 2-pt shot at rim (assist by D. Fox),2,77-92,,
5:06.0,,,77-94,2,J. Green makes 2-pt shot from 18 ft (assist by B. McLemore)
4:47.0,W. Cauley-Stein misses 2-pt shot from 11 ft,,77-94,,
4:43.0,,,77-94,,Defensive rebound by M. Gasol
4:35.0,,,77-94,,J. Green misses 3-pt shot from 25 ft
4:31.0,Defensive rebound by J. Jackson,,77-94,,
4:25.0,J. Jackson makes 3-pt shot from 26 ft (assist by B. Hield),3,80-94,,
4:03.0,,,80-94,,D. Brooks misses 2-pt shot from 5 ft
3:58.0,,,80-94,,Offensive rebound by J. Green
3:58.0,,,80-96,2,J. Green makes 2-pt shot at rim
3:49.0,S. Labissiere misses 2-pt shot from 18 ft,,80-96,,
3:46.0,,,80-96,,Defensive rebound by M. Gasol
3:40.0,Personal foul by D. Fox (drawn by A. Harrison),,80-96,,
3:40.0,,,80-96,,I. Rabb enters the game for M. Gasol
3:40.0,G. Papagiannis enters the game for W. Cauley-Stein,,80-96,,
3:31.0,,,80-98,2,A. Harrison makes 2-pt shot from 21 ft
3:19.0,D. Fox makes 2-pt shot from 2 ft,2,82-98,,
3:19.0,Shooting foul by J. Green (drawn by D. Fox),,82-98,,
3:19.0,D. Fox makes free throw 1 of 1,1,83-98,,
3:11.0,,,83-98,,Turnover by A. Harrison (bad pass; steal by B. Hield)
3:04.0,B. Hield makes 3-pt shot from 27 ft (assist by G. Papagiannis),3,86-98,,
2:45.0,,,86-100,2,D. Brooks makes 2-pt shot at rim
2:28.0,B. Hield misses 3-pt shot from 24 ft,,86-100,,
2:26.0,,,86-100,,Defensive rebound by J. Green
2:17.0,,,86-102,2,I. Rabb makes 2-pt shot from 1 ft (assist by A. Harrison)
2:01.0,B. Hield misses 3-pt shot from 25 ft,,86-102,,
1:59.0,,,86-102,,Defensive rebound by J. Green
1:45.0,,,86-104,2,I. Rabb makes 2-pt shot from 14 ft
1:41.0,,,86-104,,Personal take foul by A. Harrison (drawn by D. Fox)
1:41.0,,,86-104,,D. Davis enters the game for J. Green
1:41.0,,,86-104,,W. Selden enters the game for D. Brooks
1:32.0,D. Fox misses 2-pt shot from 17 ft,,86-104,,
1:30.0,,,86-104,,Defensive rebound by D. Davis
1:16.0,,,86-104,,B. McLemore misses 2-pt shot from 4 ft
1:13.0,Defensive rebound by B. Hield,,86-104,,
1:08.0,B. Hield makes 2-pt shot from 1 ft,2,88-104,,
0:46.0,,,88-104,,W. Selden misses 2-pt shot from 11 ft
0:43.0,Defensive rebound by G. Papagiannis,,88-104,,
0:42.0,Turnover by G. Papagiannis (bad pass),,88-104,,
0:21.0,,,88-106,2,W. Selden makes 2-pt shot at rim
