time,Cleveland,pts.away,score,pts.home,Golden State
3:02.0,,,107-114,2,S. Livingston makes 2-pt shot from 5 ft (assist by S. Curry)
3:01.0,Cleveland full timeout,,107-114,,
2:48.0,,,107-114,,Personal foul by K. Durant (drawn by L. James)
2:34.0,L. James misses 2-pt shot from 17 ft,,107-114,,
2:28.0,,,107-114,,Defensive rebound by S. Livingston
2:14.0,,,107-116,2,S. Livingston makes 2-pt shot from 1 ft (assist by D. Green)
2:02.0,L. James misses 2-pt shot from 18 ft,,107-116,,
2:01.0,Offensive rebound by J. Green,,107-116,,
2:01.0,J. Green makes 2-pt shot at rim,2,109-116,,
1:36.0,,,109-119,3,D. Green makes 3-pt shot from 28 ft (assist by S. Livingston)
1:28.0,L. James misses 2-pt shot from 6 ft,,109-119,,
1:26.0,Offensive rebound by L. James,,109-119,,
1:23.0,Shooting foul by D. Green (drawn by L. James),,109-119,,
1:23.0,L. James makes free throw 1 of 2,1,110-119,,
1:23.0,T. Thompson enters the game for K. Love,,110-119,,
1:23.0,L. James makes free throw 2 of 2,1,111-119,,
1:04.0,,,111-122,3,K. Thompson makes 3-pt shot from 23 ft (assist by D. Green)
0:57.0,L. James misses 3-pt shot from 30 ft,,111-122,,
0:52.0,,,111-122,,Defensive rebound by S. Curry
0:34.0,,,111-122,,S. Curry misses 2-pt shot from 4 ft (block by L. James)
0:29.0,Defensive rebound by J. Smith,,111-122,,
0:27.0,J. Smith makes 3-pt shot from 28 ft (assist by G. Hill),3,114-122,,
0:02.0,Technical foul by T. Thompson (drawn by S. Livingston),,114-122,,
0:02.0,,,114-123,1,S. Livingston makes flagrant free throw 1 of 2
0:02.0,,,114-124,1,S. Livingston makes flagrant free throw 2 of 2
0:02.0,,,114-124,,P. McCaw enters the game for K. Thompson
0:02.0,,,114-124,,K. Looney enters the game for D. Green
0:02.0,,,114-124,,J. Bell enters the game for S. Curry
0:02.0,,,114-124,,N. Young enters the game for S. Livingston
0:02.0,,,114-124,,Q. Cook enters the game for K. Durant
0:02.0,A. Zizic enters the game for G. Hill,,114-124,,
0:02.0,C. Osman enters the game for J. Smith,,114-124,,
0:02.0,R. Hood enters the game for L. James,,114-124,,
0:02.0,J. Clarkson enters the game for J. Green,,114-124,,
0:02.0,J. Calderon enters the game for T. Thompson,,114-124,,
