time,LA Clippers,pts.away,score,pts.home,Denver
7:30.0,B. Marjanovic misses 2-pt shot from 2 ft,,100-94,,
7:30.0,,,100-94,,Defensive rebound by N. Jokic
7:22.0,,,100-94,,Shooting foul by B. Marjanovic (drawn by G. Harris)
7:22.0,,,100-94,,G. Harris misses free throw 1 of 2
7:22.0,,,100-94,,Offensive rebound by Team
7:22.0,,,100-94,,W. Barton enters the game for P. Millsap
7:22.0,Technical foul by M. Teodosic,,100-94,,
7:22.0,,,100-95,1,J. Murray makes technical free throw
7:22.0,,,100-96,1,G. Harris makes free throw 2 of 2
7:08.0,B. Marjanovic makes 2-pt shot from 1 ft (assist by L. Williams),2,102-96,,
6:45.0,,,102-99,3,G. Harris makes 3-pt shot from 25 ft (assist by J. Murray)
6:20.0,Turnover by B. Marjanovic (lost ball; steal by N. Jokic),,102-99,,
6:15.0,,,102-99,,G. Harris misses 3-pt shot from 24 ft
6:15.0,,,102-99,,Offensive rebound by J. Murray
6:15.0,,,102-101,2,J. Murray makes 2-pt shot at rim
6:15.0,,,102-101,,Shooting foul by L. Williams (drawn by J. Murray)
6:15.0,,,102-102,1,J. Murray makes free throw 1 of 1
6:15.0,LA Clippers full timeout,,102-102,,
6:15.0,T. Harris enters the game for T. Wallace,,102-102,,
6:03.0,Shooting foul by W. Chandler (drawn by B. Marjanovic),,102-102,,
6:03.0,B. Marjanovic makes free throw 1 of 2,1,103-102,,
6:03.0,B. Marjanovic makes free throw 2 of 2,1,104-102,,
5:47.0,,,104-102,,Shooting foul by B. Marjanovic (drawn by G. Harris)
5:47.0,,,104-103,1,G. Harris makes free throw 1 of 2
5:47.0,,,104-104,1,G. Harris makes free throw 2 of 2
5:36.0,L. Williams misses 2-pt shot from 12 ft,,104-104,,
5:32.0,Offensive rebound by B. Marjanovic,,104-104,,
5:23.0,B. Marjanovic makes 2-pt shot from 2 ft (assist by T. Harris),2,106-104,,
5:12.0,,,106-106,2,N. Jokic makes 2-pt shot from 2 ft (assist by J. Murray)
4:57.0,L. Williams makes 2-pt shot from 2 ft,2,108-106,,
4:57.0,Shooting foul by N. Jokic (drawn by L. Williams),,108-106,,
4:57.0,L. Williams makes free throw 1 of 1,1,109-106,,
4:38.0,,,109-108,2,W. Chandler makes 2-pt shot from 1 ft
4:23.0,L. Williams makes 2-pt shot from 11 ft (assist by M. Teodosic),2,111-108,,
4:05.0,,,111-108,,W. Chandler misses 3-pt shot from 22 ft
4:02.0,Defensive rebound by L. Williams,,111-108,,
3:48.0,Shooting foul by W. Chandler (drawn by B. Marjanovic),,111-108,,
3:48.0,LA Clippers full timeout,,111-108,,
3:48.0,B. Marjanovic makes free throw 1 of 2,1,112-108,,
3:48.0,B. Marjanovic makes free throw 2 of 2,1,113-108,,
3:34.0,,,113-108,,Turnover by W. Chandler (bad pass; steal by L. Williams)
3:14.0,B. Marjanovic makes 2-pt shot from 2 ft (assist by L. Williams),2,115-108,,
2:58.0,,,115-108,,Turnover by N. Jokic (out of bounds lost ball)
2:58.0,,,115-108,,M. Plumlee enters the game for W. Chandler
2:51.0,,,115-108,,Personal foul by N. Jokic (drawn by B. Marjanovic)
2:51.0,B. Marjanovic misses free throw 1 of 2,,115-108,,
2:51.0,Offensive rebound by Team,,115-108,,
2:51.0,B. Marjanovic makes free throw 2 of 2,1,116-108,,
2:44.0,Away from play foul by L. Williams (drawn by M. Plumlee),,116-108,,
2:44.0,,,116-108,,M. Plumlee misses free throw 1 of 2
2:44.0,,,116-108,,Offensive rebound by Team
2:44.0,,,116-108,,M. Plumlee misses free throw 2 of 2
2:41.0,,,116-108,,Offensive rebound by W. Barton
2:36.0,,,116-111,3,N. Jokic makes 3-pt shot from 22 ft (assist by J. Murray)
2:03.0,M. Harrell makes 2-pt shot from 3 ft,2,118-111,,
1:49.0,,,118-111,,M. Plumlee misses 2-pt shot from 3 ft (block by B. Marjanovic)
1:47.0,Defensive rebound by T. Harris,,118-111,,
1:34.0,Turnover by T. Harris (traveling),,118-111,,
1:30.0,,,118-111,,W. Barton misses 2-pt shot from 2 ft (block by T. Harris)
1:27.0,Defensive rebound by T. Harris,,118-111,,
1:08.0,Turnover by M. Teodosic (bad pass; steal by G. Harris),,118-111,,
0:59.0,Personal foul by M. Harrell (drawn by G. Harris),,118-111,,
0:59.0,,,118-112,1,G. Harris makes free throw 1 of 2
0:59.0,A. Rivers enters the game for B. Marjanovic,,118-112,,
0:59.0,,,118-112,,W. Chandler enters the game for N. Jokic
0:59.0,,,118-113,1,G. Harris makes free throw 2 of 2
0:45.0,A. Rivers misses 3-pt shot from 22 ft,,118-113,,
0:41.0,,,118-113,,Defensive rebound by W. Chandler
0:28.0,,,118-115,2,J. Murray makes 2-pt shot from 2 ft
0:18.0,,,118-115,,Personal foul by W. Chandler (drawn by L. Williams)
0:18.0,,,118-115,,N. Jokic enters the game for W. Chandler
0:18.0,L. Williams makes free throw 1 of 2,1,119-115,,
0:18.0,L. Williams misses free throw 2 of 2,,119-115,,
0:17.0,,,119-115,,Defensive rebound by N. Jokic
0:17.0,,,119-115,,Denver full timeout
0:17.0,,,119-115,,T. Lyles enters the game for M. Plumlee
0:17.0,W. Johnson enters the game for M. Teodosic,,119-115,,
0:17.0,T. Wallace enters the game for L. Williams,,119-115,,
0:15.0,,,119-118,3,G. Harris makes 3-pt shot from 25 ft (assist by W. Barton)
0:14.0,LA Clippers full timeout,,119-118,,
0:14.0,L. Williams enters the game for M. Harrell,,119-118,,
0:14.0,B. Marjanovic enters the game for W. Johnson,,119-118,,
0:14.0,M. Teodosic enters the game for T. Wallace,,119-118,,
0:11.0,,,119-118,,Personal take foul by T. Lyles (drawn by L. Williams)
0:11.0,L. Williams makes free throw 1 of 2,1,120-118,,
0:11.0,T. Wallace enters the game for B. Marjanovic,,120-118,,
0:11.0,M. Harrell enters the game for M. Teodosic,,120-118,,
0:11.0,L. Williams makes free throw 2 of 2,1,121-118,,
0:08.0,Personal take foul by T. Wallace (drawn by J. Murray),,121-118,,
0:08.0,,,121-119,1,J. Murray makes free throw 1 of 2
0:08.0,W. Johnson enters the game for L. Williams,,121-119,,
0:08.0,,,121-120,1,J. Murray makes free throw 2 of 2
0:08.0,LA Clippers full timeout,,121-120,,
0:08.0,B. Marjanovic enters the game for T. Wallace,,121-120,,
0:08.0,L. Williams enters the game for M. Harrell,,121-120,,
0:08.0,M. Teodosic enters the game for W. Johnson,,121-120,,
0:07.0,,,121-120,,Personal take foul by J. Murray (drawn by A. Rivers)
0:07.0,A. Rivers misses free throw 1 of 2,,121-120,,
0:07.0,Offensive rebound by Team,,121-120,,
0:07.0,T. Wallace enters the game for B. Marjanovic,,121-120,,
0:07.0,M. Harrell enters the game for L. Williams,,121-120,,
0:07.0,W. Johnson enters the game for M. Teodosic,,121-120,,
0:07.0,A. Rivers makes free throw 2 of 2,1,122-120,,
0:00.0,,,122-120,,Turnover by J. Murray (lost ball; steal by T. Harris)
