time,Memphis,pts.away,score,pts.home,LA Lakers
2:53.0,T. Evans misses 3-pt shot from 27 ft,,91-101,,
2:49.0,,,91-101,,Defensive rebound by K. Caldwell-Pope
2:44.0,,,91-101,,LA Lakers full timeout
2:33.0,,,91-103,2,B. Lopez makes 2-pt shot from 4 ft (assist by L. Ball)
2:33.0,,,91-103,,Shooting foul by J. Ennis (drawn by B. Lopez)
2:33.0,,,91-103,,B. Lopez misses free throw 1 of 1
2:30.0,Defensive rebound by M. Conley,,91-103,,
2:21.0,M. Conley makes 2-pt shot from 17 ft,2,93-103,,
2:07.0,,,93-103,,L. Ball misses 3-pt shot from 26 ft
2:04.0,Defensive rebound by M. Gasol,,93-103,,
1:57.0,Turnover by D. Brooks (traveling),,93-103,,
1:42.0,,,93-103,,B. Ingram misses 2-pt shot from 2 ft
1:39.0,Defensive rebound by T. Evans,,93-103,,
1:38.0,T. Evans makes 2-pt shot from 2 ft,2,95-103,,
1:14.0,,,95-103,,K. Kuzma misses 3-pt shot from 27 ft
1:14.0,,,95-103,,Turnover by Team (shot clock)
1:13.0,Defensive rebound by Team,,95-103,,
1:04.0,M. Conley makes 3-pt shot from 27 ft (assist by M. Gasol),3,98-103,,
0:54.0,,,98-103,,Turnover by L. Ball (lost ball; steal by M. Conley)
0:42.0,,,98-103,,Technical foul by B. Lopez (drawn by D. Brooks)
0:42.0,D. Brooks makes flagrant free throw 1 of 2,1,99-103,,
0:42.0,D. Brooks makes flagrant free throw 2 of 2,1,100-103,,
0:42.0,Memphis full timeout,,100-103,,
0:34.0,J. Ennis misses 2-pt shot from 3 ft (block by K. Caldwell-Pope),,100-103,,
0:34.0,,,100-103,,Defensive rebound by K. Caldwell-Pope
0:19.0,,,100-105,2,K. Caldwell-Pope makes 2-pt shot from 18 ft
0:07.0,T. Evans makes 2-pt shot from 1 ft (assist by M. Gasol),2,102-105,,
0:06.0,,,102-105,,LA Lakers full timeout
0:05.0,Personal foul by D. Brooks (drawn by B. Lopez),,102-105,,
0:05.0,,,102-106,1,B. Lopez makes free throw 1 of 2
0:05.0,B. Wright enters the game for T. Evans,,102-106,,
0:05.0,,,102-107,1,B. Lopez makes free throw 2 of 2
0:05.0,Memphis full timeout,,102-107,,
0:05.0,,,102-107,,J. Randle enters the game for B. Lopez
0:05.0,T. Evans enters the game for B. Wright,,102-107,,
0:01.0,M. Gasol misses 3-pt shot from 24 ft,,102-107,,
0:01.0,Offensive rebound by J. Ennis,,102-107,,
