time,San Antonio,pts.away,score,pts.home,New Orleans
4:13.0,,,75-103,,C. Diallo misses 2-pt shot from 21 ft
4:09.0,Defensive rebound by B. Paul,,75-103,,
4:01.0,D. Murray makes 2-pt shot from 1 ft (assist by R. Gay),2,77-103,,
3:44.0,,,77-103,,C. Diallo misses 2-pt shot from 9 ft (block by D. Murray)
3:38.0,Defensive rebound by D. Murray,,77-103,,
3:33.0,R. Gay makes 3-pt shot from 25 ft (assist by D. Murray),3,80-103,,
3:26.0,,,80-103,,Offensive foul by C. Diallo (drawn by B. Forbes)
3:26.0,,,80-103,,Turnover by C. Diallo (offensive foul)
3:21.0,San Antonio full timeout,,80-103,,
3:05.0,D. Bertans misses 3-pt shot from 25 ft,,80-103,,
3:01.0,Offensive rebound by B. Forbes,,80-103,,
2:45.0,D. Murray misses 2-pt shot from 1 ft,,80-103,,
2:40.0,,,80-103,,Defensive rebound by D. Cunningham
2:30.0,,,80-103,,I. Clark misses 2-pt shot from 11 ft
2:26.0,Defensive rebound by D. Bertans,,80-103,,
2:20.0,R. Gay makes 2-pt shot from 2 ft (assist by D. Bertans),2,82-103,,
2:06.0,,,82-103,,Turnover by I. Clark (bad pass; steal by D. Murray)
2:02.0,D. Murray makes 2-pt shot from 2 ft,2,84-103,,
1:45.0,,,84-105,2,I. Clark makes 2-pt shot from 19 ft
1:29.0,R. Gay makes 2-pt shot from 3 ft,2,86-105,,
1:10.0,,,86-105,,D. Cunningham misses 2-pt shot from 2 ft
1:05.0,Defensive rebound by R. Gay,,86-105,,
1:02.0,D. Murray misses 2-pt shot from 4 ft,,86-105,,
1:01.0,,,86-105,,Defensive rebound by C. Diallo
0:41.0,,,86-107,2,D. Cunningham makes 2-pt shot from 1 ft (assist by C. Diallo)
0:28.0,R. Gay makes 2-pt shot from 22 ft,2,88-107,,
0:14.0,,,88-107,,D. Cunningham misses 3-pt shot from 23 ft
0:09.0,Defensive rebound by D. Murray,,88-107,,
0:08.0,,,88-107,,Personal foul by E. Moore (drawn by D. Murray)
0:08.0,D. Murray makes free throw 1 of 2,1,89-107,,
0:08.0,D. Murray makes free throw 2 of 2,1,90-107,,
