time,San Antonio,pts.away,score,pts.home,Sacramento
1:22.0,L. Aldridge misses free throw 1 of 2,,102-98,,
1:22.0,Offensive rebound by Team,,102-98,,
1:22.0,L. Aldridge makes free throw 2 of 2,1,103-98,,
1:16.0,,,103-98,,Turnover by D. Fox (out of bounds lost ball)
1:03.0,B. Forbes misses 2-pt shot from 15 ft,,103-98,,
0:56.0,,,103-98,,Defensive rebound by G. Temple
0:50.0,,,103-98,,G. Temple misses 3-pt shot from 24 ft
0:45.0,Defensive rebound by K. Anderson,,103-98,,
0:28.0,K. Anderson makes 2-pt shot from 6 ft,2,105-98,,
0:22.0,,,105-98,,Turnover by D. Fox (lost ball; steal by P. Mills)
0:20.0,P. Mills makes 2-pt shot from 1 ft,2,107-98,,
0:13.0,,,107-100,2,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by B. Bogdanovic)
