time,Oklahoma City,pts.away,score,pts.home,LA Lakers
4:18.0,Turnover by N. Collison (bad pass),,73-99,,
4:18.0,,,73-99,,T. Bryant enters the game for K. Kuzma
4:18.0,D. Johnson enters the game for N. Collison,,73-99,,
4:03.0,,,73-99,,T. Ennis enters the game for K. Caldwell-Pope
3:54.0,,,73-99,,Turnover by J. Hart (bad pass; steal by A. Abrines)
3:36.0,D. Hamilton makes 3-pt shot from 23 ft (assist by K. Singler),3,76-99,,
3:22.0,,,76-99,,I. Zubac misses 2-pt shot from 7 ft
3:21.0,Defensive rebound by Team,,76-99,,
3:21.0,,,76-99,,G. Payton enters the game for J. Hart
3:13.0,D. Hamilton misses 2-pt shot from 2 ft,,76-99,,
3:10.0,,,76-99,,Defensive rebound by G. Payton
2:56.0,,,76-99,,Shooting foul by D. Johnson (drawn by I. Zubac)
2:56.0,,,76-100,1,I. Zubac makes free throw 1 of 2
2:56.0,,,76-101,1,I. Zubac makes free throw 2 of 2
2:38.0,Turnover by D. Hamilton (bad pass),,76-101,,
2:21.0,,,76-101,,T. Bryant misses 2-pt shot from 5 ft
2:17.0,,,76-101,,Offensive rebound by G. Payton
2:15.0,,,76-101,,G. Payton misses 2-pt shot from 4 ft
2:13.0,Defensive rebound by D. Hamilton,,76-101,,
2:12.0,Shooting foul by I. Zubac (drawn by K. Singler),,76-101,,
2:12.0,K. Singler misses free throw 1 of 2,,76-101,,
2:12.0,Offensive rebound by Team,,76-101,,
2:12.0,P. Dozier enters the game for A. Abrines,,76-101,,
2:12.0,K. Singler makes free throw 2 of 2,1,77-101,,
1:54.0,,,77-103,2,T. Bryant makes 2-pt shot from 1 ft (assist by A. Caruso)
1:39.0,P. Dozier makes 2-pt shot from 1 ft,2,79-103,,
1:29.0,,,79-105,2,I. Zubac makes 2-pt shot from 1 ft (assist by T. Bryant)
1:29.0,,,79-105,,Shooting foul by P. Dozier (drawn by I. Zubac)
1:29.0,,,79-106,1,I. Zubac makes free throw 1 of 1
1:10.0,D. Johnson misses 2-pt shot from 2 ft (block by A. Caruso),,79-106,,
1:06.0,,,79-106,,Defensive rebound by T. Ennis
1:00.0,,,79-106,,G. Payton misses 3-pt shot from 23 ft
0:56.0,Defensive rebound by P. Dozier,,79-106,,
0:48.0,P. Dozier misses 2-pt shot from 22 ft,,79-106,,
0:43.0,,,79-106,,Defensive rebound by I. Zubac
0:29.0,,,79-106,,T. Bryant misses 3-pt shot from 22 ft
0:26.0,Defensive rebound by K. Singler,,79-106,,
0:16.0,K. Singler makes 2-pt shot from 1 ft (assist by D. Hamilton),2,81-106,,
