time,Brooklyn,pts.away,score,pts.home,Miami
6:28.0,,,94-90,2,J. Johnson makes 2-pt shot from 8 ft
6:28.0,,,94-90,,Shooting foul by R. Hollis-Jefferson (drawn by J. Johnson)
6:28.0,Technical foul by R. Hollis-Jefferson,,94-90,,
6:28.0,Brooklyn full timeout,,94-90,,
6:28.0,A. Crabbe enters the game for J. Harris,,94-90,,
6:28.0,,,94-90,,D. Wade misses technical free throw
6:28.0,,,94-90,,Offensive rebound by Team
6:28.0,,,94-91,1,J. Johnson makes free throw 1 of 1
6:10.0,Q. Acy makes 2-pt shot from 18 ft,2,96-91,,
5:48.0,,,96-93,2,J. Johnson makes 2-pt shot from 2 ft
5:21.0,S. Dinwiddie misses 2-pt shot from 5 ft,,96-93,,
5:20.0,Offensive rebound by S. Dinwiddie,,96-93,,
5:01.0,D. Carroll misses 3-pt shot from 23 ft,,96-93,,
4:59.0,,,96-93,,Defensive rebound by J. Richardson
4:46.0,,,96-93,,J. Winslow misses 2-pt shot from 2 ft
4:46.0,,,96-93,,Offensive rebound by Team
4:46.0,D. Cunningham enters the game for D. Carroll,,96-93,,
4:46.0,C. LeVert enters the game for Q. Acy,,96-93,,
4:46.0,,,96-93,,Miami full timeout
4:38.0,,,96-93,,J. Johnson misses 2-pt shot from 2 ft
4:37.0,Defensive rebound by R. Hollis-Jefferson,,96-93,,
4:20.0,,,96-93,,Personal foul by J. Richardson (drawn by C. LeVert)
4:07.0,R. Hollis-Jefferson makes 2-pt shot from 14 ft (assist by S. Dinwiddie),2,98-93,,
3:52.0,Personal foul by A. Crabbe (drawn by J. Johnson),,98-93,,
3:52.0,,,98-94,1,J. Johnson makes free throw 1 of 2
3:52.0,,,98-95,1,J. Johnson makes free throw 2 of 2
3:41.0,Turnover by S. Dinwiddie (traveling),,98-95,,
3:24.0,,,98-95,,D. Wade misses 2-pt shot from 19 ft
3:23.0,Defensive rebound by C. LeVert,,98-95,,
3:12.0,C. LeVert misses 2-pt shot from 10 ft,,98-95,,
3:11.0,,,98-95,,Defensive rebound by J. Winslow
3:05.0,,,98-97,2,J. Winslow makes 2-pt shot from 1 ft
3:05.0,Brooklyn full timeout,,98-97,,
3:05.0,D. Carroll enters the game for D. Cunningham,,98-97,,
2:43.0,S. Dinwiddie misses 2-pt shot from 13 ft,,98-97,,
2:42.0,,,98-97,,Defensive rebound by J. Johnson
2:25.0,,,98-97,,Turnover by G. Dragic (bad pass; steal by S. Dinwiddie)
2:17.0,S. Dinwiddie misses 3-pt shot from 24 ft,,98-97,,
2:16.0,,,98-97,,Defensive rebound by J. Winslow
2:14.0,,,98-97,,Turnover by D. Wade (out of bounds lost ball)
1:54.0,A. Crabbe misses 3-pt shot from 24 ft,,98-97,,
1:53.0,,,98-97,,Defensive rebound by Team
1:41.0,,,98-97,,G. Dragic misses 2-pt shot from 17 ft
1:40.0,Defensive rebound by R. Hollis-Jefferson,,98-97,,
1:19.0,C. LeVert misses 2-pt shot from 18 ft,,98-97,,
1:18.0,,,98-97,,Defensive rebound by J. Winslow
1:12.0,,,98-99,2,D. Wade makes 2-pt shot from 1 ft (assist by J. Winslow)
1:12.0,Brooklyn full timeout,,98-99,,
1:10.0,R. Hollis-Jefferson makes 2-pt shot from 1 ft (assist by S. Dinwiddie),2,100-99,,
1:10.0,Shooting foul by J. Johnson (drawn by R. Hollis-Jefferson),,100-99,,
1:10.0,R. Hollis-Jefferson makes free throw 1 of 1,1,101-99,,
0:59.0,,,101-99,,Shooting foul by R. Hollis-Jefferson (drawn by D. Wade)
0:59.0,,,101-100,1,D. Wade makes free throw 1 of 2
0:59.0,,,101-101,1,D. Wade makes free throw 2 of 2
0:34.0,Turnover by S. Dinwiddie (lost ball; steal by D. Wade),,101-101,,
0:29.0,,,101-101,,J. Winslow misses 2-pt shot from 2 ft (block by C. LeVert)
0:26.0,Defensive rebound by R. Hollis-Jefferson,,101-101,,
0:26.0,Brooklyn full timeout,,101-101,,
0:26.0,,,101-101,,Miami full timeout
0:04.0,S. Dinwiddie misses 2-pt shot from 7 ft,,101-101,,
0:03.0,Offensive rebound by R. Hollis-Jefferson,,101-101,,
0:02.0,R. Hollis-Jefferson misses 2-pt shot from 5 ft (block by J. Winslow),,101-101,,
0:01.0,,,101-101,,Defensive rebound by J. Richardson
0:01.0,,,101-101,,Miami full timeout
0:01.0,,,101-101,,W. Ellington enters the game for J. Johnson
0:01.0,,,101-101,,K. Olynyk enters the game for J. Winslow
0:00.0,,,101-101,,G. Dragic misses 2-pt shot from 15 ft
0:00.0,,,101-101,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:34.0,Turnover by Team (shot clock),,101-101,,
4:24.0,Personal foul by S. Dinwiddie (drawn by J. Winslow),,101-101,,
4:24.0,J. Harris enters the game for A. Crabbe,,101-101,,
4:15.0,,,101-103,2,J. Richardson makes 2-pt shot from 1 ft (assist by J. Winslow)
4:08.0,,,101-103,,Personal foul by T. Johnson (drawn by S. Dinwiddie)
3:57.0,C. LeVert misses 3-pt shot from 24 ft,,101-103,,
3:56.0,Offensive rebound by Team,,101-103,,
3:55.0,,,101-103,,Loose ball foul by G. Dragic (drawn by D. Carroll)
3:55.0,A. Crabbe enters the game for S. Dinwiddie,,101-103,,
3:44.0,J. Harris makes 2-pt shot from 1 ft (assist by C. LeVert),2,103-103,,
3:44.0,,,103-103,,Violation by J. Winslow (def goaltending)
3:30.0,,,103-103,,J. Winslow misses 2-pt shot from 1 ft (block by R. Hollis-Jefferson)
3:29.0,Defensive rebound by R. Hollis-Jefferson,,103-103,,
3:06.0,R. Hollis-Jefferson makes 2-pt shot from 4 ft,2,105-103,,
2:48.0,,,105-105,2,J. Richardson makes 2-pt shot from 14 ft
2:29.0,C. LeVert makes 2-pt shot from 7 ft,2,107-105,,
2:18.0,,,107-105,,J. Richardson misses 2-pt shot from 20 ft
2:17.0,Defensive rebound by C. LeVert,,107-105,,
1:54.0,R. Hollis-Jefferson misses 2-pt shot from 3 ft,,107-105,,
1:53.0,,,107-105,,Defensive rebound by G. Dragic
1:52.0,Personal foul by D. Carroll (drawn by J. Richardson),,107-105,,
1:52.0,,,107-105,,D. Wade enters the game for T. Johnson
1:48.0,,,107-105,,Turnover by J. Richardson (bad pass; steal by D. Carroll)
1:26.0,Shooting foul by J. Winslow (drawn by J. Harris),,107-105,,
1:26.0,J. Harris misses free throw 1 of 2,,107-105,,
1:26.0,Offensive rebound by Team,,107-105,,
1:26.0,J. Harris makes free throw 2 of 2,1,108-105,,
1:16.0,,,108-107,2,D. Wade makes 2-pt shot from 6 ft
0:54.0,A. Crabbe misses 2-pt shot from 9 ft,,108-107,,
0:50.0,,,108-107,,Defensive rebound by J. Winslow
0:41.0,,,108-109,2,J. Johnson makes 2-pt shot from 1 ft (assist by D. Wade)
0:41.0,Brooklyn full timeout,,108-109,,
0:34.0,C. LeVert makes 2-pt shot from 10 ft,2,110-109,,
0:34.0,,,110-109,,Miami full timeout
0:27.0,,,110-109,,D. Wade misses 2-pt shot from 5 ft
0:24.0,Defensive rebound by A. Crabbe,,110-109,,
0:17.0,Turnover by J. Harris (lost ball; steal by J. Winslow),,110-109,,
0:10.0,,,110-109,,D. Wade misses 2-pt shot from 1 ft
0:09.0,,,110-109,,Offensive rebound by J. Johnson
0:08.0,,,110-109,,J. Richardson misses 3-pt shot from 26 ft
0:07.0,,,110-109,,Offensive rebound by J. Johnson
0:04.0,,,110-109,,Miami full timeout
0:04.0,,,110-109,,W. Ellington enters the game for J. Johnson
0:04.0,,,110-109,,K. Olynyk enters the game for J. Winslow
0:04.0,D. Cunningham enters the game for R. Hollis-Jefferson,,110-109,,
0:01.0,,,110-109,,D. Wade misses 2-pt shot from 1 ft
0:00.0,Defensive rebound by C. LeVert,,110-109,,
