time,Indiana,pts.away,score,pts.home,Atlanta
8:12.0,,,75-92,,I. Taylor misses free throw 1 of 2
8:12.0,,,75-92,,Offensive rebound by Team
8:12.0,,,75-92,,D. Dedmon enters the game for M. Muscala
8:12.0,,,75-93,1,I. Taylor makes free throw 2 of 2
8:02.0,,,75-93,,Personal foul by T. Dorsey (drawn by L. Stephenson)
7:59.0,B. Bogdanovic makes 3-pt shot from 26 ft (assist by D. Sabonis),3,78-93,,
7:41.0,,,78-93,,Turnover by K. Bazemore (bad pass; steal by V. Oladipo)
7:37.0,V. Oladipo misses 2-pt shot from 1 ft (block by T. Dorsey),,78-93,,
7:37.0,Offensive rebound by Team,,78-93,,
7:37.0,,,78-93,,T. Waller-Prince enters the game for T. Dorsey
7:35.0,B. Bogdanovic misses 3-pt shot from 22 ft,,78-93,,
7:31.0,Offensive rebound by D. Sabonis,,78-93,,
7:24.0,V. Oladipo misses 3-pt shot from 24 ft,,78-93,,
7:16.0,,,78-93,,Defensive rebound by J. Collins
7:03.0,,,78-93,,Turnover by K. Bazemore (lost ball; steal by V. Oladipo)
7:03.0,,,78-93,,Personal foul by K. Bazemore (drawn by V. Oladipo)
7:03.0,,,78-93,,D. Schroder enters the game for I. Taylor
6:50.0,Turnover by V. Oladipo (lost ball; steal by K. Bazemore),,78-93,,
6:46.0,,,78-93,,T. Waller-Prince misses 2-pt shot from 1 ft
6:45.0,,,78-93,,Offensive rebound by J. Collins
6:45.0,,,78-95,2,J. Collins makes 2-pt shot at rim
6:38.0,L. Stephenson makes 2-pt shot from 1 ft (assist by C. Joseph),2,80-95,,
6:38.0,Shooting foul by T. Waller-Prince (drawn by L. Stephenson),,80-95,,
6:38.0,L. Stephenson makes free throw 1 of 1,1,81-95,,
6:25.0,,,81-95,,Turnover by D. Dedmon (traveling)
6:25.0,,,81-95,,M. Delaney enters the game for J. Collins
6:08.0,B. Bogdanovic makes 2-pt shot from 1 ft,2,83-95,,
6:08.0,,,83-95,,Atlanta full timeout
5:44.0,,,83-95,,Shooting foul by C. Joseph (drawn by D. Schroder)
5:44.0,,,83-96,1,D. Schroder makes free throw 1 of 2
5:44.0,,,83-97,1,D. Schroder makes free throw 2 of 2
5:37.0,Offensive foul by D. Sabonis (drawn by T. Waller-Prince),,83-97,,
5:37.0,Turnover by D. Sabonis (offensive foul),,83-97,,
5:23.0,,,83-97,,D. Schroder misses 2-pt shot from 16 ft
5:18.0,Defensive rebound by B. Bogdanovic,,83-97,,
5:03.0,B. Bogdanovic makes 3-pt shot from 22 ft (assist by V. Oladipo),3,86-97,,
4:42.0,,,86-97,,D. Dedmon misses 2-pt shot from 1 ft
4:39.0,Defensive rebound by C. Joseph,,86-97,,
4:29.0,V. Oladipo makes 2-pt shot from 16 ft (assist by D. Sabonis),2,88-97,,
4:02.0,,,88-97,,K. Bazemore misses 3-pt shot from 27 ft
3:58.0,Defensive rebound by B. Bogdanovic,,88-97,,
3:47.0,,,88-97,,Personal foul by D. Schroder (drawn by V. Oladipo)
3:47.0,Indiana full timeout,,88-97,,
3:47.0,,,88-97,,J. Collins enters the game for K. Bazemore
3:39.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by V. Oladipo),3,91-97,,
3:21.0,,,91-97,,Turnover by J. Collins (bad pass)
3:02.0,B. Bogdanovic misses 3-pt shot from 25 ft,,91-97,,
2:58.0,Offensive rebound by V. Oladipo,,91-97,,
2:54.0,V. Oladipo misses 3-pt shot from 25 ft,,91-97,,
2:50.0,,,91-97,,Defensive rebound by D. Dedmon
2:33.0,,,91-97,,T. Waller-Prince misses 2-pt shot from 14 ft
2:31.0,Defensive rebound by Team,,91-97,,
2:31.0,,,91-97,,Personal foul by D. Dedmon (drawn by D. Sabonis)
2:31.0,D. Sabonis makes free throw 1 of 2,1,92-97,,
2:31.0,D. Sabonis makes free throw 2 of 2,1,93-97,,
2:17.0,,,93-97,,D. Schroder misses 2-pt shot from 3 ft
2:10.0,,,93-97,,Offensive rebound by J. Collins
2:10.0,,,93-99,2,J. Collins makes 2-pt shot at rim
2:04.0,V. Oladipo misses 2-pt shot from 1 ft,,93-99,,
1:59.0,Offensive rebound by V. Oladipo,,93-99,,
1:59.0,V. Oladipo makes 2-pt shot at rim,2,95-99,,
1:40.0,,,95-101,2,D. Schroder makes 2-pt shot from 2 ft
1:31.0,L. Stephenson makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,97-101,,
1:15.0,,,97-101,,D. Schroder misses 3-pt shot from 24 ft
1:11.0,Defensive rebound by L. Stephenson,,97-101,,
1:06.0,V. Oladipo misses 3-pt shot from 24 ft,,97-101,,
1:06.0,Offensive rebound by D. Sabonis,,97-101,,
1:02.0,D. Sabonis makes 2-pt shot from 1 ft,2,99-101,,
0:43.0,,,99-103,2,D. Schroder makes 2-pt shot from 1 ft
0:43.0,Indiana full timeout,,99-103,,
0:43.0,,,99-103,,K. Bazemore enters the game for D. Dedmon
0:42.0,Turnover by B. Bogdanovic (out of bounds lost ball),,99-103,,
0:26.0,,,99-105,2,D. Schroder makes 2-pt shot at rim
0:19.0,C. Joseph misses 2-pt shot from 2 ft,,99-105,,
0:16.0,,,99-105,,Defensive rebound by J. Collins
0:15.0,Personal take foul by B. Bogdanovic (drawn by D. Schroder),,99-105,,
0:15.0,,,99-105,,D. Schroder misses free throw 1 of 2
0:15.0,,,99-105,,Offensive rebound by Team
0:15.0,,,99-105,,T. Dorsey enters the game for T. Waller-Prince
0:15.0,,,99-105,,J. Morris enters the game for K. Bazemore
0:15.0,,,99-106,1,D. Schroder makes free throw 2 of 2
0:15.0,Indiana full timeout,,99-106,,
0:14.0,B. Bogdanovic makes 3-pt shot from 26 ft (assist by L. Stephenson),3,102-106,,
0:12.0,Personal take foul by D. Sabonis (drawn by J. Collins),,102-106,,
0:12.0,,,102-107,1,J. Collins makes free throw 1 of 2
0:12.0,,,102-107,,J. Collins misses free throw 2 of 2
0:10.0,Defensive rebound by L. Stephenson,,102-107,,
0:05.0,L. Stephenson misses 3-pt shot from 24 ft,,102-107,,
0:02.0,Offensive rebound by V. Oladipo,,102-107,,
0:01.0,V. Oladipo misses 3-pt shot from 31 ft,,102-107,,
0:01.0,,,102-107,,Defensive rebound by T. Dorsey
