time,Utah,pts.away,score,pts.home,Golden State
2:39.0,,,104-82,2,J. Bell makes 2-pt shot from 3 ft (assist by Q. Cook)
2:24.0,Turnover by E. Udoh (traveling),,104-82,,
2:04.0,,,104-85,3,Q. Cook makes 3-pt shot from 26 ft (assist by J. Bell)
1:46.0,G. Niang misses 2-pt shot from 5 ft,,104-85,,
1:44.0,Offensive rebound by G. Niang,,104-85,,
1:44.0,G. Niang makes 2-pt shot from 4 ft,2,106-85,,
1:40.0,,,106-85,,Shooting foul by D. Stockton (drawn by Q. Cook)
1:40.0,,,106-86,1,Q. Cook makes free throw 1 of 2
1:40.0,,,106-87,1,Q. Cook makes free throw 2 of 2
1:20.0,Shooting foul by D. Jones (drawn by D. Stockton),,106-87,,
1:20.0,D. Stockton makes free throw 1 of 2,1,107-87,,
1:20.0,D. Stockton makes free throw 2 of 2,1,108-87,,
1:06.0,,,108-87,,N. Young misses 3-pt shot from 26 ft
1:02.0,Defensive rebound by G. Niang,,108-87,,
0:56.0,J. Jerebko makes 2-pt shot from 6 ft (assist by G. Niang),2,110-87,,
0:41.0,,,110-89,2,J. Bell makes 2-pt shot from 14 ft
0:31.0,Turnover by D. Stockton (bad pass; steal by Q. Cook),,110-89,,
0:20.0,,,110-91,2,D. Jones makes 2-pt shot from 1 ft (assist by J. Bell)
