time,Minnesota,pts.away,score,pts.home,New Orleans
4:33.0,,,94-88,,Shooting foul by T. Gibson (drawn by D. Cousins)
4:33.0,,,94-89,1,D. Cousins makes free throw 1 of 2
4:33.0,,,94-90,1,D. Cousins makes free throw 2 of 2
4:16.0,A. Wiggins makes 2-pt shot from 16 ft (assist by J. Butler),2,96-90,,
4:03.0,,,96-90,,Shooting foul by T. Gibson (drawn by D. Cousins)
4:03.0,,,96-91,1,D. Cousins makes free throw 1 of 2
4:03.0,,,96-92,1,D. Cousins makes free throw 2 of 2
3:50.0,J. Butler misses 2-pt shot from 14 ft,,96-92,,
3:46.0,Offensive rebound by T. Gibson,,96-92,,
3:36.0,,,96-92,,Personal foul by J. Holiday (drawn by J. Butler)
3:22.0,Turnover by Team (shot clock),,96-92,,
3:04.0,,,96-94,2,D. Cousins makes 2-pt shot from 1 ft (assist by J. Holiday)
2:57.0,Minnesota full timeout,,96-94,,
2:49.0,,,96-94,,Personal foul by T. Allen (drawn by J. Butler)
2:43.0,K. Towns misses 2-pt shot from 6 ft,,96-94,,
2:40.0,,,96-94,,Defensive rebound by T. Allen
2:22.0,,,96-96,2,A. Davis makes 2-pt shot at rim (assist by D. Cousins)
2:02.0,A. Wiggins makes 2-pt shot from 9 ft,2,98-96,,
1:45.0,,,98-96,,Shooting foul by T. Gibson (drawn by D. Cousins)
1:45.0,,,98-97,1,D. Cousins makes free throw 1 of 2
1:45.0,,,98-98,1,D. Cousins makes free throw 2 of 2
1:28.0,A. Wiggins misses 2-pt shot from 12 ft,,98-98,,
1:23.0,,,98-98,,Defensive rebound by D. Cousins
1:09.0,,,98-98,,A. Davis misses 2-pt shot from 10 ft
1:05.0,,,98-98,,Offensive rebound by J. Holiday
0:54.0,,,98-98,,T. Allen misses 2-pt shot from 1 ft
0:51.0,Defensive rebound by K. Towns,,98-98,,
0:34.0,J. Butler makes 2-pt shot from 20 ft,2,100-98,,
0:34.0,Shooting foul by E. Moore (drawn by J. Butler),,100-98,,
0:34.0,J. Butler makes free throw 1 of 1,1,101-98,,
0:34.0,,,101-98,,New Orleans full timeout
0:34.0,,,101-98,,I. Clark enters the game for T. Allen
0:24.0,,,101-98,,Turnover by J. Holiday (bad pass; steal by A. Wiggins)
0:19.0,,,101-98,,Personal foul by E. Moore (drawn by J. Butler)
0:19.0,J. Butler misses free throw 1 of 2,,101-98,,
0:19.0,Offensive rebound by Team,,101-98,,
0:19.0,J. Butler makes free throw 2 of 2,1,102-98,,
0:13.0,,,102-98,,J. Holiday misses 3-pt shot from 22 ft
0:11.0,,,102-98,,Offensive rebound by Team
0:08.0,,,102-98,,D. Cousins misses 2-pt shot from 22 ft (block by K. Towns)
0:08.0,Defensive rebound by T. Gibson,,102-98,,
0:08.0,,,102-98,,Personal foul by A. Davis (drawn by J. Butler)
0:08.0,J. Butler makes free throw 1 of 2,1,103-98,,
0:08.0,J. Butler makes free throw 2 of 2,1,104-98,,
0:00.0,,,104-98,,I. Clark misses 2-pt shot from 3 ft
0:00.0,Defensive rebound by T. Gibson,,104-98,,
