time,Houston,pts.away,score,pts.home,Minnesota
2:16.0,,,116-103,1,K. Towns makes free throw 2 of 2
1:58.0,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by J. Harden),2,118-103,,
1:43.0,,,118-105,2,T. Gibson makes 2-pt shot at rim (assist by K. Towns)
1:21.0,J. Harden makes 3-pt shot from 27 ft,3,121-105,,
1:18.0,Personal take foul by C. Paul (drawn by J. Teague),,121-105,,
1:18.0,G. Green enters the game for E. Gordon,,121-105,,
1:18.0,,,121-105,,A. Brooks enters the game for J. Butler
1:11.0,,,121-107,2,T. Gibson makes 2-pt shot from 1 ft (assist by K. Towns)
1:11.0,,,121-107,,Shooting foul by G. Green (drawn by T. Gibson)
1:11.0,,,121-108,1,T. Gibson makes free throw 1 of 1
0:51.0,L. Mbah a Moute makes 3-pt shot from 24 ft (assist by J. Harden),3,124-108,,
0:44.0,,,124-108,,J. Teague misses 2-pt shot from 19 ft
0:42.0,Defensive rebound by C. Paul,,124-108,,
0:42.0,,,124-108,,Personal foul by K. Towns (drawn by C. Paul)
0:42.0,,,124-108,,C. Aldrich enters the game for K. Towns
0:27.0,,,124-108,,Personal foul by C. Aldrich (drawn by J. Harden)
0:27.0,J. Harden makes free throw 1 of 2,1,125-108,,
0:27.0,J. Harden makes free throw 2 of 2,1,126-108,,
0:13.0,,,126-108,,J. Teague misses 2-pt shot from 6 ft
0:10.0,Defensive rebound by C. Paul,,126-108,,
