time,Portland,pts.away,score,pts.home,Oklahoma City
3:19.0,,,98-101,,Defensive rebound by S. Adams
3:06.0,,,98-101,,S. Adams misses 2-pt shot from 6 ft
3:03.0,Defensive rebound by A. Aminu,,98-101,,
2:50.0,M. Harkless makes 2-pt shot from 1 ft (assist by A. Aminu),2,100-101,,
2:31.0,,,100-101,,R. Westbrook misses 2-pt shot from 16 ft
2:27.0,Defensive rebound by C. McCollum,,100-101,,
2:22.0,,,100-101,,Violation by C. Brewer (kicked ball)
2:13.0,C. McCollum misses 2-pt shot from 17 ft,,100-101,,
2:11.0,Offensive rebound by J. Nurkic,,100-101,,
2:11.0,J. Nurkic makes 2-pt shot at rim,2,102-101,,
1:54.0,,,102-101,,P. George misses 3-pt shot from 24 ft
1:50.0,Defensive rebound by D. Lillard,,102-101,,
1:38.0,D. Lillard misses 2-pt shot from 1 ft,,102-101,,
1:36.0,Offensive rebound by J. Nurkic,,102-101,,
1:29.0,,,102-101,,Personal foul by R. Westbrook (drawn by C. McCollum)
1:25.0,A. Aminu misses 3-pt shot from 22 ft,,102-101,,
1:22.0,,,102-101,,Defensive rebound by Team
1:22.0,Personal foul by C. McCollum (drawn by C. Brewer),,102-101,,
1:22.0,,,102-101,,C. Brewer misses free throw 1 of 2
1:22.0,,,102-101,,Offensive rebound by Team
1:22.0,,,102-101,,C. Brewer misses free throw 2 of 2
1:19.0,,,102-101,,Offensive rebound by S. Adams
1:10.0,,,102-103,2,R. Westbrook makes 2-pt shot from 10 ft
0:45.0,C. McCollum misses 3-pt shot from 27 ft,,102-103,,
0:41.0,Offensive rebound by M. Harkless,,102-103,,
0:40.0,D. Lillard makes 3-pt shot from 22 ft (assist by M. Harkless),3,105-103,,
0:40.0,,,105-103,,Oklahoma City full timeout
0:36.0,,,105-105,2,R. Westbrook makes 2-pt shot from 2 ft
0:19.0,C. McCollum makes 2-pt shot from 17 ft,2,107-105,,
0:18.0,,,107-105,,Oklahoma City full timeout
0:08.0,,,107-105,,Turnover by C. Anthony (bad pass; steal by J. Nurkic)
0:07.0,,,107-105,,Personal foul by R. Westbrook (drawn by A. Aminu)
0:07.0,,,107-105,,R. Felton enters the game for R. Westbrook
0:07.0,A. Aminu makes free throw 1 of 2,1,108-105,,
0:07.0,P. Connaughton enters the game for J. Nurkic,,108-105,,
0:07.0,A. Aminu misses free throw 2 of 2,,108-105,,
0:05.0,,,108-105,,Defensive rebound by C. Brewer
0:03.0,,,108-105,,C. Anthony misses 3-pt shot from 24 ft
0:03.0,,,108-105,,Offensive rebound by Team
