time,Brooklyn,pts.away,score,pts.home,New York
3:38.0,Turnover by D. Russell (bad pass; steal by T. Hardaway),,91-104,,
3:35.0,,,91-106,2,T. Hardaway makes 2-pt shot at rim
3:34.0,Brooklyn full timeout,,91-106,,
3:34.0,,,91-106,,C. Lee enters the game for T. Burke
3:34.0,J. Harris enters the game for D. Russell,,91-106,,
3:22.0,I. Whitehead makes 2-pt shot from 1 ft,2,93-106,,
3:01.0,,,93-106,,C. Lee misses 2-pt shot from 12 ft (block by N. Stauskas)
2:59.0,Defensive rebound by J. Harris,,93-106,,
2:54.0,Shooting foul by C. Lee (drawn by N. Stauskas),,93-106,,
2:54.0,N. Stauskas makes free throw 1 of 2,1,94-106,,
2:54.0,N. Stauskas makes free throw 2 of 2,1,95-106,,
2:38.0,,,95-106,,C. Lee misses 2-pt shot from 21 ft
2:36.0,Defensive rebound by J. Okafor,,95-106,,
2:27.0,Turnover by I. Whitehead (bad pass),,95-106,,
2:07.0,,,95-106,,Turnover by E. Kanter (bad pass; steal by N. Stauskas)
2:00.0,J. Webb misses 3-pt shot from 24 ft,,95-106,,
1:58.0,,,95-106,,Defensive rebound by E. Kanter
1:42.0,,,95-106,,T. Hardaway misses 2-pt shot from 17 ft
1:40.0,,,95-106,,Offensive rebound by E. Kanter
1:39.0,,,95-106,,Shooting foul by J. Okafor (drawn by E. Kanter)
1:39.0,,,95-106,,D. McDermott enters the game for K. Porzingis
1:39.0,,,95-106,,T. Burke enters the game for T. Hardaway
1:39.0,,,95-106,,M. Beasley enters the game for C. Lee
1:39.0,,,95-107,1,E. Kanter makes free throw 1 of 2
1:39.0,,,95-108,1,E. Kanter makes free throw 2 of 2
1:22.0,Turnover by J. Harris (out of bounds lost ball),,95-108,,
1:22.0,,,95-108,,W. Hernangomez enters the game for E. Kanter
1:07.0,,,95-108,,F. Ntilikina misses 2-pt shot from 3 ft
1:05.0,Defensive rebound by I. Whitehead,,95-108,,
1:00.0,N. Stauskas misses 3-pt shot from 26 ft,,95-108,,
0:58.0,,,95-108,,Defensive rebound by W. Hernangomez
0:51.0,,,95-108,,Turnover by F. Ntilikina (bad pass; steal by J. Webb)
0:47.0,Turnover by N. Stauskas (bad pass),,95-108,,
0:34.0,,,95-108,,Shooting foul by J. Okafor (drawn by W. Hernangomez)
0:34.0,,,95-109,1,W. Hernangomez makes free throw 1 of 2
0:34.0,,,95-109,,W. Hernangomez misses free throw 2 of 2
0:31.0,Defensive rebound by J. Okafor,,95-109,,
0:19.0,Turnover by J. Harris (bad pass; steal by W. Hernangomez),,95-109,,
0:16.0,,,95-111,2,F. Ntilikina makes 2-pt shot at rim
0:16.0,,,95-111,,Shooting foul by I. Whitehead (drawn by F. Ntilikina)
0:16.0,,,95-111,,F. Ntilikina misses free throw 1 of 1
0:14.0,,,95-111,,Offensive rebound by M. Beasley
