time,Washington,pts.away,score,pts.home,Miami
0:37.0,,,98-90,,H. Whiteside enters the game for J. Winslow
0:37.0,J. Wall makes free throw 2 of 2,1,99-90,,
0:37.0,,,99-90,,Miami full timeout
0:37.0,,,99-90,,T. Johnson enters the game for H. Whiteside
0:35.0,,,99-93,3,J. Johnson makes 3-pt shot from 22 ft
0:35.0,,,99-93,,Shooting foul by M. Gortat (drawn by J. Johnson)
0:35.0,,,99-93,,J. Winslow enters the game for D. Waiters
0:35.0,,,99-93,,J. Johnson misses free throw 1 of 1
0:32.0,Defensive rebound by O. Porter,,99-93,,
0:19.0,J. Wall makes 2-pt shot from 1 ft,2,101-93,,
0:19.0,Shooting foul by J. Winslow (drawn by J. Wall),,101-93,,
0:19.0,,,101-93,,D. Waiters enters the game for J. Winslow
0:19.0,T. Frazier enters the game for M. Gortat,,101-93,,
0:19.0,J. Wall makes free throw 1 of 1,1,102-93,,
0:11.0,,,102-93,,D. Waiters misses 3-pt shot from 25 ft
0:09.0,Defensive rebound by O. Porter,,102-93,,
