time,Philadelphia,pts.away,score,pts.home,New York
6:21.0,T. McConnell enters the game for R. Covington,,89-84,,
6:09.0,,,89-84,,C. Lee misses 3-pt shot from 24 ft
6:06.0,,,89-84,,Offensive rebound by K. Porzingis
6:06.0,,,89-84,,K. Porzingis misses 2-pt shot at rim
6:04.0,,,89-84,,Offensive rebound by K. Porzingis
6:04.0,,,89-84,,K. Porzingis misses 2-pt shot at rim
6:00.0,,,89-84,,Offensive rebound by E. Kanter
6:00.0,,,89-86,2,E. Kanter makes 2-pt shot at rim
5:39.0,D. Saric misses 3-pt shot from 26 ft,,89-86,,
5:37.0,,,89-86,,Defensive rebound by Team
5:20.0,,,89-88,2,K. Porzingis makes 2-pt shot from 18 ft
5:20.0,,,89-88,,Shooting foul by J. Bayless (drawn by K. Porzingis)
5:20.0,J. Redick enters the game for J. Bayless,,89-88,,
5:20.0,,,89-89,1,K. Porzingis makes free throw 1 of 1
5:07.0,,,89-89,,Def 3 sec tech foul by K. Porzingis
5:07.0,J. Redick makes technical free throw,1,90-89,,
4:53.0,Shooting foul by E. Kanter (drawn by J. Embiid),,90-89,,
4:53.0,J. Embiid misses free throw 1 of 2,,90-89,,
4:53.0,Offensive rebound by Team,,90-89,,
4:53.0,J. Embiid makes free throw 2 of 2,1,91-89,,
4:40.0,,,91-89,,Turnover by J. Jack (bad pass; steal by T. McConnell)
4:37.0,B. Simmons makes 2-pt shot at rim (assist by T. McConnell),2,93-89,,
4:25.0,,,93-89,,J. Jack misses 2-pt shot from 16 ft
4:25.0,,,93-89,,Offensive rebound by Team
4:25.0,,,93-89,,New York full timeout
4:09.0,,,93-89,,K. Porzingis misses 2-pt shot from 17 ft
4:07.0,Defensive rebound by B. Simmons,,93-89,,
3:57.0,,,93-89,,Personal foul by M. Beasley (drawn by B. Simmons)
3:57.0,,,93-89,,F. Ntilikina enters the game for J. Jack
3:57.0,B. Simmons misses free throw 1 of 2,,93-89,,
3:57.0,Offensive rebound by Team,,93-89,,
3:57.0,B. Simmons misses free throw 2 of 2,,93-89,,
3:55.0,,,93-89,,Defensive rebound by M. Beasley
3:41.0,,,93-89,,C. Lee misses 2-pt shot from 3 ft
3:38.0,Defensive rebound by J. Embiid,,93-89,,
3:35.0,J. Redick makes 3-pt shot from 25 ft (assist by T. McConnell),3,96-89,,
3:14.0,,,96-91,2,E. Kanter makes 2-pt shot at rim (assist by C. Lee)
3:12.0,Philadelphia full timeout,,96-91,,
3:01.0,,,96-91,,Personal foul by C. Lee (drawn by D. Saric)
3:01.0,D. Saric makes free throw 1 of 2,1,97-91,,
3:01.0,D. Saric makes free throw 2 of 2,1,98-91,,
2:50.0,,,98-93,2,M. Beasley makes 2-pt shot from 16 ft
2:28.0,J. Embiid misses 2-pt shot from 4 ft (block by K. Porzingis),,98-93,,
2:27.0,Offensive rebound by Team,,98-93,,
2:25.0,J. Embiid makes 3-pt shot from 23 ft (assist by B. Simmons),3,101-93,,
2:15.0,,,101-93,,Turnover by E. Kanter (bad pass)
2:02.0,Turnover by J. Redick (bad pass),,101-93,,
1:47.0,,,101-95,2,C. Lee makes 2-pt shot from 12 ft
1:33.0,Turnover by J. Redick (bad pass; steal by C. Lee),,101-95,,
1:31.0,Personal foul by J. Redick (drawn by M. Beasley),,101-95,,
1:31.0,,,101-95,,M. Beasley misses free throw 1 of 2
1:31.0,,,101-95,,Offensive rebound by Team
1:31.0,,,101-95,,M. Beasley misses free throw 2 of 2
1:27.0,,,101-95,,Offensive rebound by K. Porzingis
1:27.0,,,101-95,,K. Porzingis misses 2-pt shot at rim
1:24.0,Defensive rebound by B. Simmons,,101-95,,
1:22.0,Turnover by B. Simmons (bad pass),,101-95,,
1:08.0,,,101-95,,Turnover by K. Porzingis (bad pass; steal by B. Simmons)
1:06.0,B. Simmons makes 2-pt shot at rim,2,103-95,,
1:06.0,,,103-95,,New York full timeout
1:06.0,,,103-95,,Turnover by Team (turnover)
0:54.0,Turnover by J. Embiid (offensive goaltending),,103-95,,
0:45.0,,,103-95,,E. Kanter misses 2-pt shot from 1 ft
0:43.0,Defensive rebound by B. Simmons,,103-95,,
0:30.0,Turnover by J. Embiid (bad pass; steal by C. Lee),,103-95,,
0:26.0,,,103-98,3,C. Lee makes 3-pt shot from 25 ft
0:26.0,Away from play foul by J. Embiid (drawn by K. Porzingis),,103-98,,
0:26.0,Turnover by J. Embiid (turnover),,103-98,,
0:26.0,,,103-98,,K. Porzingis misses free throw 1 of 1
0:23.0,Defensive rebound by J. Embiid,,103-98,,
0:23.0,Philadelphia full timeout,,103-98,,
0:21.0,,,103-98,,Personal foul by F. Ntilikina (drawn by J. Redick)
0:21.0,J. Redick makes free throw 1 of 2,1,104-98,,
0:21.0,J. Redick makes free throw 2 of 2,1,105-98,,
0:12.0,,,105-98,,F. Ntilikina misses 3-pt shot from 25 ft
0:08.0,,,105-98,,Offensive rebound by K. Porzingis
0:08.0,,,105-98,,K. Porzingis misses 2-pt shot at rim
0:08.0,,,105-98,,Offensive rebound by Team
0:08.0,,,105-98,,New York full timeout
0:06.0,,,105-98,,Turnover by M. Beasley (bad pass; steal by J. Redick)
