time,Atlanta,pts.away,score,pts.home,Detroit
5:09.0,,,86-94,1,R. Jackson makes free throw 1 of 1
4:55.0,D. Schroder makes 2-pt shot from 2 ft,2,88-94,,
4:30.0,,,88-94,,A. Drummond misses 2-pt shot from 9 ft
4:29.0,Defensive rebound by K. Bazemore,,88-94,,
4:24.0,K. Bazemore makes 3-pt shot from 26 ft (assist by D. Schroder),3,91-94,,
4:04.0,,,91-94,,Turnover by A. Drummond (bad pass)
3:49.0,K. Bazemore makes 3-pt shot from 24 ft (assist by D. Schroder),3,94-94,,
3:33.0,,,94-96,2,R. Jackson makes 2-pt shot from 5 ft
3:17.0,J. Collins makes 2-pt shot at rim (assist by K. Bazemore),2,96-96,,
2:54.0,,,96-96,,T. Harris misses 2-pt shot from 9 ft
2:52.0,,,96-96,,Offensive rebound by A. Drummond
2:50.0,,,96-96,,A. Drummond misses 2-pt shot from 1 ft
2:44.0,,,96-96,,Offensive rebound by A. Drummond
2:44.0,,,96-98,2,A. Drummond makes 2-pt shot at rim
2:42.0,Atlanta full timeout,,96-98,,
2:34.0,M. Belinelli makes 2-pt shot from 5 ft (assist by D. Schroder),2,98-98,,
2:05.0,,,98-98,,R. Jackson misses 2-pt shot from 21 ft
2:01.0,Defensive rebound by D. Schroder,,98-98,,
1:44.0,K. Bazemore misses 2-pt shot from 15 ft,,98-98,,
1:41.0,,,98-98,,Defensive rebound by A. Drummond
1:28.0,,,98-98,,Shooting foul by J. Collins (drawn by A. Drummond)
1:28.0,,,98-99,1,A. Drummond makes free throw 1 of 2
1:28.0,,,98-100,1,A. Drummond makes free throw 2 of 2
1:10.0,D. Schroder misses 2-pt shot from 8 ft (block by A. Drummond),,98-100,,
1:09.0,,,98-100,,Defensive rebound by A. Drummond
1:08.0,,,98-100,,Turnover by A. Drummond (lost ball; steal by D. Schroder)
1:05.0,J. Collins makes 2-pt shot from 1 ft (assist by D. Schroder),2,100-100,,
0:52.0,,,100-103,3,R. Jackson makes 3-pt shot from 27 ft
0:45.0,M. Belinelli misses 3-pt shot from 25 ft,,100-103,,
0:43.0,,,100-103,,Defensive rebound by Team
0:43.0,Personal foul by J. Collins (drawn by A. Bradley),,100-103,,
0:43.0,,,100-104,1,A. Bradley makes free throw 1 of 2
0:43.0,,,100-104,,A. Bradley misses free throw 2 of 2
0:41.0,,,100-104,,Offensive rebound by A. Bradley
0:22.0,,,100-107,3,R. Jackson makes 3-pt shot from 25 ft
0:21.0,Atlanta full timeout,,100-107,,
0:21.0,L. Babbitt enters the game for J. Collins,,100-107,,
0:17.0,K. Bazemore makes 3-pt shot from 24 ft (assist by D. Schroder),3,103-107,,
0:15.0,Personal foul by L. Babbitt (drawn by R. Jackson),,103-107,,
0:15.0,,,103-108,1,R. Jackson makes free throw 1 of 2
0:15.0,,,103-108,,A. Tolliver enters the game for A. Drummond
0:15.0,,,103-109,1,R. Jackson makes free throw 2 of 2
0:09.0,Turnover by D. Schroder (bad pass),,103-109,,
0:09.0,J. Collins enters the game for L. Babbitt,,103-109,,
0:07.0,Personal foul by D. Schroder (drawn by A. Bradley),,103-109,,
0:07.0,,,103-110,1,A. Bradley makes free throw 1 of 2
0:07.0,,,103-111,1,A. Bradley makes free throw 2 of 2
0:07.0,Atlanta full timeout,,103-111,,
0:07.0,D. Dedmon enters the game for T. Waller-Prince,,103-111,,
0:07.0,L. Babbitt enters the game for J. Collins,,103-111,,
0:05.0,Shooting foul by R. Jackson (drawn by L. Babbitt),,103-111,,
0:05.0,L. Babbitt makes free throw 1 of 2,1,104-111,,
0:05.0,L. Babbitt misses free throw 2 of 2,,104-111,,
0:04.0,,,104-111,,Defensive rebound by A. Tolliver
0:04.0,,,104-111,,Detroit full timeout
0:04.0,J. Collins enters the game for D. Schroder,,104-111,,
0:04.0,N. Brussino enters the game for K. Bazemore,,104-111,,
0:04.0,I. Taylor enters the game for D. Dedmon,,104-111,,
0:04.0,M. Delaney enters the game for L. Babbitt,,104-111,,
