time,New York,pts.away,score,pts.home,Philadelphia
4:47.0,Turnover by F. Ntilikina (bad pass; steal by T. McConnell),,86-101,,
4:27.0,,,86-104,3,D. Saric makes 3-pt shot from 26 ft (assist by T. McConnell)
4:23.0,New York full timeout,,86-104,,
4:23.0,L. Kornet enters the game for E. Kanter,,86-104,,
4:23.0,T. Burke enters the game for E. Mudiay,,86-104,,
4:11.0,M. Beasley makes 2-pt shot from 21 ft (assist by T. Burke),2,88-104,,
3:47.0,,,88-104,,Turnover by B. Simmons (bad pass)
3:25.0,F. Ntilikina misses 2-pt shot from 19 ft,,88-104,,
3:21.0,,,88-104,,Defensive rebound by R. Covington
2:59.0,,,88-104,,Turnover by Team (shot clock)
2:59.0,D. Dotson enters the game for F. Ntilikina,,88-104,,
2:48.0,T. Burke misses 2-pt shot from 18 ft,,88-104,,
2:44.0,,,88-104,,Defensive rebound by B. Simmons
2:32.0,,,88-104,,A. Johnson misses 2-pt shot from 7 ft
2:30.0,,,88-104,,Offensive rebound by T. McConnell
2:24.0,,,88-104,,T. McConnell misses 2-pt shot from 1 ft (block by M. Beasley)
2:24.0,,,88-104,,Offensive rebound by A. Johnson
2:20.0,,,88-106,2,A. Johnson makes 2-pt shot from 3 ft
2:12.0,D. Dotson misses 3-pt shot from 25 ft,,88-106,,
2:12.0,,,88-106,,Defensive rebound by Team
2:11.0,,,88-106,,Philadelphia full timeout
2:11.0,I. Hicks enters the game for M. Beasley,,88-106,,
2:11.0,,,88-106,,T. Luwawu-Cabarrot enters the game for D. Saric
2:11.0,,,88-106,,T. Booker enters the game for B. Simmons
2:11.0,F. Ntilikina enters the game for T. Hardaway,,88-106,,
1:52.0,,,88-106,,T. McConnell misses 2-pt shot from 6 ft
1:48.0,Defensive rebound by F. Ntilikina,,88-106,,
1:45.0,L. Kornet misses 3-pt shot from 27 ft,,88-106,,
1:45.0,Offensive rebound by F. Ntilikina,,88-106,,
1:41.0,Shooting foul by A. Johnson (drawn by D. Dotson),,88-106,,
1:41.0,D. Dotson makes free throw 1 of 2,1,89-106,,
1:41.0,D. Dotson makes free throw 2 of 2,1,90-106,,
1:22.0,,,90-108,2,T. McConnell makes 2-pt shot from 10 ft
1:09.0,L. Kornet misses 3-pt shot from 26 ft,,90-108,,
1:05.0,,,90-108,,Defensive rebound by T. McConnell
0:45.0,,,90-108,,T. Luwawu-Cabarrot misses 3-pt shot from 23 ft
0:44.0,,,90-108,,Offensive rebound by R. Covington
0:43.0,,,90-108,,R. Covington misses 2-pt shot from 12 ft
0:43.0,,,90-108,,Offensive rebound by Team
0:43.0,,,90-108,,Turnover by Team (shot clock)
0:31.0,D. Dotson misses 2-pt shot from 18 ft,,90-108,,
0:31.0,,,90-108,,Defensive rebound by A. Johnson
0:08.0,,,90-108,,Turnover by T. McConnell (step out of bounds)
0:03.0,I. Hicks makes 2-pt shot from 15 ft (assist by T. Burke),2,92-108,,
