time,New York,pts.away,score,pts.home,Cleveland
5:27.0,,,103-88,,Turnover by K. Love (bad pass; steal by C. Lee)
5:16.0,J. Jack misses 2-pt shot from 15 ft,,103-88,,
5:12.0,,,103-88,,Defensive rebound by L. James
5:06.0,,,103-88,,D. Rose misses 3-pt shot from 23 ft
5:02.0,Defensive rebound by K. Porzingis,,103-88,,
4:43.0,K. Porzingis misses 2-pt shot from 14 ft,,103-88,,
4:38.0,,,103-88,,Defensive rebound by L. James
4:32.0,,,103-88,,D. Rose misses 2-pt shot from 20 ft
4:32.0,,,103-88,,Offensive rebound by Team
4:32.0,Loose ball foul by K. Porzingis (drawn by K. Love),,103-88,,
4:32.0,,,103-89,1,K. Love makes free throw 1 of 2
4:32.0,,,103-90,1,K. Love makes free throw 2 of 2
4:24.0,,,103-90,,Personal foul by J. Smith (drawn by T. Hardaway)
4:13.0,K. Porzingis misses 2-pt shot from 9 ft,,103-90,,
4:11.0,,,103-90,,Defensive rebound by K. Love
4:03.0,,,103-93,3,K. Korver makes 3-pt shot from 34 ft (assist by J. Smith)
3:41.0,K. Porzingis makes 3-pt shot from 23 ft (assist by T. Hardaway),3,106-93,,
3:24.0,,,106-93,,J. Smith misses 3-pt shot from 25 ft
3:21.0,,,106-93,,Offensive rebound by K. Love
3:21.0,,,106-93,,Cleveland full timeout
3:12.0,,,106-93,,D. Rose misses 2-pt shot from 2 ft (block by K. Porzingis)
3:12.0,,,106-93,,Offensive rebound by Team
3:10.0,,,106-93,,Turnover by D. Rose (bad pass; steal by K. Porzingis)
2:47.0,K. Porzingis makes 2-pt shot from 2 ft (assist by J. Jack),2,108-93,,
2:38.0,,,108-93,,J. Smith misses 2-pt shot from 18 ft
2:35.0,Defensive rebound by J. Jack,,108-93,,
2:21.0,K. Porzingis makes 3-pt shot from 26 ft (assist by J. Jack),3,111-93,,
1:53.0,,,111-93,,J. Smith misses 3-pt shot from 26 ft
1:49.0,Defensive rebound by C. Lee,,111-93,,
1:44.0,,,111-93,,Personal take foul by L. James (drawn by J. Jack)
1:44.0,,,111-93,,J. Calderon enters the game for K. Love
1:44.0,,,111-93,,C. Osman enters the game for L. James
1:44.0,,,111-93,,C. Frye enters the game for J. Smith
1:44.0,L. Thomas enters the game for E. Kanter,,111-93,,
1:44.0,F. Ntilikina enters the game for T. Hardaway,,111-93,,
1:44.0,K. O'Quinn enters the game for C. Lee,,111-93,,
1:44.0,D. McDermott enters the game for K. Porzingis,,111-93,,
1:35.0,Offensive foul by K. O'Quinn (drawn by J. Calderon),,111-93,,
1:35.0,Turnover by K. O'Quinn (offensive foul),,111-93,,
1:20.0,,,111-93,,C. Osman misses 2-pt shot from 17 ft
1:16.0,Defensive rebound by K. O'Quinn,,111-93,,
1:03.0,L. Thomas makes 3-pt shot from 26 ft (assist by F. Ntilikina),3,114-93,,
0:42.0,,,114-95,2,D. Rose makes 2-pt shot from 1 ft (assist by J. Calderon)
0:27.0,K. O'Quinn misses 2-pt shot from 15 ft,,114-95,,
0:23.0,,,114-95,,Defensive rebound by K. Korver
0:13.0,,,114-95,,C. Frye misses 3-pt shot from 26 ft (block by K. O'Quinn)
0:09.0,Defensive rebound by J. Jack,,114-95,,
0:03.0,Turnover by K. O'Quinn (traveling),,114-95,,
