time,Cleveland,pts.away,score,pts.home,Indiana
0:14.0,,,101-97,,Personal take foul by B. Bogdanovic (drawn by K. Korver)
0:14.0,K. Korver makes free throw 1 of 2,1,102-97,,
0:14.0,L. Nance enters the game for K. Love,,102-97,,
0:14.0,K. Korver makes free throw 2 of 2,1,103-97,,
0:14.0,,,103-97,,Indiana full timeout
0:14.0,,,103-97,,D. Collison enters the game for C. Joseph
0:14.0,,,103-97,,L. Stephenson enters the game for T. Young
0:11.0,,,103-100,3,V. Oladipo makes 3-pt shot from 23 ft (assist by L. Stephenson)
0:09.0,,,103-100,,Personal foul by L. Stephenson (drawn by J. Green)
0:09.0,J. Green makes free throw 1 of 2,1,104-100,,
0:09.0,J. Green misses free throw 2 of 2,,104-100,,
0:09.0,,,104-100,,Defensive rebound by B. Bogdanovic
0:03.0,,,104-100,,B. Bogdanovic misses 3-pt shot from 28 ft
0:00.0,Defensive rebound by L. James,,104-100,,
