time,Chicago,pts.away,score,pts.home,Charlotte
3:47.0,,,99-96,,D. Howard misses 2-pt shot from 1 ft (block by D. Nwaba)
3:40.0,Defensive rebound by R. Lopez,,99-96,,
3:37.0,R. Lopez misses 2-pt shot from 2 ft (block by D. Howard),,99-96,,
3:34.0,,,99-96,,Defensive rebound by N. Batum
3:24.0,,,99-96,,D. Howard misses 2-pt shot from 1 ft
3:22.0,Defensive rebound by J. Holiday,,99-96,,
3:15.0,Turnover by R. Lopez (bad pass; steal by M. Williams),,99-96,,
3:07.0,,,99-98,2,D. Howard makes 2-pt shot from 1 ft (assist by N. Batum)
3:07.0,Chicago full timeout,,99-98,,
2:55.0,Turnover by K. Dunn (bad pass),,99-98,,
2:39.0,,,99-98,,D. Howard misses 2-pt shot from 5 ft
2:36.0,Defensive rebound by J. Holiday,,99-98,,
2:18.0,L. Markkanen misses 3-pt shot from 27 ft,,99-98,,
2:13.0,Offensive rebound by Team,,99-98,,
2:08.0,Offensive foul by R. Lopez (drawn by K. Walker),,99-98,,
2:08.0,Turnover by R. Lopez (offensive foul),,99-98,,
1:54.0,,,99-100,2,M. Kidd-Gilchrist makes 2-pt shot from 20 ft (assist by N. Batum)
1:33.0,R. Lopez makes 2-pt shot from 6 ft (assist by J. Holiday),2,101-100,,
1:24.0,,,101-100,,K. Walker misses 3-pt shot from 25 ft
1:20.0,Defensive rebound by J. Holiday,,101-100,,
1:12.0,L. Markkanen makes 3-pt shot from 27 ft (assist by K. Dunn),3,104-100,,
1:12.0,,,104-100,,Charlotte full timeout
1:01.0,,,104-102,2,N. Batum makes 2-pt shot from 11 ft
0:49.0,L. Markkanen makes 2-pt shot from 2 ft,2,106-102,,
0:34.0,,,106-102,,Shooting foul by D. Nwaba (drawn by M. Kidd-Gilchrist)
0:34.0,,,106-103,1,M. Kidd-Gilchrist makes free throw 1 of 2
0:34.0,,,106-104,1,M. Kidd-Gilchrist makes free throw 2 of 2
0:14.0,K. Dunn misses 2-pt shot from 2 ft (block by M. Kidd-Gilchrist),,106-104,,
0:06.0,,,106-104,,Defensive rebound by D. Howard
0:05.0,,,106-104,,Shooting foul by K. Dunn (drawn by K. Walker)
0:05.0,,,106-105,1,K. Walker makes free throw 1 of 2
0:05.0,,,106-106,1,K. Walker makes free throw 2 of 2
0:05.0,Chicago full timeout,,106-106,,
0:05.0,D. Valentine enters the game for D. Nwaba,,106-106,,
0:05.0,Chicago full timeout,,106-106,,
0:00.0,K. Dunn misses 2-pt shot from 16 ft,,106-106,,
0:00.0,Offensive rebound by Team,,106-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:56.0,Jump ball: D. Howard vs. R. Lopez (L. Markkanen gains possession),,,,Jump ball: D. Howard vs. R. Lopez (L. Markkanen gains possession)
4:41.0,L. Markkanen misses 2-pt shot from 2 ft (block by D. Howard),,106-106,,
4:36.0,,,106-106,,Defensive rebound by M. Kidd-Gilchrist
4:28.0,,,106-106,,K. Walker misses 2-pt shot from 18 ft
4:23.0,Defensive rebound by D. Nwaba,,106-106,,
4:07.0,R. Lopez makes 2-pt shot from 18 ft (assist by K. Dunn),2,108-106,,
3:52.0,Personal foul by K. Dunn (drawn by M. Kidd-Gilchrist),,108-106,,
3:42.0,,,108-106,,N. Batum misses 2-pt shot from 14 ft
3:38.0,Defensive rebound by J. Holiday,,108-106,,
3:28.0,J. Holiday misses 3-pt shot from 25 ft,,108-106,,
3:25.0,,,108-106,,Defensive rebound by M. Kidd-Gilchrist
3:17.0,,,108-106,,Shooting foul by R. Lopez (drawn by D. Howard)
3:17.0,,,108-106,,D. Howard misses free throw 1 of 2
3:17.0,,,108-106,,Offensive rebound by Team
3:17.0,,,108-107,1,D. Howard makes free throw 2 of 2
3:03.0,Turnover by J. Holiday (bad pass; steal by N. Batum),,108-107,,
3:03.0,Personal foul by D. Nwaba (drawn by N. Batum),,108-107,,
2:49.0,,,108-107,,M. Williams misses 3-pt shot from 25 ft
2:49.0,,,108-107,,Offensive rebound by D. Howard
2:49.0,,,108-107,,Shooting foul by R. Lopez (drawn by D. Howard)
2:49.0,,,108-108,1,D. Howard makes free throw 1 of 2
2:49.0,,,108-108,,D. Howard misses free throw 2 of 2
2:46.0,Defensive rebound by R. Lopez,,108-108,,
2:35.0,K. Dunn makes 2-pt shot at rim,2,110-108,,
2:18.0,,,110-108,,Turnover by M. Williams (bad pass; steal by K. Dunn)
2:14.0,K. Dunn misses 2-pt shot from 1 ft,,110-108,,
2:14.0,Offensive rebound by Team,,110-108,,
2:14.0,,,110-108,,Loose ball foul by K. Walker (drawn by K. Dunn)
2:08.0,L. Markkanen makes 3-pt shot from 25 ft (assist by K. Dunn),3,113-108,,
1:56.0,,,113-110,2,K. Walker makes 2-pt shot at rim
1:41.0,K. Dunn misses 2-pt shot from 8 ft,,113-110,,
1:39.0,,,113-110,,Defensive rebound by D. Howard
1:32.0,,,113-110,,N. Batum misses 3-pt shot from 22 ft
1:29.0,Defensive rebound by L. Markkanen,,113-110,,
1:13.0,,,113-110,,Personal foul by M. Williams (drawn by L. Markkanen)
1:04.0,,,113-110,,Personal foul by M. Williams (drawn by L. Markkanen)
1:04.0,L. Markkanen makes free throw 1 of 2,1,114-110,,
1:04.0,L. Markkanen makes free throw 2 of 2,1,115-110,,
0:55.0,,,115-110,,Shooting foul by D. Nwaba (drawn by M. Kidd-Gilchrist)
0:55.0,,,115-111,1,M. Kidd-Gilchrist makes free throw 1 of 2
0:55.0,,,115-111,,M. Kidd-Gilchrist misses free throw 2 of 2
0:52.0,Defensive rebound by R. Lopez,,115-111,,
0:37.0,K. Dunn misses 3-pt shot from 26 ft,,115-111,,
0:33.0,Offensive rebound by R. Lopez,,115-111,,
0:33.0,Turnover by R. Lopez (step out of bounds),,115-111,,
0:33.0,,,115-111,,Charlotte full timeout
0:33.0,,,115-111,,M. Monk enters the game for M. Kidd-Gilchrist
0:28.0,,,115-111,,M. Monk misses 3-pt shot from 26 ft
0:26.0,,,115-111,,Offensive rebound by Team
0:26.0,Loose ball foul by R. Lopez (drawn by D. Howard),,115-111,,
0:26.0,B. Portis enters the game for R. Lopez,,115-111,,
0:26.0,,,115-111,,D. Howard misses free throw 1 of 2
0:26.0,,,115-111,,Offensive rebound by Team
0:26.0,,,115-111,,M. Kidd-Gilchrist enters the game for M. Monk
0:26.0,N. Mirotic enters the game for J. Holiday,,115-111,,
0:26.0,,,115-111,,D. Howard misses free throw 2 of 2
0:23.0,,,115-111,,Offensive rebound by M. Williams
0:22.0,,,115-111,,K. Walker misses 3-pt shot from 25 ft
0:19.0,Defensive rebound by D. Nwaba,,115-111,,
0:18.0,,,115-111,,Personal foul by M. Kidd-Gilchrist (drawn by K. Dunn)
0:18.0,K. Dunn makes free throw 1 of 2,1,116-111,,
0:18.0,J. Holiday enters the game for N. Mirotic,,116-111,,
0:18.0,K. Dunn misses free throw 2 of 2,,116-111,,
0:15.0,,,116-111,,Defensive rebound by D. Howard
0:12.0,,,116-111,,Turnover by K. Walker (bad pass)
0:12.0,D. Valentine enters the game for D. Nwaba,,116-111,,
0:10.0,,,116-111,,Personal take foul by M. Williams (drawn by K. Dunn)
0:10.0,K. Dunn makes free throw 1 of 2,1,117-111,,
0:10.0,D. Nwaba enters the game for D. Valentine,,117-111,,
0:10.0,K. Dunn misses free throw 2 of 2,,117-111,,
0:08.0,,,117-111,,Defensive rebound by D. Howard
0:08.0,,,117-111,,Turnover by D. Howard (bad pass)
0:03.0,,,117-111,,Personal take foul by M. Kidd-Gilchrist (drawn by J. Holiday)
0:03.0,J. Holiday makes free throw 1 of 2,1,118-111,,
0:03.0,J. Holiday makes free throw 2 of 2,1,119-111,,
