time,Indiana,pts.away,score,pts.home,Brooklyn
2:40.0,Defensive rebound by V. Oladipo,,102-89,,
2:21.0,M. Turner makes 2-pt shot from 3 ft,2,104-89,,
2:14.0,Personal foul by T. Young (drawn by C. LeVert),,104-89,,
2:14.0,,,104-89,,C. LeVert misses free throw 1 of 2
2:14.0,,,104-89,,Offensive rebound by Team
2:14.0,,,104-90,1,C. LeVert makes free throw 2 of 2
1:53.0,M. Turner makes 2-pt shot from 1 ft (assist by V. Oladipo),2,106-90,,
1:45.0,,,106-93,3,Q. Acy makes 3-pt shot from 22 ft (assist by R. Hollis-Jefferson)
1:31.0,M. Turner misses 3-pt shot from 25 ft,,106-93,,
1:29.0,,,106-93,,Defensive rebound by Q. Acy
1:26.0,,,106-93,,Brooklyn full timeout
1:26.0,,,106-93,,J. Allen enters the game for R. Hollis-Jefferson
1:26.0,,,106-93,,N. Stauskas enters the game for A. Crabbe
1:13.0,,,106-95,2,J. Allen makes 2-pt shot from 11 ft (assist by J. Harris)
0:54.0,Offensive charge foul by M. Turner (drawn by Q. Acy),,106-95,,
0:54.0,Turnover by M. Turner (offensive foul),,106-95,,
0:37.0,,,106-95,,J. Harris misses 3-pt shot from 22 ft
0:32.0,,,106-95,,Offensive rebound by J. Allen
0:32.0,,,106-97,2,J. Allen makes 2-pt shot at rim
0:17.0,V. Oladipo makes 3-pt shot from 28 ft,3,109-97,,
0:10.0,,,109-97,,N. Stauskas misses 3-pt shot from 26 ft
0:07.0,Defensive rebound by D. Collison,,109-97,,
