time,Miami,pts.away,score,pts.home,New York
3:14.0,,,77-106,,D. Dotson misses 2-pt shot from 1 ft (block by T. Johnson)
3:12.0,Defensive rebound by J. Mickey,,77-106,,
3:09.0,K. Olynyk makes 2-pt shot at rim (assist by T. Johnson),2,79-106,,
2:49.0,,,79-108,2,W. Hernangomez makes 2-pt shot at rim (assist by D. McDermott)
2:47.0,Miami full timeout,,79-108,,
2:29.0,J. Mickey misses 2-pt shot from 1 ft,,79-108,,
2:27.0,,,79-108,,Defensive rebound by W. Hernangomez
2:21.0,,,79-108,,Turnover by W. Hernangomez (lost ball; steal by T. Johnson)
2:18.0,W. Ellington misses 3-pt shot from 23 ft,,79-108,,
2:15.0,,,79-108,,Defensive rebound by W. Hernangomez
2:03.0,,,79-108,,D. Dotson misses 2-pt shot from 19 ft
2:01.0,Defensive rebound by J. Mickey,,79-108,,
1:48.0,,,79-108,,Personal foul by D. McDermott (drawn by K. Olynyk)
1:48.0,K. Olynyk makes free throw 1 of 2,1,80-108,,
1:48.0,K. Olynyk makes free throw 2 of 2,1,81-108,,
1:39.0,,,81-111,3,D. Dotson makes 3-pt shot from 24 ft (assist by W. Hernangomez)
1:21.0,K. Olynyk makes 2-pt shot at rim,2,83-111,,
1:09.0,,,83-111,,D. McDermott misses 2-pt shot from 13 ft (block by K. Olynyk)
1:08.0,Defensive rebound by J. Mickey,,83-111,,
1:07.0,Turnover by J. Mickey (bad pass; steal by R. Baker),,83-111,,
1:06.0,,,83-113,2,R. Baker makes 2-pt shot from 1 ft
1:06.0,Violation by J. Mickey (def goaltending),,83-113,,
0:46.0,T. Johnson makes 3-pt shot from 22 ft (assist by K. Olynyk),3,86-113,,
0:27.0,,,86-115,2,D. Dotson makes 2-pt shot from 13 ft
0:21.0,D. Walton misses 3-pt shot from 24 ft,,86-115,,
0:18.0,,,86-115,,Defensive rebound by W. Hernangomez
