time,Portland,pts.away,score,pts.home,Houston
7:39.0,,,87-96,,E. Gordon misses 2-pt shot from 16 ft
7:36.0,,,87-96,,Offensive rebound by E. Gordon
7:36.0,,,87-98,2,E. Gordon makes 2-pt shot at rim
7:36.0,Portland full timeout,,87-98,,
7:36.0,A. Aminu enters the game for E. Davis,,87-98,,
7:36.0,J. Nurkic enters the game for Z. Collins,,87-98,,
7:23.0,,,87-98,,Personal foul by G. Green (drawn by E. Turner)
7:12.0,J. Nurkic misses 2-pt shot from 6 ft,,87-98,,
7:12.0,,,87-98,,Defensive rebound by Team
7:12.0,Loose ball foul by A. Aminu (drawn by C. Capela),,87-98,,
7:00.0,,,87-100,2,G. Green makes 2-pt shot from 17 ft (assist by E. Gordon)
6:42.0,D. Lillard makes 2-pt shot from 2 ft,2,89-100,,
6:28.0,,,89-100,,E. Gordon misses 3-pt shot from 29 ft
6:23.0,,,89-100,,Offensive rebound by C. Capela
6:22.0,,,89-100,,E. Gordon misses 3-pt shot from 28 ft
6:19.0,,,89-100,,Offensive rebound by R. Anderson
6:18.0,,,89-103,3,G. Green makes 3-pt shot from 25 ft (assist by R. Anderson)
6:02.0,D. Lillard misses 3-pt shot from 26 ft,,89-103,,
6:01.0,,,89-103,,Defensive rebound by P. Tucker
6:00.0,Personal foul by A. Aminu (drawn by P. Tucker),,89-103,,
5:50.0,,,89-103,,G. Green misses 3-pt shot from 26 ft
5:49.0,Defensive rebound by Team,,89-103,,
5:37.0,D. Lillard makes 2-pt shot from 2 ft,2,91-103,,
5:28.0,,,91-103,,E. Gordon misses 2-pt shot from 4 ft
5:28.0,,,91-103,,Offensive rebound by C. Capela
5:28.0,,,91-103,,C. Capela misses 2-pt shot at rim (block by J. Nurkic)
5:26.0,Defensive rebound by J. Nurkic,,91-103,,
5:21.0,,,91-103,,Personal foul by G. Green (drawn by D. Lillard)
5:21.0,D. Lillard misses free throw 1 of 2,,91-103,,
5:21.0,Offensive rebound by Team,,91-103,,
5:21.0,,,91-103,,T. Ariza enters the game for G. Green
5:21.0,,,91-103,,C. Paul enters the game for R. Anderson
5:21.0,E. Davis enters the game for J. Nurkic,,91-103,,
5:21.0,D. Lillard makes free throw 2 of 2,1,92-103,,
5:21.0,C. McCollum enters the game for S. Napier,,92-103,,
5:06.0,,,92-103,,C. Paul misses 2-pt shot from 12 ft
5:02.0,,,92-103,,Offensive rebound by C. Capela
5:00.0,,,92-103,,C. Paul misses 3-pt shot from 27 ft
5:00.0,Defensive rebound by D. Lillard,,92-103,,
4:52.0,D. Lillard makes 2-pt shot at rim,2,94-103,,
4:52.0,Shooting foul by P. Tucker (drawn by D. Lillard),,94-103,,
4:52.0,,,94-103,,Technical foul by C. Paul
4:52.0,D. Lillard makes technical free throw,1,95-103,,
4:52.0,D. Lillard makes free throw 1 of 1,1,96-103,,
4:38.0,,,96-103,,E. Gordon misses 2-pt shot from 4 ft (block by E. Davis)
4:32.0,Defensive rebound by E. Davis,,96-103,,
4:24.0,C. McCollum makes 2-pt shot from 16 ft (assist by E. Turner),2,98-103,,
4:21.0,,,98-103,,Houston full timeout
4:21.0,,,98-103,,G. Green enters the game for P. Tucker
4:05.0,Personal foul by E. Davis (drawn by C. Capela),,98-103,,
3:59.0,,,98-103,,Turnover by E. Gordon (bad pass)
3:45.0,E. Turner makes 2-pt shot from 14 ft (assist by E. Davis),2,100-103,,
3:30.0,,,100-105,2,C. Paul makes 2-pt shot from 15 ft
3:05.0,E. Turner makes 2-pt shot from 10 ft,2,102-105,,
2:44.0,,,102-107,2,C. Capela makes 2-pt shot from 1 ft (assist by C. Paul)
2:28.0,,,102-107,,Personal foul by C. Capela (drawn by D. Lillard)
2:28.0,D. Lillard misses free throw 1 of 2,,102-107,,
2:28.0,Offensive rebound by Team,,102-107,,
2:28.0,D. Lillard makes free throw 2 of 2,1,103-107,,
2:18.0,,,103-107,,Shooting foul by E. Turner (drawn by C. Capela)
2:18.0,,,103-108,1,C. Capela makes free throw 1 of 2
2:18.0,,,103-108,,P. Tucker enters the game for G. Green
2:18.0,,,103-108,,C. Capela misses free throw 2 of 2
2:18.0,Defensive rebound by C. McCollum,,103-108,,
2:01.0,E. Turner misses 2-pt shot from 13 ft,,103-108,,
1:59.0,Offensive rebound by Team,,103-108,,
1:59.0,,,103-108,,Loose ball foul by C. Paul (drawn by E. Davis)
1:59.0,E. Davis makes free throw 1 of 2,1,104-108,,
1:59.0,E. Davis misses free throw 2 of 2,,104-108,,
1:59.0,,,104-108,,Defensive rebound by C. Paul
1:45.0,,,104-111,3,C. Paul makes 3-pt shot from 27 ft
1:38.0,D. Lillard makes 2-pt shot from 2 ft,2,106-111,,
1:13.0,,,106-113,2,C. Paul makes 2-pt shot from 2 ft
1:13.0,Portland full timeout,,106-113,,
1:13.0,S. Napier enters the game for E. Davis,,106-113,,
1:13.0,Turnover by Team (turnover),,106-113,,
0:55.0,Personal foul by A. Aminu (drawn by C. Capela),,106-113,,
0:55.0,,,106-114,1,C. Capela makes free throw 1 of 2
0:55.0,,,106-115,1,C. Capela makes free throw 2 of 2
0:48.0,E. Turner makes 2-pt shot from 1 ft (assist by D. Lillard),2,108-115,,
0:37.0,Personal take foul by E. Turner (drawn by C. Paul),,108-115,,
0:37.0,,,108-116,1,C. Paul makes free throw 1 of 2
0:37.0,,,108-117,1,C. Paul makes free throw 2 of 2
0:31.0,C. McCollum makes 2-pt shot from 5 ft,2,110-117,,
0:25.0,,,110-119,2,C. Capela makes 2-pt shot from 1 ft (assist by C. Paul)
0:20.0,C. McCollum makes 2-pt shot from 3 ft,2,112-119,,
0:12.0,,,112-121,2,C. Paul makes 2-pt shot from 2 ft (assist by T. Ariza)
0:08.0,Turnover by A. Aminu (bad pass; steal by T. Ariza),,112-121,,
