time,Miami,pts.away,score,pts.home,Toronto
2:39.0,J. Richardson makes free throw 1 of 2,1,103-112,,
2:39.0,J. Richardson makes free throw 2 of 2,1,104-112,,
2:18.0,,,104-112,,D. Wright misses 2-pt shot from 3 ft
2:16.0,,,104-112,,Offensive rebound by K. Lowry
2:13.0,,,104-112,,J. Valanciunas misses 2-pt shot from 5 ft
2:13.0,Defensive rebound by T. Johnson,,104-112,,
2:05.0,B. Adebayo misses 2-pt shot from 2 ft (block by J. Valanciunas),,104-112,,
2:05.0,Offensive rebound by B. Adebayo,,104-112,,
1:59.0,T. Johnson misses 3-pt shot from 25 ft,,104-112,,
1:59.0,,,104-112,,Defensive rebound by D. DeRozan
1:41.0,,,104-112,,D. DeRozan misses 2-pt shot from 8 ft
1:39.0,Defensive rebound by T. Johnson,,104-112,,
1:28.0,G. Dragic makes 3-pt shot from 24 ft (assist by T. Johnson),3,107-112,,
1:06.0,,,107-112,,K. Lowry misses 3-pt shot from 26 ft
1:03.0,Defensive rebound by B. Adebayo,,107-112,,
0:56.0,G. Dragic makes 2-pt shot from 12 ft,2,109-112,,
0:56.0,,,109-112,,Toronto full timeout
0:41.0,,,109-112,,Shooting foul by T. Johnson (drawn by D. DeRozan)
0:41.0,,,109-112,,D. DeRozan misses free throw 1 of 2
0:41.0,,,109-112,,Offensive rebound by Team
0:41.0,J. Winslow enters the game for T. Johnson,,109-112,,
0:41.0,,,109-112,,P. Siakam enters the game for D. Wright
0:41.0,,,109-113,1,D. DeRozan makes free throw 2 of 2
0:41.0,Miami full timeout,,109-113,,
0:41.0,D. Wade enters the game for J. Winslow,,109-113,,
0:32.0,G. Dragic misses 3-pt shot from 25 ft,,109-113,,
0:30.0,,,109-113,,Defensive rebound by P. Siakam
0:27.0,Personal take foul by G. Dragic (drawn by K. Lowry),,109-113,,
0:27.0,,,109-114,1,K. Lowry makes free throw 1 of 2
0:27.0,,,109-114,,K. Lowry misses free throw 2 of 2
0:22.0,Defensive rebound by D. Wade,,109-114,,
0:17.0,J. Richardson misses 3-pt shot from 25 ft,,109-114,,
0:14.0,,,109-114,,Defensive rebound by J. Valanciunas
0:12.0,,,109-114,,Turnover by D. DeRozan (step out of bounds)
0:12.0,Miami full timeout,,109-114,,
0:06.0,W. Ellington makes 3-pt shot from 22 ft (assist by B. Adebayo),3,112-114,,
0:06.0,,,112-114,,Toronto full timeout
0:06.0,,,112-114,,C. Miles enters the game for P. Siakam
0:03.0,Personal take foul by G. Dragic (drawn by C. Miles),,112-114,,
0:03.0,,,112-115,1,C. Miles makes free throw 1 of 2
0:03.0,,,112-115,,C. Miles misses free throw 2 of 2
0:02.0,Defensive rebound by J. Richardson,,112-115,,
0:00.0,J. Richardson misses 3-pt shot from 28 ft,,112-115,,
0:00.0,Offensive rebound by Team,,112-115,,
