time,Indiana,pts.away,score,pts.home,Washington
0:12.0,J. Young enters the game for T. Young,,96-95,,
0:11.0,,,96-95,,Personal take foul by B. Beal (drawn by V. Oladipo)
0:11.0,V. Oladipo makes free throw 1 of 2,1,97-95,,
0:11.0,T. Young enters the game for J. Young,,97-95,,
0:11.0,V. Oladipo misses free throw 2 of 2,,97-95,,
0:10.0,,,97-95,,Defensive rebound by O. Porter
0:10.0,,,97-95,,Washington full timeout
0:05.0,,,97-95,,B. Beal misses 2-pt shot from 13 ft
0:05.0,Defensive rebound by C. Joseph,,97-95,,
0:05.0,,,97-95,,Personal take foul by B. Beal (drawn by C. Joseph)
0:05.0,C. Joseph misses free throw 1 of 2,,97-95,,
0:05.0,Offensive rebound by Team,,97-95,,
0:05.0,C. Joseph makes free throw 2 of 2,1,98-95,,
0:05.0,,,98-95,,Washington full timeout
0:03.0,,,98-95,,B. Beal misses 3-pt shot from 26 ft
0:03.0,,,98-95,,Offensive rebound by M. Scott
0:00.0,,,98-95,,M. Scott misses 3-pt shot from 25 ft
0:00.0,,,98-95,,Offensive rebound by Team
