time,Detroit,pts.away,score,pts.home,Orlando
0:28.0,,,102-104,,Defensive rebound by A. Gordon
0:10.0,,,102-104,,S. Mack misses 3-pt shot from 23 ft
0:07.0,Defensive rebound by B. Griffin,,102-104,,
0:07.0,J. Ennis makes 2-pt shot from 2 ft (assist by B. Griffin),2,104-104,,
0:07.0,,,104-104,,Orlando full timeout
0:07.0,S. Johnson enters the game for I. Smith,,104-104,,
0:00.0,,,104-104,,Turnover by N. Vucevic (bad pass; steal by J. Ennis)
0:00.0,Detroit full timeout,,104-104,,
0:00.0,,,104-104,,J. Isaac enters the game for D. Augustin
0:00.0,L. Galloway enters the game for A. Drummond,,104-104,,
0:00.0,A. Tolliver enters the game for S. Johnson,,104-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: N. Vucevic vs. A. Drummond (B. Griffin gains possession),,,,Jump ball: N. Vucevic vs. A. Drummond (B. Griffin gains possession)
4:42.0,I. Smith misses 2-pt shot from 20 ft,,104-104,,
4:39.0,Offensive rebound by A. Drummond,,104-104,,
4:39.0,Shooting foul by S. Mack (drawn by A. Drummond),,104-104,,
4:39.0,A. Drummond misses free throw 1 of 2,,104-104,,
4:39.0,Offensive rebound by Team,,104-104,,
4:39.0,A. Drummond misses free throw 2 of 2,,104-104,,
4:37.0,,,104-104,,Defensive rebound by A. Gordon
4:15.0,,,104-104,,A. Gordon misses 3-pt shot from 26 ft
4:12.0,Defensive rebound by J. Ennis,,104-104,,
4:07.0,R. Bullock misses 3-pt shot from 25 ft,,104-104,,
4:04.0,,,104-104,,Defensive rebound by N. Vucevic
3:41.0,,,104-107,3,E. Fournier makes 3-pt shot from 25 ft (assist by S. Mack)
3:23.0,Turnover by A. Drummond (bad pass),,104-107,,
3:07.0,,,104-109,2,E. Fournier makes 2-pt shot from 2 ft (assist by N. Vucevic)
3:07.0,Violation by A. Drummond (def goaltending),,104-109,,
2:42.0,I. Smith misses 2-pt shot from 4 ft,,104-109,,
2:36.0,,,104-109,,Defensive rebound by S. Mack
2:27.0,,,104-109,,Shooting foul by J. Ennis (drawn by E. Fournier)
2:27.0,,,104-109,,E. Fournier misses free throw 1 of 2
2:27.0,,,104-109,,Offensive rebound by Team
2:27.0,,,104-110,1,E. Fournier makes free throw 2 of 2
2:19.0,R. Bullock misses 2-pt shot from 15 ft,,104-110,,
2:15.0,,,104-110,,Defensive rebound by E. Fournier
2:02.0,,,104-110,,E. Fournier misses 3-pt shot from 26 ft
1:59.0,Defensive rebound by Team,,104-110,,
1:59.0,A. Tolliver enters the game for A. Drummond,,104-110,,
1:40.0,,,104-110,,Personal foul by S. Mack (drawn by B. Griffin)
1:33.0,R. Bullock misses 3-pt shot from 26 ft,,104-110,,
1:30.0,,,104-110,,Defensive rebound by N. Vucevic
1:12.0,,,104-110,,N. Vucevic misses 3-pt shot from 25 ft
1:08.0,,,104-110,,Offensive rebound by D. Augustin
0:48.0,,,104-110,,N. Vucevic misses 2-pt shot from 12 ft (block by B. Griffin)
0:44.0,Defensive rebound by R. Bullock,,104-110,,
0:39.0,B. Griffin misses 3-pt shot from 26 ft,,104-110,,
0:35.0,Offensive rebound by R. Bullock,,104-110,,
0:32.0,Shooting foul by D. Augustin (drawn by A. Tolliver),,104-110,,
0:32.0,A. Tolliver misses free throw 1 of 3,,104-110,,
0:32.0,Offensive rebound by Team,,104-110,,
0:32.0,S. Johnson enters the game for J. Ennis,,104-110,,
0:32.0,A. Tolliver makes free throw 2 of 3,1,105-110,,
0:32.0,A. Tolliver makes free throw 3 of 3,1,106-110,,
0:32.0,,,106-110,,Orlando full timeout
0:32.0,A. Drummond enters the game for A. Tolliver,,106-110,,
0:30.0,Personal foul by I. Smith (drawn by A. Gordon),,106-110,,
0:29.0,Personal foul by I. Smith (drawn by D. Augustin),,106-110,,
0:29.0,,,106-111,1,D. Augustin makes free throw 1 of 2
0:29.0,J. Ennis enters the game for S. Johnson,,106-111,,
0:29.0,,,106-112,1,D. Augustin makes free throw 2 of 2
0:20.0,R. Bullock misses 2-pt shot from 1 ft,,106-112,,
0:18.0,,,106-112,,Defensive rebound by A. Gordon
0:11.0,,,106-112,,Orlando full timeout
0:11.0,S. Johnson enters the game for I. Smith,,106-112,,
0:10.0,Personal foul by J. Ennis (drawn by E. Fournier),,106-112,,
0:10.0,,,106-112,,E. Fournier misses free throw 1 of 2
0:10.0,,,106-112,,Offensive rebound by Team
0:10.0,,,106-113,1,E. Fournier makes free throw 2 of 2
0:10.0,Detroit full timeout,,106-113,,
0:10.0,,,106-113,,J. Isaac enters the game for S. Mack
0:10.0,A. Tolliver enters the game for S. Johnson,,106-113,,
0:05.0,A. Tolliver misses 3-pt shot from 26 ft,,106-113,,
0:02.0,,,106-113,,Defensive rebound by N. Vucevic
0:00.0,Personal take foul by A. Drummond (drawn by N. Vucevic),,106-113,,
0:00.0,,,106-114,1,N. Vucevic makes free throw 1 of 2
0:00.0,,,106-115,1,N. Vucevic makes free throw 2 of 2
