time,Toronto,pts.away,score,pts.home,Boston
3:54.0,,,94-100,,Shooting foul by D. DeRozan (drawn by T. Rozier)
3:54.0,,,94-101,1,T. Rozier makes free throw 1 of 2
3:54.0,C. Miles enters the game for N. Powell,,94-101,,
3:54.0,O. Anunoby enters the game for P. Siakam,,94-101,,
3:54.0,,,94-102,1,T. Rozier makes free throw 2 of 2
3:34.0,Turnover by O. Anunoby (lost ball; steal by T. Rozier),,94-102,,
3:30.0,,,94-102,,A. Horford misses 2-pt shot from 1 ft (block by D. DeRozan)
3:30.0,,,94-102,,Offensive rebound by Team
3:30.0,Toronto full timeout,,94-102,,
3:19.0,,,94-104,2,J. Tatum makes 2-pt shot from 1 ft (assist by M. Morris)
3:04.0,K. Lowry makes 3-pt shot from 23 ft (assist by D. DeRozan),3,97-104,,
2:43.0,,,97-104,,Shooting foul by O. Anunoby (drawn by A. Horford)
2:43.0,,,97-105,1,A. Horford makes free throw 1 of 2
2:43.0,,,97-105,,A. Horford misses free throw 2 of 2
2:41.0,Defensive rebound by S. Ibaka,,97-105,,
2:27.0,Turnover by C. Miles (lost ball; steal by J. Brown),,97-105,,
2:04.0,,,97-105,,T. Rozier misses 2-pt shot from 21 ft
2:01.0,Defensive rebound by C. Miles,,97-105,,
1:54.0,C. Miles misses 3-pt shot from 24 ft,,97-105,,
1:54.0,,,97-105,,Defensive rebound by Team
1:35.0,,,97-105,,M. Morris misses 2-pt shot from 9 ft
1:33.0,Defensive rebound by K. Lowry,,97-105,,
1:30.0,K. Lowry misses 2-pt shot from 5 ft (block by M. Morris),,97-105,,
1:26.0,,,97-105,,Defensive rebound by A. Horford
1:24.0,,,97-105,,Shooting foul by D. DeRozan (drawn by J. Tatum)
1:24.0,,,97-106,1,J. Tatum makes free throw 1 of 2
1:24.0,F. VanVleet enters the game for C. Miles,,97-106,,
1:24.0,,,97-107,1,J. Tatum makes free throw 2 of 2
1:13.0,Turnover by K. Lowry (step out of bounds),,97-107,,
0:53.0,,,97-107,,Offensive charge foul by M. Morris (drawn by O. Anunoby)
0:53.0,,,97-107,,Turnover by M. Morris (offensive foul)
0:53.0,Toronto full timeout,,97-107,,
0:53.0,C. Miles enters the game for O. Anunoby,,97-107,,
0:53.0,J. Valanciunas enters the game for F. VanVleet,,97-107,,
0:43.0,D. DeRozan misses 3-pt shot from 24 ft,,97-107,,
0:40.0,,,97-107,,Defensive rebound by A. Horford
0:36.0,,,97-109,2,T. Rozier makes 2-pt shot from 1 ft
0:20.0,K. Lowry misses 3-pt shot from 26 ft,,97-109,,
0:19.0,Offensive rebound by D. DeRozan,,97-109,,
0:18.0,D. DeRozan makes 2-pt shot from 2 ft,2,99-109,,
0:10.0,Personal foul by C. Miles (drawn by M. Morris),,99-109,,
0:10.0,,,99-110,1,M. Morris makes free throw 1 of 2
0:10.0,,,99-110,,J. Bird enters the game for M. Morris
0:10.0,,,99-110,,J. Bird misses free throw 2 of 2
0:10.0,,,99-110,,X. Silas enters the game for J. Brown
0:10.0,,,99-110,,A. Nader enters the game for T. Rozier
0:10.0,,,99-110,,K. Allen enters the game for A. Horford
0:08.0,Defensive rebound by J. Valanciunas,,99-110,,
0:02.0,K. Lowry misses 3-pt shot from 28 ft,,99-110,,
0:02.0,,,99-110,,Defensive rebound by A. Nader
