time,Philadelphia,pts.away,score,pts.home,Chicago
4:42.0,,,106-109,2,D. Nwaba makes 2-pt shot from 1 ft (assist by K. Dunn)
4:42.0,Philadelphia full timeout,,106-109,,
4:26.0,J. Redick misses 2-pt shot from 21 ft,,106-109,,
4:22.0,,,106-109,,Defensive rebound by D. Nwaba
4:16.0,,,106-109,,Z. LaVine misses 3-pt shot from 24 ft
4:15.0,,,106-109,,Offensive rebound by L. Markkanen
4:15.0,Personal foul by R. Covington (drawn by L. Markkanen),,106-109,,
4:08.0,,,106-111,2,B. Portis makes 2-pt shot at rim (assist by K. Dunn)
3:52.0,,,106-111,,Personal foul by D. Nwaba (drawn by B. Simmons)
3:52.0,B. Simmons misses free throw 1 of 2,,106-111,,
3:52.0,Offensive rebound by Team,,106-111,,
3:52.0,B. Simmons misses free throw 2 of 2,,106-111,,
3:50.0,,,106-111,,Defensive rebound by Z. LaVine
3:37.0,,,106-111,,K. Dunn misses 2-pt shot at rim
3:35.0,Defensive rebound by R. Covington,,106-111,,
3:24.0,J. Embiid misses 2-pt shot from 7 ft (block by L. Markkanen),,106-111,,
3:22.0,Offensive rebound by B. Simmons,,106-111,,
3:20.0,,,106-111,,Personal foul by D. Nwaba (drawn by J. Redick)
3:20.0,,,106-111,,D. Valentine enters the game for D. Nwaba
3:20.0,J. Redick makes free throw 1 of 2,1,107-111,,
3:20.0,J. Redick misses free throw 2 of 2,,107-111,,
3:18.0,,,107-111,,Defensive rebound by L. Markkanen
3:03.0,,,107-111,,B. Portis misses 2-pt shot from 4 ft (block by J. Embiid)
3:00.0,Defensive rebound by J. Embiid,,107-111,,
2:53.0,D. Saric misses 2-pt shot from 21 ft,,107-111,,
2:49.0,,,107-111,,Defensive rebound by B. Portis
2:30.0,,,107-111,,K. Dunn misses 3-pt shot from 25 ft
2:26.0,,,107-111,,Offensive rebound by L. Markkanen
2:13.0,,,107-111,,Shooting foul by R. Covington (drawn by Z. LaVine)
2:13.0,,,107-111,,Z. LaVine misses free throw 1 of 2
2:13.0,,,107-111,,Offensive rebound by Team
2:13.0,,,107-112,1,Z. LaVine makes free throw 2 of 2
2:01.0,D. Saric makes 2-pt shot at rim (assist by R. Covington),2,109-112,,
1:48.0,,,109-112,,K. Dunn misses 2-pt shot from 1 ft
1:45.0,Defensive rebound by J. Redick,,109-112,,
1:42.0,Shooting foul by B. Portis (drawn by D. Saric),,109-112,,
1:42.0,D. Saric makes free throw 1 of 2,1,110-112,,
1:42.0,D. Saric misses free throw 2 of 2,,110-112,,
1:40.0,,,110-112,,Defensive rebound by L. Markkanen
1:22.0,,,110-112,,B. Portis misses 2-pt shot from 2 ft
1:20.0,Defensive rebound by D. Saric,,110-112,,
1:17.0,Turnover by J. Embiid (out of bounds lost ball),,110-112,,
1:02.0,,,110-115,3,Z. LaVine makes 3-pt shot from 26 ft
1:02.0,Philadelphia full timeout,,110-115,,
1:00.0,R. Covington misses 2-pt shot from 21 ft,,110-115,,
0:56.0,,,110-115,,Defensive rebound by Z. LaVine
0:43.0,,,110-115,,B. Portis misses 2-pt shot from 22 ft
0:40.0,Defensive rebound by J. Embiid,,110-115,,
0:35.0,B. Simmons misses 2-pt shot at rim,,110-115,,
0:35.0,Offensive rebound by B. Simmons,,110-115,,
0:35.0,B. Simmons makes 2-pt shot at rim,2,112-115,,
0:17.0,,,112-115,,Z. LaVine misses 2-pt shot from 12 ft
0:12.0,,,112-115,,Offensive rebound by B. Portis
0:12.0,,,112-115,,B. Portis misses 2-pt shot at rim
0:11.0,Defensive rebound by J. Embiid,,112-115,,
0:11.0,Philadelphia full timeout,,112-115,,
0:08.0,,,112-115,,Personal take foul by Z. LaVine (drawn by J. Redick)
0:08.0,J. Redick makes free throw 1 of 2,1,113-115,,
0:08.0,J. Redick makes free throw 2 of 2,1,114-115,,
0:08.0,,,114-115,,Chicago full timeout
0:08.0,T. McConnell enters the game for D. Saric,,114-115,,
0:05.0,,,114-115,,Turnover by D. Valentine (bad pass; steal by J. Embiid)
0:05.0,,,114-115,,Personal foul by D. Valentine (drawn by B. Simmons)
0:05.0,B. Simmons makes free throw 1 of 2,1,115-115,,
0:05.0,,,115-115,,N. Vonleh enters the game for D. Valentine
0:05.0,B. Simmons makes free throw 2 of 2,1,116-115,,
0:05.0,,,116-115,,Chicago full timeout
0:05.0,,,116-115,,D. Valentine enters the game for N. Vonleh
0:04.0,Personal foul by B. Simmons (drawn by Z. LaVine),,116-115,,
0:01.0,,,116-115,,B. Portis misses 2-pt shot from 5 ft
0:00.0,,,116-115,,Offensive rebound by D. Valentine
0:00.0,,,116-115,,D. Valentine misses 2-pt shot from 9 ft
0:00.0,,,116-115,,Offensive rebound by Team
