time,Dallas,pts.away,score,pts.home,Minnesota
1:13.0,,,94-111,3,J. Teague makes 3-pt shot from 26 ft (assist by A. Wiggins)
0:57.0,Y. Ferrell makes 2-pt shot from 13 ft,2,96-111,,
0:42.0,Personal foul by G. Clavell (drawn by C. Aldrich),,96-111,,
0:42.0,,,96-111,,C. Aldrich misses free throw 1 of 2
0:42.0,,,96-111,,Offensive rebound by Team
0:42.0,,,96-111,,A. Brooks enters the game for J. Teague
0:42.0,,,96-111,,M. Georges-Hunt enters the game for A. Wiggins
0:42.0,,,96-112,1,C. Aldrich makes free throw 2 of 2
0:33.0,J. Withey misses 3-pt shot from 24 ft,,96-112,,
0:30.0,Offensive rebound by D. Powell,,96-112,,
0:30.0,D. Powell makes 2-pt shot at rim,2,98-112,,
0:30.0,Shooting foul by T. Gibson (drawn by D. Powell),,98-112,,
0:30.0,D. Powell makes free throw 1 of 1,1,99-112,,
0:05.0,,,99-112,,Turnover by Team (shot clock)
0:01.0,G. Clavell misses 3-pt shot from 24 ft,,99-112,,
0:00.0,,,99-112,,Defensive rebound by C. Aldrich
